month_loss_trigger,month_dd_trigger,account_dd_trigger,triggered_scale,return_2025_pct,return_2026_pct,min_target_year_return_pct,max_drawdown_pct,losing_months,min_monthly_return_pct,planned_trade_count,skipped_trade_count,risk_scaled_bar_count,turnover,hard_pass_relaxed
-0.15,,-0.55,0.5,140.44482753235874,13.355932681593142,13.355932681593142,-63.322753185511885,7,-20.214015145690468,173,0,21355,463.0,False
-0.1,-0.2,-0.45,0.5,123.20095613791118,12.856433473785689,12.856433473785689,-54.60821740180766,7,-17.252496630257774,173,0,25402,409.0,False
,-0.3,-0.25,0.5,12.43897822885649,52.74989146747415,12.43897822885649,-49.65655803865069,5,-26.970487556353007,173,0,25284,412.0,False
-0.3,-0.3,-0.25,0.5,12.43897822885649,52.74989146747415,12.43897822885649,-49.65655803865069,5,-26.970487556353007,173,0,25284,412.0,False
-0.35,-0.3,-0.25,0.5,12.43897822885649,52.74989146747415,12.43897822885649,-49.65655803865069,5,-26.970487556353007,173,0,25284,412.0,False
-0.2,-0.3,-0.35,0.25,189.48210538263305,11.696919387673276,11.696919387673276,-44.702958654319715,5,-21.510177909602913,173,0,22954,314.5,False
-0.1,-0.3,-0.35,0.25,238.4546365063348,11.696919387673276,11.696919387673276,-44.70295865431977,5,-13.729720287805701,173,0,23680,311.5,False
-0.15,-0.3,-0.35,0.25,213.0374280571802,11.696919387673276,11.696919387673276,-44.70295865431978,5,-17.447583121745446,173,0,23036,314.5,False
,-0.35,-0.55,0.5,106.40049048890457,11.450015178531125,11.450015178531125,-63.32097557610743,7,-24.426968221888366,173,0,19268,480.0,False
-0.25,-0.35,-0.55,0.5,115.16387632270688,11.450015178531125,11.450015178531125,-63.32097557610743,7,-24.557659018865984,173,0,20391,466.0,False
-0.3,-0.35,-0.55,0.5,101.28955111477391,11.450015178531125,11.450015178531125,-63.32097557610743,7,-27.063343698705268,173,0,19996,472.0,False
-0.35,-0.35,-0.55,0.5,106.40049048890457,11.450015178531125,11.450015178531125,-63.32097557610743,7,-24.426968221888366,173,0,19268,480.0,False
-0.1,,-0.55,0.5,158.78789554791933,10.9708502960167,10.9708502960167,-62.866014227198754,6,-18.48222271348716,173,0,22152,459.0,False
,-0.15,,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
,-0.15,-0.45,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
,-0.15,-0.55,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.15,-0.15,,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.15,-0.15,-0.45,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.15,-0.15,-0.55,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.2,-0.15,,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.2,-0.15,-0.45,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.2,-0.15,-0.55,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.25,-0.15,,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.25,-0.15,-0.45,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.25,-0.15,-0.55,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.3,-0.15,,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.3,-0.15,-0.45,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.3,-0.15,-0.55,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.35,-0.15,,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.35,-0.15,-0.45,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.35,-0.15,-0.55,0.25,38.52000946288305,10.779301972190169,10.779301972190169,-41.33797227741033,8,-17.123126513155572,173,0,23254,278.5,False
-0.2,-0.35,-0.55,0.5,134.42987448381155,8.580633117912262,8.580633117912262,-62.90825245508862,7,-22.474265224901803,173,0,19957,468.0,False
-0.2,-0.3,-0.45,0.25,147.14652600063388,8.125749221505373,8.125749221505373,-51.661208485558355,6,-21.510177909602913,173,0,22300,329.5,False
-0.25,-0.3,-0.45,0.25,125.79155063595687,8.125749221505373,8.125749221505373,-51.6612084855584,6,-24.897984638097114,173,0,20758,350.5,False
-0.1,-0.35,-0.45,0.25,196.4309447752382,7.926167699939102,7.926167699939102,-51.512522649379854,6,-15.170524692931785,173,0,23270,320.5,False
-0.15,-0.3,-0.45,0.25,179.06425832737943,6.048152159379461,6.048152159379461,-50.64555796779171,7,-17.859337374855578,173,0,22524,323.5,False
-0.1,-0.2,,0.25,113.40581717438343,4.032309226256614,4.032309226256614,-54.49294596750847,8,-13.729720287805701,173,0,21862,323.5,False
-0.1,-0.2,-0.55,0.25,113.40581717438343,4.032309226256614,4.032309226256614,-54.49294596750847,8,-13.729720287805701,173,0,21862,323.5,False
-0.2,-0.35,-0.45,0.25,140.25663677188422,3.2291971500731043,3.2291971500731043,-53.29341565447252,5,-21.510177909602913,173,0,23171,317.5,False
-0.25,-0.35,-0.45,0.25,119.49699008581032,3.2291971500731043,3.2291971500731043,-53.29341565447252,5,-24.897984638097114,173,0,21629,338.5,False
,-0.35,-0.45,0.25,116.24685305981237,3.2291971500731043,3.2291971500731043,-53.29341565447265,5,-23.87237422395151,173,0,20167,367.0,False
-0.35,-0.35,-0.45,0.25,116.24685305981237,3.2291971500731043,3.2291971500731043,-53.29341565447265,5,-23.87237422395151,173,0,20167,367.0,False
-0.1,-0.25,-0.35,0.25,91.66555327324903,2.9741615423344303,2.9741615423344303,-44.71416801273273,5,-13.729720287805701,173,0,25626,275.5,False
,-0.25,-0.35,0.25,70.45092450725139,2.9741615423344303,2.9741615423344303,-44.714168012732735,5,-24.49668679879383,173,0,23139,304.0,False
-0.15,-0.25,-0.35,0.25,77.27188630991424,2.9741615423344303,2.9741615423344303,-44.714168012732735,5,-17.447583121745446,173,0,24982,278.5,False
-0.25,-0.25,-0.35,0.25,70.45092450725139,2.9741615423344303,2.9741615423344303,-44.714168012732735,5,-24.49668679879383,173,0,23139,304.0,False
-0.3,-0.25,-0.35,0.25,70.45092450725139,2.9741615423344303,2.9741615423344303,-44.714168012732735,5,-24.49668679879383,173,0,23139,304.0,False
-0.35,-0.25,-0.35,0.25,70.45092450725139,2.9741615423344303,2.9741615423344303,-44.714168012732735,5,-24.49668679879383,173,0,23139,304.0,False
-0.2,-0.25,-0.35,0.25,63.93259806865987,2.9741615423344303,2.9741615423344303,-44.714168012732834,5,-21.510177909602913,173,0,24900,278.5,False
-0.1,-0.3,-0.45,0.25,211.599675685052,2.6392330532895913,2.6392330532895913,-51.66182236743888,7,-15.170524692931785,173,0,22919,325.0,False
,,-0.55,0.25,144.91688795151015,2.395423295086063,2.395423295086063,-61.77416482083915,5,-24.489644621639396,173,0,16889,430.0,False
-0.25,,-0.55,0.25,81.0334194671523,2.395423295086063,2.395423295086063,-61.77416482083915,6,-24.897984638097114,173,0,20437,362.5,False
-0.35,,-0.55,0.25,144.91688795151015,2.395423295086063,2.395423295086063,-61.77416482083915,5,-24.489644621639396,173,0,16889,430.0,False
-0.3,,-0.55,0.25,63.80854849959321,2.395423295086063,2.395423295086063,-61.7741648208392,6,-28.608315095364645,173,0,20042,371.5,False
-0.15,-0.3,,0.25,179.06425832737943,2.0067288393587512,2.0067288393587512,-59.47950130318821,7,-17.859337374855578,173,0,17732,392.5,False
-0.1,-0.15,-0.25,0.25,44.90434809767989,1.9342358942137095,1.9342358942137095,-32.34657473487541,8,-13.729720287805701,173,0,25836,251.5,False
,-0.15,-0.25,0.25,39.2045947346984,1.9342358942137095,1.9342358942137095,-32.34657473487545,8,-17.123126513155572,173,0,25211,254.5,False
-0.15,-0.15,-0.25,0.25,39.2045947346984,1.9342358942137095,1.9342358942137095,-32.34657473487545,8,-17.123126513155572,173,0,25211,254.5,False
-0.2,-0.15,-0.25,0.25,39.2045947346984,1.9342358942137095,1.9342358942137095,-32.34657473487545,8,-17.123126513155572,173,0,25211,254.5,False
-0.25,-0.15,-0.25,0.25,39.2045947346984,1.9342358942137095,1.9342358942137095,-32.34657473487545,8,-17.123126513155572,173,0,25211,254.5,False
-0.3,-0.15,-0.25,0.25,39.2045947346984,1.9342358942137095,1.9342358942137095,-32.34657473487545,8,-17.123126513155572,173,0,25211,254.5,False
-0.35,-0.15,-0.25,0.25,39.2045947346984,1.9342358942137095,1.9342358942137095,-32.34657473487545,8,-17.123126513155572,173,0,25211,254.5,False
-0.15,-0.35,-0.45,0.25,169.32823915386402,1.920433478774175,1.920433478774175,-53.28181707406737,6,-17.447583121745446,173,0,23261,314.5,False
-0.15,,-0.55,0.25,138.6081842947219,1.4766671944093535,1.4766671944093535,-60.323347141008554,7,-17.859337374855578,173,0,21335,352.0,False
-0.1,-0.15,-0.35,0.25,44.90434809767989,1.2579855707220533,1.2579855707220533,-36.665391099426905,8,-13.729720287805701,173,0,25573,259.0,False
,-0.15,-0.35,0.25,38.52000946288305,1.1537202442550187,1.1537202442550187,-36.7882560233171,8,-17.123126513155572,173,0,24542,260.5,False
-0.15,-0.15,-0.35,0.25,38.52000946288305,1.1537202442550187,1.1537202442550187,-36.7882560233171,8,-17.123126513155572,173,0,24542,260.5,False
-0.2,-0.15,-0.35,0.25,38.52000946288305,1.1537202442550187,1.1537202442550187,-36.7882560233171,8,-17.123126513155572,173,0,24542,260.5,False
-0.25,-0.15,-0.35,0.25,38.52000946288305,1.1537202442550187,1.1537202442550187,-36.7882560233171,8,-17.123126513155572,173,0,24542,260.5,False
-0.3,-0.15,-0.35,0.25,38.52000946288305,1.1537202442550187,1.1537202442550187,-36.7882560233171,8,-17.123126513155572,173,0,24542,260.5,False
-0.35,-0.15,-0.35,0.25,38.52000946288305,1.1537202442550187,1.1537202442550187,-36.7882560233171,8,-17.123126513155572,173,0,24542,260.5,False
-0.15,,,0.0,136.78557029787592,0.351428492538286,0.351428492538286,-78.77556367255308,8,-17.25472904540718,173,78,15728,364.0,False
-0.1,,-0.25,0.0,36.70563573389107,0.0,0.0,-25.063391605112827,10,-11.531475050014938,173,151,27832,84.0,False
-0.1,-0.25,-0.25,0.0,36.70563573389107,0.0,0.0,-25.063391605112827,10,-11.531475050014938,173,151,27832,84.0,False
-0.1,-0.3,-0.25,0.0,36.70563573389107,0.0,0.0,-25.063391605112827,10,-11.531475050014938,173,151,27832,84.0,False
-0.1,-0.35,-0.25,0.0,36.70563573389107,0.0,0.0,-25.063391605112827,10,-11.531475050014938,173,151,27832,84.0,False
-0.1,-0.2,-0.25,0.0,35.44680950798074,0.0,0.0,-25.753430222919928,10,-11.531475050014938,173,152,27774,80.0,False
-0.1,,-0.35,0.0,258.2324614385695,0.0,0.0,-35.110189083733104,9,-11.531475050014938,173,128,24209,176.0,False
-0.1,-0.35,-0.35,0.0,258.2324614385695,0.0,0.0,-35.110189083733104,9,-11.531475050014938,173,128,24209,176.0,False
-0.15,,-0.35,0.0,222.81918411432397,0.0,0.0,-35.11018908373311,9,-15.45425875717389,173,127,23565,180.0,False
-0.15,-0.35,-0.35,0.0,222.81918411432397,0.0,0.0,-35.11018908373311,9,-15.45425875717389,173,127,23565,180.0,False
-0.1,-0.25,-0.35,0.0,65.59292145268027,0.0,0.0,-35.51306219616288,9,-11.724287383592769,173,137,25692,136.0,False
-0.15,-0.25,-0.35,0.0,49.22313735554204,0.0,0.0,-35.51306219616289,9,-15.45425875717389,173,136,25048,140.0,False
-0.1,-0.3,-0.35,0.0,250.76261492228568,0.0,0.0,-36.46326838332733,9,-11.531475050014938,173,127,24052,176.0,False
-0.15,-0.3,-0.35,0.0,216.08777359903345,0.0,0.0,-36.46326838332733,9,-15.45425875717389,173,126,23408,180.0,False
-0.25,-0.35,-0.45,0.0,111.34043870870367,0.0,0.0,-45.12603999600549,9,-25.750053291592046,173,117,21725,216.0,False
-0.15,-0.35,-0.45,0.0,172.99150278723997,0.0,0.0,-45.12603999600555,9,-15.45425875717389,173,125,23352,184.0,False
-0.2,-0.35,-0.45,0.0,138.40299299682238,0.0,0.0,-45.126039996005574,9,-21.027435586565147,173,124,23267,188.0,False
-0.1,,-0.45,0.0,201.84429145708015,0.0,0.0,-45.324276532200145,9,-11.531475050014938,173,121,23341,204.0,False
-0.15,,-0.45,0.0,172.00529931442367,0.0,0.0,-45.32427653220016,9,-15.45425875717389,173,120,22697,208.0,False
-0.2,,-0.45,0.0,137.5417432611245,0.0,0.0,-45.32427653220017,9,-21.027435586565147,173,119,22612,212.0,False
-0.25,,-0.45,0.0,110.57695459849133,0.0,0.0,-45.324276532200194,9,-25.750053291592046,173,112,21070,240.0,False
-0.2,,-0.55,0.0,95.2344120320487,0.0,0.0,-55.062286833819975,9,-21.027435586565147,173,115,22124,224.0,False
-0.25,,-0.55,0.0,73.07218240518876,0.0,0.0,-55.06228683381998,9,-25.750053291592046,173,108,20582,252.0,False
,,-0.55,0.0,158.96470305872734,0.0,0.0,-55.062286833819996,8,-23.87237422395151,173,86,17034,342.0,False
-0.3,,-0.55,0.0,51.471530358275494,0.0,0.0,-55.062286833819996,9,-30.47539945376092,173,105,20187,264.0,False
-0.35,,-0.55,0.0,158.96470305872734,0.0,0.0,-55.062286833819996,8,-23.87237422395151,173,86,17034,342.0,False
-0.25,-0.35,-0.55,0.25,101.98365058804634,-1.0600773158541688,-1.0600773158541688,-60.32232882259938,7,-24.897984638097114,173,0,18997,373.0,False
,-0.35,-0.55,0.25,89.77030913900963,-1.0600773158541688,-1.0600773158541688,-60.322328822599424,7,-24.278614026067004,173,0,17874,394.0,False
-0.35,-0.35,-0.55,0.25,89.77030913900963,-1.0600773158541688,-1.0600773158541688,-60.322328822599424,7,-24.278614026067004,173,0,17874,394.0,False
-0.3,-0.35,-0.55,0.25,82.76541823527947,-1.0600773158541688,-1.0600773158541688,-60.32232882259944,7,-28.608315095364645,173,0,18602,382.0,False
-0.1,-0.25,-0.45,0.25,82.47368281143386,-1.2403826988993893,-1.2403826988993893,-50.615623523020915,7,-15.170524692931785,173,0,23129,310.0,False
-0.15,-0.25,-0.45,0.25,68.77030536511448,-1.2579037598650422,-1.2579037598650422,-50.62438486388721,7,-17.447583121745446,173,0,22474,313.0,False
-0.2,-0.25,-0.45,0.25,52.46423070643624,-1.2579037598650422,-1.2579037598650422,-50.62438486388721,7,-21.510177909602913,173,0,22389,316.0,False
,-0.25,-0.45,0.25,44.60895440023849,-1.2579037598650422,-1.2579037598650422,-50.62438486388727,7,-24.49668679879383,173,0,21046,331.0,False
-0.25,-0.25,-0.45,0.25,44.60895440023849,-1.2579037598650422,-1.2579037598650422,-50.62438486388727,7,-24.49668679879383,173,0,21046,331.0,False
-0.3,-0.25,-0.45,0.25,44.60895440023849,-1.2579037598650422,-1.2579037598650422,-50.62438486388727,7,-24.49668679879383,173,0,21046,331.0,False
-0.35,-0.25,-0.45,0.25,44.60895440023849,-1.2579037598650422,-1.2579037598650422,-50.62438486388727,7,-24.49668679879383,173,0,21046,331.0,False
,-0.3,-0.35,0.25,-1.3838483689572079,11.696919387673276,-1.3838483689572079,-44.70295865432,5,-28.31916780264101,173,0,26723,251.5,False
-0.3,-0.3,-0.35,0.25,-1.3838483689572079,11.696919387673276,-1.3838483689572079,-44.70295865432,5,-28.31916780264101,173,0,26723,251.5,False
-0.35,-0.3,-0.35,0.25,-1.3838483689572079,11.696919387673276,-1.3838483689572079,-44.70295865432,5,-28.31916780264101,173,0,26723,251.5,False
-0.2,,-0.55,0.25,106.46012591293363,-1.716837939021132,-1.716837939021132,-61.78661816354838,6,-21.510177909602913,173,0,21992,344.5,False
-0.1,-0.25,,0.25,82.47368281143386,-1.7990320122235004,-1.7990320122235004,-60.23976458459247,8,-15.170524692931785,173,0,21564,332.5,False
-0.2,-0.3,,0.25,147.14652600063388,-2.043421755720576,-2.043421755720576,-61.853216040743476,7,-21.510177909602913,173,0,15455,425.5,False
-0.15,-0.25,-0.45,0.0,49.22313735554204,-3.3806743667295303,-3.3806743667295303,-45.08459246471275,8,-15.45425875717389,173,118,22122,206.0,False
-0.1,-0.2,-0.35,0.25,113.40581717438343,-3.5474041799634093,-3.5474041799634093,-41.45334853250823,7,-13.729720287805701,173,0,24785,284.5,False
,-0.2,-0.35,0.25,85.85019964598459,-3.5867703617169178,-3.5867703617169178,-41.47724377455041,7,-20.917864270037224,173,0,24313,283.0,False
-0.2,-0.2,-0.35,0.25,85.85019964598459,-3.5867703617169178,-3.5867703617169178,-41.47724377455041,7,-20.917864270037224,173,0,24313,283.0,False
-0.25,-0.2,-0.35,0.25,85.85019964598459,-3.5867703617169178,-3.5867703617169178,-41.47724377455041,7,-20.917864270037224,173,0,24313,283.0,False
-0.3,-0.2,-0.35,0.25,85.85019964598459,-3.5867703617169178,-3.5867703617169178,-41.47724377455041,7,-20.917864270037224,173,0,24313,283.0,False
-0.35,-0.2,-0.35,0.25,85.85019964598459,-3.5867703617169178,-3.5867703617169178,-41.47724377455041,7,-20.917864270037224,173,0,24313,283.0,False
-0.15,-0.2,-0.35,0.25,97.37950358809596,-3.5867703617169178,-3.5867703617169178,-41.477243774550445,7,-17.447583121745446,173,0,24362,283.0,False
-0.2,-0.25,-0.45,0.0,30.316299982652794,-4.260665780808459,-4.260665780808459,-45.584752104774,8,-21.027435586565147,173,115,21732,216.0,False
,-0.25,-0.45,0.0,21.441847711265027,-4.260665780808459,-4.260665780808459,-45.58475210477404,8,-24.703651153220875,173,110,20389,236.0,False
-0.25,-0.25,-0.45,0.0,21.441847711265027,-4.260665780808459,-4.260665780808459,-45.58475210477404,8,-24.703651153220875,173,110,20389,236.0,False
-0.3,-0.25,-0.45,0.0,21.441847711265027,-4.260665780808459,-4.260665780808459,-45.58475210477404,8,-24.703651153220875,173,110,20389,236.0,False
-0.35,-0.25,-0.45,0.0,21.441847711265027,-4.260665780808459,-4.260665780808459,-45.58475210477404,8,-24.703651153220875,173,110,20389,236.0,False
-0.3,-0.35,-0.35,0.25,-4.392893924369545,28.28301327911886,-4.392893924369545,-45.95362094302856,5,-28.608315095364645,173,0,26226,266.5,False
-0.2,-0.35,-0.55,0.25,129.71090355713054,-4.807791779431336,-4.807791779431336,-60.33826647312181,7,-21.510177909602913,173,0,20452,352.0,False
-0.25,-0.3,,0.25,125.79155063595687,-4.85971741793485,-4.85971741793485,-62.94995322896959,7,-24.897984638097114,173,0,12513,461.5,False
,-0.3,,0.25,109.5249539177988,-4.85971741793485,-4.85971741793485,-62.94995322896961,7,-28.31916780264101,173,0,12373,464.5,False
-0.3,-0.3,,0.25,109.5249539177988,-4.85971741793485,-4.85971741793485,-62.94995322896961,7,-28.31916780264101,173,0,12373,464.5,False
-0.35,-0.3,,0.25,109.5249539177988,-4.85971741793485,-4.85971741793485,-62.94995322896961,7,-28.31916780264101,173,0,12373,464.5,False
-0.15,-0.2,,0.25,97.37950358809596,-4.939820030728481,-4.939820030728481,-58.41764180403114,8,-17.447583121745446,173,0,20577,329.5,False
-0.1,-0.15,-0.25,0.0,21.772720388650168,-5.156234325728404,-5.156234325728404,-25.437060581584348,9,-11.531475050014938,173,145,26300,98.0,False
-0.3,,-0.35,0.25,-6.314247997456701,30.93172347502651,-6.314247997456701,-46.68055345838501,5,-28.608315095364645,173,0,26234,263.5,False
-0.25,-0.3,-0.35,0.25,-6.477087376312429,11.696919387673276,-6.477087376312429,-44.70295865431998,6,-24.897984638097114,173,0,26267,268.0,False
-0.1,-0.3,,0.25,211.599675685052,-6.78252052767675,-6.78252052767675,-61.75876622113417,8,-15.170524692931785,173,0,19866,365.5,False
,-0.35,-0.35,0.25,-6.998477961353123,28.28301327911886,-6.998477961353123,-45.953620943028554,5,-23.87237422395151,173,0,25984,272.5,False
-0.35,-0.35,-0.35,0.25,-6.998477961353123,28.28301327911886,-6.998477961353123,-45.953620943028554,5,-23.87237422395151,173,0,25984,272.5,False
-0.15,-0.3,-0.45,0.0,191.77432588501978,-8.062053030788864,-8.062053030788864,-46.07886205656967,9,-15.45425875717389,173,117,21627,214.0,False
-0.1,-0.35,-0.45,0.0,216.23225815819347,-8.062053030788864,-8.062053030788864,-47.33615762009554,9,-11.724287383592769,173,118,22291,210.0,False
-0.2,-0.3,-0.45,0.0,148.1499156883206,-8.062053030788864,-8.062053030788864,-47.48739868765649,9,-21.027435586565147,173,115,21333,222.0,False
-0.25,-0.3,-0.45,0.0,119.98092971843066,-8.062053030788864,-8.062053030788864,-47.48739868765652,9,-25.750053291592046,173,108,19791,250.0,False
-0.15,,-0.55,0.0,136.78557029787592,-8.062053030788864,-8.062053030788864,-56.241018258484424,9,-15.45425875717389,173,109,20705,246.0,False
-0.1,-0.25,-0.55,0.25,82.47368281143386,-8.311326311651946,-8.311326311651946,-57.0232230865931,8,-15.170524692931785,173,0,22869,314.5,False
,-0.35,-0.55,0.0,74.48006128963729,-8.716948224358735,-8.716948224358735,-55.05960105295171,9,-32.89967587454687,173,101,18610,278.0,False
-0.3,-0.35,-0.55,0.0,65.94601119493954,-8.716948224358735,-8.716948224358735,-55.05960105295171,9,-30.47539945376092,173,105,19338,262.0,False
-0.35,-0.35,-0.55,0.0,74.48006128963729,-8.716948224358735,-8.716948224358735,-55.05960105295171,9,-32.89967587454687,173,101,18610,278.0,False
-0.25,-0.35,-0.55,0.0,89.61080178572942,-8.716948224358735,-8.716948224358735,-55.059601052951734,9,-25.750053291592046,173,108,19733,250.0,False
,-0.2,,0.25,85.85019964598459,-8.80637191996616,-8.80637191996616,-60.10899506775903,8,-20.917864270037224,173,0,19598,338.5,False
-0.2,-0.2,,0.25,85.85019964598459,-8.80637191996616,-8.80637191996616,-60.10899506775903,8,-20.917864270037224,173,0,19598,338.5,False
-0.25,-0.2,,0.25,85.85019964598459,-8.80637191996616,-8.80637191996616,-60.10899506775903,8,-20.917864270037224,173,0,19598,338.5,False
-0.3,-0.2,,0.25,85.85019964598459,-8.80637191996616,-8.80637191996616,-60.10899506775903,8,-20.917864270037224,173,0,19598,338.5,False
-0.35,-0.2,,0.25,85.85019964598459,-8.80637191996616,-8.80637191996616,-60.10899506775903,8,-20.917864270037224,173,0,19598,338.5,False
-0.1,,-0.55,0.25,166.42692721621043,-8.825647210360565,-8.825647210360565,-60.35427502784182,7,-15.170524692931785,173,0,20914,361.0,False
,,-0.35,0.25,-8.867469300039875,30.93172347502651,-8.867469300039875,-46.68055345838501,5,-23.87237422395151,173,0,25992,269.5,False
-0.35,,-0.35,0.25,-8.867469300039875,30.93172347502651,-8.867469300039875,-46.68055345838501,5,-23.87237422395151,173,0,25992,269.5,False
-0.1,-0.3,-0.45,0.0,237.99020484207256,-10.378240942882211,-10.378240942882211,-45.13073411289401,9,-11.724287383592769,173,118,22239,210.0,False
-0.1,,-0.55,0.0,174.29145167544365,-10.378240942882211,-10.378240942882211,-55.47157764654016,9,-11.724287383592769,173,110,21317,242.0,False
-0.1,-0.15,,0.0,21.772720388650168,-10.467322212377717,-10.467322212377717,-45.55999473714637,8,-11.531475050014938,173,135,24460,136.0,False
-0.1,-0.15,-0.55,0.0,21.772720388650168,-10.467322212377717,-10.467322212377717,-45.55999473714637,8,-11.531475050014938,173,135,24460,136.0,False
-0.25,-0.3,-0.55,0.25,125.79155063595687,-11.510876790605273,-11.510876790605273,-58.03897964777749,7,-24.897984638097114,173,0,15952,424.0,False
,-0.3,-0.55,0.25,109.5249539177988,-11.510876790605273,-11.510876790605273,-58.03897964777755,7,-28.31916780264101,173,0,15812,427.0,False
-0.3,-0.3,-0.55,0.25,109.5249539177988,-11.510876790605273,-11.510876790605273,-58.03897964777755,7,-28.31916780264101,173,0,15812,427.0,False
-0.35,-0.3,-0.55,0.25,109.5249539177988,-11.510876790605273,-11.510876790605273,-58.03897964777755,7,-28.31916780264101,173,0,15812,427.0,False
-0.1,-0.35,-0.55,0.25,196.4309447752382,-11.727796211351805,-11.727796211351805,-59.3638872904505,8,-15.170524692931785,173,0,21523,341.5,False
-0.25,-0.35,-0.35,0.25,-11.800479292840006,28.28301327911886,-11.800479292840006,-45.95362094302856,6,-24.897984638097114,173,0,26377,271.0,False
-0.2,-0.25,,0.0,30.316299982652794,-11.89008151129407,-11.89008151129407,-59.41501293855638,7,-21.027435586565147,173,101,18243,272.0,False
,-0.25,,0.0,21.441847711265027,-12.493468426638332,-12.493468426638332,-59.692943625275085,7,-24.703651153220875,173,92,15621,308.0,False
-0.25,-0.25,,0.0,21.441847711265027,-12.493468426638332,-12.493468426638332,-59.692943625275085,7,-24.703651153220875,173,92,15621,308.0,False
-0.3,-0.25,,0.0,21.441847711265027,-12.493468426638332,-12.493468426638332,-59.692943625275085,7,-24.703651153220875,173,92,15621,308.0,False
-0.35,-0.25,,0.0,21.441847711265027,-12.493468426638332,-12.493468426638332,-59.692943625275085,7,-24.703651153220875,173,92,15621,308.0,False
-0.15,-0.35,-0.55,0.25,165.47935766338347,-12.818800958053112,-12.818800958053112,-59.39943964806027,7,-17.859337374855578,173,0,19777,365.5,False
-0.15,-0.25,,0.0,49.22313735554204,-12.84485003099618,-12.84485003099618,-59.85479620794791,7,-16.249895291949034,173,106,19492,252.0,False
-0.2,-0.35,-0.55,0.0,125.08692345299673,-13.400387105842393,-13.400387105842393,-55.13364226008726,7,-21.22956590890056,173,86,15518,332.0,False
-0.25,,-0.35,0.25,-13.572967921676682,30.93172347502651,-13.572967921676682,-46.680553458385,6,-24.897984638097114,173,0,26385,268.0,False
-0.1,-0.2,-0.35,0.0,104.04053634845059,-14.199488517567161,-14.199488517567161,-35.42664867633671,9,-11.531475050014938,173,131,24147,154.0,False
,-0.2,-0.35,0.0,69.69100728841727,-14.199488517567161,-14.199488517567161,-35.426648676336725,9,-19.907762916618875,173,130,23454,158.0,False
-0.15,-0.2,-0.35,0.0,83.86999102690503,-14.199488517567161,-14.199488517567161,-35.426648676336725,9,-15.45425875717389,173,130,23503,158.0,False
-0.2,-0.2,-0.35,0.0,69.69100728841727,-14.199488517567161,-14.199488517567161,-35.426648676336725,9,-19.907762916618875,173,130,23454,158.0,False
-0.25,-0.2,-0.35,0.0,69.69100728841727,-14.199488517567161,-14.199488517567161,-35.426648676336725,9,-19.907762916618875,173,130,23454,158.0,False
-0.3,-0.2,-0.35,0.0,69.69100728841727,-14.199488517567161,-14.199488517567161,-35.426648676336725,9,-19.907762916618875,173,130,23454,158.0,False
-0.35,-0.2,-0.35,0.0,69.69100728841727,-14.199488517567161,-14.199488517567161,-35.426648676336725,9,-19.907762916618875,173,130,23454,158.0,False
,-0.15,,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
