candidate_id,family,rule,leverage,body_bps,min_range_bps,hard_pass_complete_years,non_positive_months,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_complete_year_return_pct,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,worst_selected_month_drawdown_pct,selected_candidate_count,wick_ratio,natr_window,natr_min_bps,natr_max_bps
volatility_structure_high_vol_body_momentum_lev1p0_natr_window60_natr_min_bps25_body_bps5,volatility_structure,high_vol_body_momentum,1.0,5.0,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999977527956,-99.99999999998637,-99.99999994869852,-99.99681573750583,-99.99999999998637,41,-96.27883313571269,332,52092,79144.0,79.14399999999999,-100.0,1,,60.0,25.0,
volatility_structure_low_vol_wick_reversal_lev2p0_natr_window14_natr_max_bps25_wick_ratio0p4,volatility_structure,low_vol_wick_reversal,2.0,,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999999990555,-99.99998734229547,-99.99999999607151,-99.989119620977,-99.99999999990555,41,-96.48166408854144,182,31603,73726.0,73.72600000000001,-100.0,1,0.4,14.0,,25.0
body_structure_body_reversal_lev4p0_body_bps40_min_range_bps50,body_structure,body_reversal,4.0,40.0,50.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99974448524706,-99.99999999150707,-99.99998425784224,-99.91206227136948,-99.99999999150707,41,-96.50630826715421,81,13716,59456.0,59.45600000000001,-100.0,1,,,,
body_structure_body_reversal_lev4p0_body_bps40_min_range_bps0,body_structure,body_reversal,4.0,40.0,0.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99983954859995,-99.99999999737332,-99.9999956113582,-99.93786879402056,-99.99999999737332,41,-96.78552639719771,95,14578,63096.0,63.096000000000004,-100.0,1,,,,
body_structure_body_reversal_lev4p0_body_bps40_min_range_bps25,body_structure,body_reversal,4.0,40.0,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99983954859995,-99.99999999737332,-99.9999956113582,-99.93786879402056,-99.99999999737332,41,-96.78552639719771,95,14578,63096.0,63.096000000000004,-100.0,1,,,,
body_structure_body_momentum_lev4p0_body_bps40_min_range_bps50,body_structure,body_momentum,4.0,40.0,50.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99957585247184,-99.99999999468974,-99.9999779564693,-99.9847401988473,-99.99999999468974,41,-96.85204035849674,81,13716,59456.0,59.45600000000001,-100.0,1,,,,
volatility_structure_low_vol_wick_reversal_lev2p0_natr_window60_natr_max_bps25_wick_ratio0p4,volatility_structure,low_vol_wick_reversal,2.0,,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999999302892,-99.9975057074335,-99.99999984825449,-99.92278306113039,-99.99999999302892,41,-96.95094353391649,86,25270,59466.0,59.465999999999994,-100.0,1,0.4,60.0,,25.0
volatility_structure_high_vol_body_momentum_lev1p0_natr_window192_natr_min_bps25_body_bps5,volatility_structure,high_vol_body_momentum,1.0,5.0,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999989671595,-99.99999999999821,-99.9999999873548,-99.99728596711725,-99.99999999999821,41,-97.0285396545902,223,55253,83204.0,83.20400000000001,-100.0,1,,192.0,25.0,
volatility_structure_low_vol_wick_reversal_lev2p0_natr_window192_natr_max_bps25_wick_ratio0p4,volatility_structure,low_vol_wick_reversal,2.0,,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999992440898,-99.92322867946183,-99.99999876530119,-99.83147806022691,-99.99999992440898,41,-97.11402127666987,33,21875,51414.0,51.414,-100.0,1,0.4,192.0,,25.0
body_structure_body_momentum_lev4p0_body_bps40_min_range_bps0,body_structure,body_momentum,4.0,40.0,0.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99977606173871,-99.99999999856215,-99.99999511415771,-99.99132363592565,-99.99999999856215,41,-97.12083709043947,95,14578,63096.0,63.096000000000004,-100.0,1,,,,
body_structure_body_momentum_lev4p0_body_bps40_min_range_bps25,body_structure,body_momentum,4.0,40.0,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99977606173871,-99.99999999856215,-99.99999511415771,-99.99132363592565,-99.99999999856215,41,-97.12083709043947,95,14578,63096.0,63.096000000000004,-100.0,1,,,,
body_structure_body_momentum_lev1p0_body_bps5_min_range_bps0,body_structure,body_momentum,1.0,5.0,0.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999999999918,-99.99999999999997,-99.99999999999989,-99.99994834487127,-99.99999999999997,41,-97.28735166273871,1716,77868,114119.0,114.119,-100.0,1,,,,
body_structure_body_reversal_lev2p0_body_bps20_min_range_bps25,body_structure,body_reversal,2.0,20.0,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999996898133,-99.99999999999979,-99.9999999996792,-99.99844135301436,-99.99999999999979,41,-97.29367465298155,414,40957,94864.0,94.86400000000002,-100.0,1,,,,
body_structure_body_reversal_lev2p0_body_bps20_min_range_bps0,body_structure,body_reversal,2.0,20.0,0.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999998463741,-99.99999999999989,-99.99999999988059,-99.99867695746663,-99.99999999999989,41,-97.35627240005219,437,42139,97480.0,97.47999999999999,-100.0,1,,,,
body_structure_body_momentum_lev2p0_body_bps20_min_range_bps25,body_structure,body_momentum,2.0,20.0,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999996960484,-99.99999999999993,-99.99999999985776,-99.99964440655107,-99.99999999999993,41,-98.25849685325157,414,40957,94864.0,94.86400000000002,-100.0,1,,,,
body_structure_body_momentum_lev2p0_body_bps20_min_range_bps0,body_structure,body_momentum,2.0,20.0,0.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999998545952,-99.99999999999996,-99.9999999999487,-99.99972364889547,-99.99999999999996,41,-98.3411070521074,437,42139,97480.0,97.47999999999999,-100.0,1,,,,
wick_structure_wick_reversal_lev4p0_wick_ratio0p4_min_range_bps50,wick_structure,wick_reversal,4.0,,50.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99998289671369,-99.9999999981251,-99.99997640264378,-99.69581230891927,-99.9999999981251,41,-98.4053981806286,39,12809,54912.0,54.912,-100.0,1,0.4,,,
wick_structure_wick_reversal_lev2p0_wick_ratio0p4_min_range_bps25,wick_structure,wick_reversal,2.0,,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999999644646,-99.99999999999993,-99.9999999982858,-99.99760811200605,-99.99999999999993,41,-98.47202124702255,410,39236,87504.0,87.504,-100.0,1,0.4,,,
wick_structure_wick_reversal_lev4p0_wick_ratio0p55_min_range_bps25,wick_structure,wick_reversal,4.0,,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.9999999991624,-99.99999999999999,-99.9999999985824,-99.99820512609891,-99.99999999999999,41,-98.83372811036867,182,22157,92688.0,92.688,-100.0,1,0.55,,,
volatility_structure_low_vol_wick_reversal_lev2p0_natr_window14_natr_max_bps50_wick_ratio0p4,volatility_structure,low_vol_wick_reversal,2.0,,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-100.0,-100.0,-100.0,-99.99999931854703,-100.0,41,-99.24158726855072,1044,63574,149530.0,149.53000000000003,-100.0,1,0.4,14.0,,50.0
body_structure_body_reversal_lev2p0_body_bps10_min_range_bps25,body_structure,body_reversal,2.0,10.0,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999999999946,-100.0,-99.99999999999999,-99.99998583684749,-100.0,41,-99.30047461911896,626,53170,134748.0,134.748,-100.0,1,,,,
body_structure_body_reversal_lev4p0_body_bps20_min_range_bps50,body_structure,body_reversal,4.0,20.0,50.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999996748673,-99.99999999999999,-99.99999999801611,-99.99889286270391,-99.99999999999999,41,-99.32081061652289,129,20849,95808.0,95.808,-100.0,1,,,,
volatility_structure_low_vol_wick_reversal_lev2p0_natr_window60_natr_max_bps50_wick_ratio0p4,volatility_structure,low_vol_wick_reversal,2.0,,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-100.0,-100.0,-100.0,-99.99999966903317,-100.0,41,-99.41433936650822,1051,65598,154618.0,154.618,-100.0,1,0.4,60.0,,50.0
volatility_structure_low_vol_wick_reversal_lev2p0_natr_window192_natr_max_bps50_wick_ratio0p4,volatility_structure,low_vol_wick_reversal,2.0,,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-100.0,-100.0,-100.0,-99.99999947309487,-100.0,41,-99.43866004755893,892,66328,156486.0,156.486,-100.0,1,0.4,192.0,,50.0
volatility_structure_high_vol_body_momentum_lev4p0_natr_window14_natr_min_bps50_body_bps5,volatility_structure,high_vol_body_momentum,4.0,5.0,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999681786474,-99.99999999999957,-99.99999723001277,-99.99651097768644,-99.99999999999957,41,-99.48537431387304,20,11879,75280.0,75.28,-100.0,1,,14.0,50.0,
body_structure_body_momentum_lev2p0_body_bps10_min_range_bps25,body_structure,body_momentum,2.0,10.0,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.9999999999992,-100.0,-100.0,-99.99999757284985,-100.0,41,-99.5085768596905,626,53170,134748.0,134.748,-100.0,1,,,,
body_structure_body_reversal_lev2p0_body_bps5_min_range_bps25,body_structure,body_reversal,2.0,5.0,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999999999999,-100.0,-100.0,-99.99999630113523,-100.0,41,-99.51519960518223,659,54486,146828.0,146.828,-100.0,1,,,,
body_structure_body_momentum_lev4p0_body_bps20_min_range_bps50,body_structure,body_momentum,4.0,20.0,50.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.9999999775515,-100.0,-99.99999999526108,-99.9998585666562,-100.0,41,-99.5410455691269,129,20849,95808.0,95.808,-100.0,1,,,,
body_structure_body_reversal_lev2p0_body_bps10_min_range_bps0,body_structure,body_reversal,2.0,10.0,0.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-100.0,-100.0,-100.0,-99.99999988259422,-100.0,41,-99.54996132590692,1159,69529,178842.0,178.842,-100.0,1,,,,
body_structure_body_reversal_lev4p0_body_bps10_min_range_bps50,body_structure,body_reversal,4.0,10.0,50.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999999754505,-100.0,-99.99999999984648,-99.99977470599157,-100.0,41,-99.56774308008582,129,22343,106344.0,106.34400000000001,-100.0,1,,,,
range_structure_range_reversal_lev2p0_min_range_bps25,range_structure,range_reversal,2.0,,25.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-100.0,-100.0,-100.0,-99.99999849889778,-100.0,41,-99.58453283317374,694,53306,153312.0,153.312,-100.0,1,,,,
wick_structure_wick_reversal_lev2p0_wick_ratio0p4_min_range_bps0,wick_structure,wick_reversal,2.0,,0.0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-100.0,-100.0,-100.0,-99.99999996001411,-100.0,41,-99.60009670410179,1650,73947,174470.0,174.47,-100.0,1,0.4,,,
volatility_structure_high_vol_body_reversal_lev2p0_natr_window14_natr_min_bps25_body_bps5,volatility_structure,high_vol_body_reversal,2.0,5.0,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99999999999994,-100.0,-99.99999999999999,-99.99999417096484,-100.0,41,-99.60635638736238,455,46618,142804.0,142.804,-100.0,1,,14.0,25.0,
volatility_structure_high_vol_body_momentum_lev4p0_natr_window60_natr_min_bps50_body_bps5,volatility_structure,high_vol_body_momentum,4.0,5.0,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-100.0,-99.99861645709329,-99.9999999998766,-99.99978750781159,-99.92306906111232,-99.9999999998766,41,-99.61663328204997,0,8694,56216.0,56.216,-100.0,1,,60.0,50.0,
