event_index,decision_index,confirm_bars,event_timestamp,decision_timestamp,month,label,action,btc_target,hype_target,hold_bars,trade_log_return,trade_return_pct,trade_max_drawdown_pct,ret16_HYPEUSDT,ret96_HYPEUSDT,ret384_HYPEUSDT,ret16_BTCUSDT,ret96_BTCUSDT,ret384_BTCUSDT,rel_ret16,rel_ret96,resid_z16,shock_sign,trend_align,btc_align,funding_rate_BTCUSDT,funding_rate_HYPEUSDT,funding_diff,funding_abs_hype,funding_abs_diff,funding_chg32_BTCUSDT,funding_chg32_HYPEUSDT,premium_close_BTCUSDT,premium_close_HYPEUSDT,premium_diff,premium_abs_hype,premium_chg16_BTCUSDT,premium_chg16_HYPEUSDT,premium_chg96_BTCUSDT,premium_chg96_HYPEUSDT,btc_lead_score,lead_direction_score,taker_imb16_BTCUSDT,taker_imb16_HYPEUSDT,taker_imb96_BTCUSDT,taker_imb96_HYPEUSDT,taker_diff16,vol_z16_BTCUSDT,vol_z16_HYPEUSDT,vol_z96_BTCUSDT,vol_z96_HYPEUSDT,vol_diff16,trades_z16_BTCUSDT,trades_z16_HYPEUSDT,confirm_ret_BTCUSDT,confirm_ret_HYPEUSDT,confirm_rel_ret,confirm_taker_imb_BTCUSDT,confirm_taker_imb_HYPEUSDT,month_num,day_num,hour_float,event_index_frac
8092,8094,2,2025-08-22 23:00:00+00:00,2025-08-22 23:30:00+00:00,2025-08,hype_reversal|0.000|-2.000|32,hype_reversal,0.0,-2.0,32,0.07341456073833268,7.61765850109597,-4.6457780857754205,0.025630153470251466,0.11699189637461241,0.05269899407028908,0.0017105258875809725,0.04039325150540542,0.005955346624814715,0.023919627582670494,0.07659864486920699,1.5662964216601323,1.0,1.0,1.0,7.757e-05,0.0001197,4.212999999999999e-05,0.0001197,4.212999999999999e-05,0.0,0.0,-0.00034623,0.00077027,0.0011164999999999999,0.00077027,7.740000000000004e-06,-3.382000000000005e-05,0.00020116000000000003,0.00077027,2.8589189246857253e-05,-5.193842617112577e-05,0.041633787947801704,0.0007471401185421556,-0.00016447299201938215,-0.003437580038705701,-0.04088664782925955,-0.5018494841951235,-0.06110137569333744,1.2521832720554171,0.5931651081917043,0.4407481085017861,-0.5544555130799547,-0.3501552726983012,0.0018374114892360722,0.007347863463886589,0.005510451974650517,0.1707467965465762,-0.009279000182821295,8.0,22.0,23.5,0.23015895583928114
8262,8264,2,2025-08-24 17:30:00+00:00,2025-08-24 18:00:00+00:00,2025-08,btc_momentum|-2.000|0.000|64,btc_momentum,-2.0,0.0,64,0.05087194323979382,5.218814485070733,-2.6202827188925637,0.03547017944830779,0.025238984925126037,0.07359123125738083,0.0030292128098333257,-0.0033928056231911944,0.00972331765632243,0.03244096663847446,0.028631790548317233,2.1487212296447473,1.0,1.0,-1.0,9.711e-05,0.00018978,9.266999999999999e-05,0.00018978,9.266999999999999e-05,0.0,0.0,3.809e-05,0.0017115,0.00167341,0.0017115,0.00044966,0.00161754,0.00035499,0.0006980199999999999,-1.1487814534349066e-05,-3.101225165617209e-05,0.015726547578911454,-0.0030104631122852554,-0.009917685771932028,-0.0248166827484278,-0.01873701069119671,-0.09469609843783489,0.24098812773251113,-1.5754704576513978,-1.4344923810407533,0.335684226170346,-0.0722293839143178,-0.10598921854211166,0.0017893563834598914,0.006985253659920363,0.005195897276460471,0.1118101282765549,0.011462119889333322,8.0,24.0,18.0,0.23499303324139106
8335,8337,2,2025-08-25 11:45:00+00:00,2025-08-25 12:15:00+00:00,2025-08,hype_reversal|0.000|-2.000|32,hype_reversal,0.0,-2.0,32,0.07918661507385308,8.240629655495745,-4.20035629226978,0.01947841686899301,0.04871597485135045,0.11389008405148483,0.00034667215239577245,-0.026588649942171576,-0.013674722757681512,0.01913174471659724,0.07530462479352203,1.2345902528316661,1.0,1.0,-1.0,0.0001,0.0001238,2.3799999999999996e-05,0.0001238,2.3799999999999996e-05,0.0,-0.00012169000000000001,-0.00028676,0.00048932,0.00077608,0.00048932,0.00016032999999999998,8.030000000000016e-06,-0.00013771,-0.00058374,2.1372437268796006e-06,-3.312321314163123e-05,0.003629103261625688,-0.026677800825468,-0.02840440398413757,-0.018432064403330672,-0.03030690408709369,0.4630141662506355,1.523641857150908,1.0948038337434394,1.4630366309907603,1.0606276909002725,0.5320332177447397,1.2133715102787608,0.004204894187164352,0.0036945989449268515,-0.0005102952422375009,0.08357518139217557,-0.04807466201409044,8.0,25.0,12.25,0.23706884294935593
8370,8372,2,2025-08-25 20:30:00+00:00,2025-08-25 21:00:00+00:00,2025-08,hype_reversal|0.000|2.000|96,hype_reversal,0.0,2.0,96,0.268797908592372,30.8390699808464,-4.292363830461898,-0.07091641139237823,-0.06335398563599513,0.03710938925130289,-0.027114683120064965,-0.028403348818599926,-0.027326315992953116,-0.04380172827231326,-0.03495063681739521,-2.8021212982621884,-1.0,-1.0,1.0,0.0001,0.0001238,2.3799999999999996e-05,0.0001238,2.3799999999999996e-05,0.0,0.0,-0.00040259,0.00063798,0.00104057,0.00063798,0.00014167,0.00027721,0.00013429000000000002,0.00063798,0.00036405308881177665,0.00036405308881177665,-0.05351649000348613,-0.031306525256692974,-0.030294713075934676,-0.028711603123102947,0.022209964746793154,1.951163071981916,1.6059639604593101,1.2921870781186418,1.6020250367672713,-0.34519911152260585,2.02506978307915,1.44969311978289,-0.004039746330385501,-0.027901905961516586,-0.023862159631131086,0.002572600190464569,-0.09201713421750629,8.0,25.0,21.0,0.2380640941792021
8469,8471,2,2025-08-26 21:15:00+00:00,2025-08-26 21:45:00+00:00,2025-08,hype_reversal|0.000|-2.000|96,hype_reversal,0.0,-2.0,96,0.054865834146685756,5.639887251105713,-10.05208810014987,0.03612554254772384,0.14257318472955655,0.09884425749136007,0.014270585861288468,0.01527609348845023,-0.0476929995075643,0.021854956686435376,0.12729709124110633,1.3479878006860166,1.0,1.0,1.0,0.0001,5e-05,-5e-05,5e-05,5e-05,6.1000000000000005e-05,0.0,-0.00037658,-0.00032348,5.309999999999999e-05,0.00032348,-0.00010836,-0.0012346,9.356000000000002e-05,0.00030493999999999996,-5.394780056276777e-06,-5.394780056276777e-06,0.005116857905414829,0.05888805790563312,-0.004570932342912781,0.01216800974323573,0.05377120000021829,0.181403588358366,1.4773388385839272,0.2693188592126245,1.1236571528445274,1.2959352502255612,0.232641991951977,1.5404068998990157,0.0027869802219084366,0.008088159846073128,0.005301179624164691,0.09119294527022626,0.09744249456277654,8.0,26.0,21.75,0.24087923337219552
8568,8570,2,2025-08-27 22:00:00+00:00,2025-08-27 22:30:00+00:00,2025-08,hype_momentum|0.000|-2.000|96,hype_momentum,0.0,-2.0,96,0.09016462129264743,9.435442291714358,-8.03607479641597,-0.04251363611100641,-0.010582766800441595,0.0739558383974302,-0.005634719251916093,3.406748769654395e-05,-0.03226589966803218,-0.03687891685909032,-0.010616834288138139,-2.25001939080744,-1.0,-1.0,-1.0,5.503e-05,0.00021183,0.00015680000000000002,0.00021183,0.00015680000000000002,0.0,0.0,-0.00026216,0.00041138,0.00067354,0.00041138,0.00019599,-0.00036027000000000005,0.00025688999999999996,0.00013487,1.3181131858091892e-05,1.3181131858091892e-05,0.005200356101710546,-0.03191204872576947,-0.0037259299409306834,-0.0133683589368232,-0.03711240482748002,0.798383128829999,2.050541274911455,-0.11868225362656594,2.1858852075880386,1.252158146081456,0.7818899741196738,1.775891923788147,0.003843489826616852,0.004611813142613913,0.000768323315997061,0.15747536419148878,0.051430119508172334,8.0,27.0,22.5,0.24369437256518894
8708,8710,2,2025-08-29 09:00:00+00:00,2025-08-29 09:30:00+00:00,2025-08,hype_momentum|0.000|-2.000|96,hype_momentum,0.0,-2.0,96,0.035781426047957345,3.6429285286738944,-5.970880786183342,-0.029880861988493334,-0.0796934464616987,-0.021405768609956348,-0.012492285846102166,-0.027757099657347385,-0.016636874505832545,-0.017388576142391168,-0.05193634680435131,-1.05151474605942,-1.0,1.0,1.0,5.856e-05,5e-05,-8.56e-06,5e-05,8.56e-06,1.595e-05,0.0,-0.00048543,-6.229e-05,0.00042314,6.229e-05,-0.00014062000000000005,-3.279e-05,-5.369000000000001e-05,-0.00069771,-4.256571782132373e-06,-4.256571782132373e-06,-0.02166759499128268,-0.04168471780187,-0.023345059185531092,-0.03533811265942549,-0.020017122810587318,1.0522690887562522,1.5023161872478306,-0.23331169896810763,1.0467430736908985,0.4500470984915783,1.132128127333942,0.8427215070532651,0.002293001606669989,0.011402476695833049,0.009109475089163061,0.11307863773035465,0.12447768000718085,8.0,29.0,9.5,0.2476753774845736
9646,9648,2,2025-09-08 03:30:00+00:00,2025-09-08 04:00:00+00:00,2025-09,hype_momentum|0.000|2.000|96,hype_momentum,0.0,2.0,96,0.125452258957452,13.36610455083731,-6.758501138052974,0.03221973956991723,0.037435902303257516,0.06419588406225832,-0.0003575483032256225,0.004811849535638272,-0.0017334115278648105,0.03257728787314285,0.03262405276761925,2.1310891503013383,1.0,1.0,1.0,6.969e-05,5e-05,-1.9690000000000003e-05,5e-05,1.9690000000000003e-05,0.0,0.0,-0.00037324,0.000812,0.00118524,0.000812,0.00022355999999999998,0.00045766,2.6599999999999996e-05,0.00045104,-2.983118780056759e-05,2.983118780056759e-05,0.004434907377164676,0.0006516400300302649,0.015148486210528334,-0.010626726226782013,-0.0037832673471344114,-0.32252772452057016,0.32264549516581487,-1.6081244920092612,-1.2027253654033339,0.6451732196863851,-0.12613312771531818,-0.16020655459810715,-0.0008373807221854542,-0.004984063398545339,-0.004146682676359884,-0.018351870542945514,-0.08085121553294994,9.0,8.0,4.0,0.2743481104444508
9745,9747,2,2025-09-09 04:15:00+00:00,2025-09-09 04:45:00+00:00,2025-09,hype_momentum|0.000|2.000|16,hype_momentum,0.0,2.0,16,0.046194715059272334,4.727831196358334,-2.8199887176518668,0.03960285816726505,0.0844814774263352,0.15415695979447686,0.003417158337874779,0.009377650989143138,0.005221686829575291,0.036185699829390267,0.07510382643719206,2.351573684539552,1.0,1.0,1.0,3.799e-05,0.00016144,0.00012345,0.00016144,0.00012345,-3.5119999999999996e-05,-0.0001334,-0.00038626,0.00061782,0.00100408,0.00061782,9.733000000000002e-05,0.00057291,-1.0499999999999984e-05,0.00022726000000000007,6.895624369942052e-05,6.895624369942052e-05,0.04228160003163872,0.0390740104903845,0.0032574772153398657,0.0024814655630774896,-0.003207589541254219,0.106461058814744,1.1412775128513135,-0.24115259076895318,1.2147630124697009,1.0348164540365694,-0.028704536403501842,0.8057270008449257,0.0006932217309601284,0.009578689827746121,0.008885468096785993,-0.0167808334177329,0.06928428434886524,9.0,9.0,4.75,0.2771632496374442
9788,9790,2,2025-09-09 15:00:00+00:00,2025-09-09 15:30:00+00:00,2025-09,hype_reversal|0.000|2.000|96,hype_reversal,0.0,2.0,96,0.10631092178207156,11.21676198925099,-4.592575920361741,-0.037339774575747456,0.015195340486089394,0.10697150220857883,-0.01599832098528441,-0.016142229267987352,-0.001610948300157065,-0.021341453590463046,0.03133756975407675,-1.3603423461511943,-1.0,-1.0,1.0,0.0001,0.00053741,0.00043741,0.00053741,0.00043741,6.201000000000001e-05,0.00037597,-0.00034627,0.00120008,0.0015463500000000002,0.00120008,-2.921e-05,0.00015138,0.00022039,0.0005607100000000001,9.049834582262883e-05,9.049834582262883e-05,-0.046364031885056,-0.03149340421633695,-0.011868077835270219,0.004494019309194908,0.01487062766871905,1.5527165928695976,2.2969603721781806,0.24466277574981068,1.7038374317432763,0.744243779308583,1.3716415087311622,1.978180205813021,-0.005121497938432131,-0.01003502561056588,-0.00491352767213375,-0.05846577023955507,-0.019497125881853483,9.0,9.0,15.5,0.2783859868626838
9965,9967,2,2025-09-11 11:15:00+00:00,2025-09-11 11:45:00+00:00,2025-09,hype_reversal|0.000|2.000|64,hype_reversal,0.0,2.0,64,0.10453701685737368,11.019648909069746,-3.353616196906295,-0.031767938945195466,-0.017001140204151215,0.12722633049393292,-0.000693856938051427,0.014980788706091161,0.024079980452192406,-0.031074082007144038,-0.031981928910242374,-1.9823982604217094,-1.0,-1.0,-1.0,4.283e-05,5e-05,7.170000000000001e-06,5e-05,7.170000000000001e-06,-1.56e-05,0.0,-0.00031364,0.00046944,0.00078308,0.00046944,7.879999999999996e-05,0.00053835,-2.8899999999999998e-05,-0.0007218999999999999,1.4138998536637054e-05,-1.9262047045317728e-05,-0.03488811687613613,-0.045745207886878525,0.003983799387673126,-0.01985035750375752,-0.010857091010742392,-0.6945488670203595,1.5496109006171241,0.2858568600713993,0.9486899009599988,2.2441597676374836,-1.0305847983880765,1.054105436329083,0.0007979602839061657,-0.0009697332128934932,-0.001767693496799659,0.006679809658557412,0.023476098961901615,9.0,11.0,11.75,0.2834191145107629
10180,10182,2,2025-09-13 17:00:00+00:00,2025-09-13 17:30:00+00:00,2025-09,hype_reversal|0.000|2.000|32,hype_reversal,0.0,2.0,32,0.010749195097521449,1.0807175255594936,-2.278777077325145,-0.02476571467746865,-0.022427367411800576,0.03710437825133308,-0.0027735502378894886,-0.003055058675934645,0.038940951099178764,-0.02199216443957916,-0.019372308735865932,-1.4512862214635587,-1.0,-1.0,1.0,3.137e-05,5e-05,1.8630000000000003e-05,5e-05,1.8630000000000003e-05,-1.1460000000000002e-05,0.0,-0.00046513,-0.00042558,3.955000000000001e-05,0.00042558,5.853999999999994e-05,-0.00042558,8.763e-05,-0.00026157000000000003,3.711724247674512e-05,4.255368283565473e-05,-0.0321532724981774,-0.05276580356572169,-0.01635227731117106,-0.033177087685700546,-0.020612531067544293,0.252283694046341,1.2023117131454448,-0.8567525321079181,0.3431645427372833,0.9500280190991038,0.18614448604545247,0.7635672618168767,0.0024938468873772807,0.0018292911112187367,-0.000664555776158544,0.15663015745088515,-0.010285396835441885,9.0,13.0,17.5,0.2895328006369608
10583,10585,2,2025-09-17 21:45:00+00:00,2025-09-17 22:15:00+00:00,2025-09,hype_momentum|0.000|2.000|16,hype_momentum,0.0,2.0,16,0.04273376529378683,4.365999934622766,-2.913914799456474,0.028632974477492093,0.05084761316011175,0.04706181821695753,0.002089774871030761,-0.005497825969563532,0.0032334583033117575,0.026543199606461333,0.05634543912967528,1.872355077370233,1.0,1.0,-1.0,8.441e-05,5e-05,-3.441e-05,5e-05,3.441e-05,0.0,0.0,-0.00037272,6.829e-05,0.00044101,6.829e-05,-0.00010401999999999997,6.829e-05,0.00013591999999999999,-0.00024476,-2.0414255902063376e-05,-2.3317889745227463e-05,-0.021251050048382514,0.01424283745733057,0.003006448583916632,0.010219025347978028,0.035493887505713084,1.2782659726659191,1.2263617233524846,0.8527523557090919,0.47687428246967023,-0.051904249313434514,1.5859429215347634,1.0393277409917574,0.0015136813554676482,0.0034709474762611558,0.0019572661207935076,0.02738092149443483,0.09586177977638544,9.0,17.0,22.25,0.30099240765490376
10704,10706,2,2025-09-19 04:00:00+00:00,2025-09-19 04:30:00+00:00,2025-09,hype_momentum|0.000|-2.000|64,hype_momentum,0.0,-2.0,64,0.03947193786882015,4.0261306526114815,-3.9697206425337694,-0.019909130330592856,-0.019721376969682795,0.05287244335101426,-0.003371311049697759,-0.0037283505907196694,0.007824397932611598,-0.016537819280895098,-0.015993026378963125,-1.177558430887042,-1.0,-1.0,1.0,-2.31e-06,0.0002747,0.00027701,0.0002747,0.00027701,-4.439e-05,0.00014866,-0.000558,0.00118014,0.00173814,0.00118014,-9.338e-05,-0.0004806099999999998,-5.3390000000000056e-05,0.0006336500000000001,4.1952239945608744e-07,1.647789995379715e-06,-0.03794477897933596,-0.04553736977759637,-0.021933422455330753,-0.0024121380076015386,-0.007592590798260412,-0.4816955224226486,0.31783633118791044,-0.5780838351732965,0.20948119346125837,0.7995318536105591,-0.25911095511690824,0.28917195604374035,0.00195679367511802,0.006252312583635639,0.004295518908517619,0.030069222100018722,0.025629151239883408,9.0,19.0,4.5,0.30443313333522903
