variant_id,month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct
lock_after_10_orders,2025-01,0.06586270102717974,0.9999000049998333,1.0680800608031016,-0.1755076110748066,50.2,12,6.808006080310158,-17.55076110748066
lock_after_10_orders,2025-02,0.1025146992509897,1.0679732581372436,1.1833831355077296,-0.06766700206675302,20.3,13,10.795358787798182,-6.766700206675303
lock_after_10_orders,2025-03,0.34854514671692954,1.1829425129969353,1.6768592454935607,-0.28832514363126094,65.9,11,41.7004514581075,-28.832514363126094
lock_after_10_orders,2025-04,0.06632843698207498,1.676691567953028,1.7918542615351654,-0.2940311707059141,80.0,16,6.857761994672207,-29.40311707059141
lock_after_10_orders,2025-05,0.16267498321787036,1.7916750850679846,2.108392833974098,-0.17783438264389462,48.0,12,17.665419517307136,-17.78343826438946
lock_after_10_orders,2025-06,0.08989159239832537,2.1081820052323135,2.3066991416061873,-0.1815275883768276,48.0,12,9.405567332454945,-18.152758837682757
lock_after_10_orders,2025-07,0.05425857473835014,2.306468483225138,2.435315055316244,-0.07525493122970284,32.4,14,5.575755909827906,-7.525493122970284
lock_after_10_orders,2025-08,0.09101474132181223,2.4350715359868818,2.6673644183146523,-0.09722674102696938,32.2,12,9.528515109034807,-9.722674102696939
lock_after_10_orders,2025-09,0.05976242129193255,2.6670976952091987,2.8316322068796227,-0.10192151979435926,32.2,12,6.1584306755040785,-10.192151979435927
lock_after_10_orders,2025-10,0.11288325522375074,2.831349057816624,3.170015736806747,-0.16468621952538975,51.9,16,11.950122939871921,-16.468621952538975
lock_after_10_orders,2025-11,0.20004930992724415,3.169698751082617,3.8720568904831394,-0.10856216691394205,36.2,14,22.146298692623635,-10.856216691394206
lock_after_10_orders,2025-12,0.17030175358101537,3.8716697041537302,4.5909529443752515,-0.11251118499351631,32.2,12,18.56625752733738,-11.25111849935163
lock_after_10_orders,2026-01,0.10944515013232718,4.590493872034814,5.121937399464853,-0.2098909446623689,68.3,13,11.565887551519282,-20.989094466236892
lock_after_10_orders,2026-02,0.2593753564052713,5.077782216912411,6.638646631886325,-0.2442711463198597,60.1,11,29.612022055949573,-24.42711463198597
lock_after_10_orders,2026-03,0.21158692714390342,6.637982800415264,8.202959873797742,-0.2925249695229706,36.0,12,23.563737138798956,-29.252496952297058
lock_after_10_orders,2026-04,0.18975958475467902,8.202139618823793,9.917041432416731,-0.1122949787301546,36.0,12,20.895891056278117,-11.22949787301546
lock_after_10_orders,2026-05,0.13330054833545787,9.91604977785704,11.331145604859818,-0.0950269055650087,32.2,12,14.259335126106066,-9.50269055650087
