month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct,scenario_id,candidate,miss_rate,seed
2025-12,0.17030175358101537,3.833638536959797,4.545856303300808,-0.11251118499351642,32.2,12,18.56625752733738,-11.251118499351643,2C_miss0.02_seed1,2C,0.02,1
2026-01,0.1238838054732591,4.545401740399003,5.1453835824721965,-0.20989094466236902,68.3,13,13.188434459225352,-20.989094466236903,2C_miss0.02_seed1,2C,0.02,1
2026-02,0.26147883622951384,5.101026275135692,6.6830786501764425,-0.24427114631985958,60.1,11,29.88494527293184,-24.42711463198596,2C_miss0.02_seed1,2C,0.02,1
2026-03,0.21158692714390342,6.682410375725704,8.257861736083216,-0.2925249695229706,36.0,12,23.563737138798956,-29.252496952297058,2C_miss0.02_seed1,2C,0.02,1
2026-04,0.18975958475467902,8.257035991197538,9.983415528033245,-0.11229497873015337,36.0,12,20.895891056278117,-11.229497873015337,2C_miss0.02_seed1,2C,0.02,1
2026-05,0.13330054833545787,9.982417236395854,11.406984205207214,-0.0950269055650087,32.2,12,14.259335126106066,-9.50269055650087,2C_miss0.02_seed1,2C,0.02,1
2026-06,0.38571308156925127,11.40584356381971,16.775825620367364,-0.2113058144879908,54.7,12,47.066265005515675,-21.13058144879908,2C_miss0.02_seed1,2C,0.02,1
2025-01,0.06586270102717974,0.9999000049998333,1.0680800608031016,-0.1755076110748066,50.2,12,6.808006080310158,-17.55076110748066,2C_miss0.02_seed2,2C,0.02,2
2025-02,0.1025146992509897,1.0679732581372436,1.1833831355077296,-0.06766700206675302,20.3,13,10.795358787798182,-6.766700206675303,2C_miss0.02_seed2,2C,0.02,2
2025-03,0.34854514671692954,1.1829425129969353,1.6768592454935607,-0.28832514363126094,65.9,11,41.7004514581075,-28.832514363126094,2C_miss0.02_seed2,2C,0.02,2
2025-04,0.06632843698207498,1.676691567953028,1.7918542615351654,-0.2940311707059141,80.0,16,6.857761994672207,-29.40311707059141,2C_miss0.02_seed2,2C,0.02,2
2025-05,0.15859831815397674,1.7916750850679846,2.09981511868256,-0.17783438264389462,48.0,12,17.186713437484038,-17.78343826438946,2C_miss0.02_seed2,2C,0.02,2
