selector_id,family_filter,selection_mode,selected_candidate_count,hard_pass_original_2025_2026_ytd,hard_pass_complete_years,non_positive_months,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_complete_year_return_pct,min_target_year_return_pct,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,worst_selected_month_drawdown_pct
all_multisymbol,all,hard_guard,2,False,False,"['2023-02', '2023-04', '2023-05', '2023-09', '2023-11', '2023-12', '2024-01', '2024-03', '2024-07', '2024-08', '2024-12', '2025-03', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-12', '2026-02', '2026-03']",-53.463380067729815,17.716143990946165,-21.17118110015185,-46.85449828776225,-5.635796641849334,-46.85449828776225,-46.85449828776225,21,-21.885143243867276,1,1176,1179.0,1.179,-69.49259267228072
single_symbol_only,single_symbol,hard_guard,2,False,False,"['2023-02', '2023-04', '2023-05', '2023-09', '2023-11', '2023-12', '2024-01', '2024-03', '2024-07', '2024-08', '2024-12', '2025-03', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-12', '2026-02', '2026-03']",-53.463380067729815,17.716143990946165,-21.17118110015185,-46.85449828776225,-5.635796641849334,-46.85449828776225,-46.85449828776225,21,-21.885143243867276,1,1176,1179.0,1.179,-69.49259267228072
return_first_all,all,return_first,3,False,False,"['2023-01', '2023-02', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2024-01', '2024-02', '2024-04', '2024-08', '2024-09', '2025-03', '2025-06', '2025-07', '2025-09', '2025-10', '2025-12', '2026-02', '2026-03', '2026-04', '2026-05']",-99.70963968464768,-95.49621869633359,-48.58789088728639,-45.07977029374825,-77.16704082841514,-95.49621869633359,-77.16704082841514,23,-77.55722706058098,2,984,4004.0,4.0040000000000004,-99.82490156738444
cross_section_only,cross_section,hard_guard,1,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-06', '2023-07', '2023-08', '2023-11', '2023-12', '2024-01', '2024-03', '2024-04', '2024-05', '2024-06', '2024-08', '2024-09', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-96.59731425704081,-56.04005593687894,-64.81514950228512,-67.49143406276232,-32.32766084123846,-67.49143406276232,-67.49143406276232,34,-24.14668361924005,20,6760,3380.0,3.3800000000000003,-96.6807542374732
min10_return_first_all,all,min10_return_first,4,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-12', '2025-01', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-99.4991293141424,-78.45085496935347,-81.00735796043462,-78.97935112455536,-41.78109005032095,-81.00735796043462,-78.97935112455536,34,-42.254634277125405,52,4982,4810.0,4.81,-99.56193743366889
