oracle_id,family_filter,leaky_oracle,requires_monthly_orders_ge_10_at_selection,months_without_order_floor_candidate,hard_pass_original_2025_2026_ytd,hard_pass_complete_years,non_positive_months,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_complete_year_return_pct,min_target_year_return_pct,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,worst_selected_month_drawdown_pct,selected_candidate_count
monthly_oracle_best_return_order10,all,True,True,0,True,True,[],6.472833367869371e+19,5474067.323343798,148266201.79221553,17665719.090884987,4414.400915247049,5474067.323343798,4414.400915247049,0,25.642113970043635,14,4312,19136.0,19.136,-100.0,32
single_symbol_oracle_order10,single_symbol,True,True,0,True,True,[],6.1420394207695e+19,5194310.173258174,148266201.79221553,17665719.090884987,4414.400915247049,5194310.173258174,4414.400915247049,0,21.768032987995035,12,4290,19116.0,19.116,-100.0,31
monthly_oracle_best_return,all,True,False,0,False,False,[],2.1212164421750345e+20,7084691.454486911,324838323.4700514,18611163.652073976,4852.387949925721,7084691.454486911,4852.387949925721,0,28.32613616891606,2,3517,15696.0,15.696,-100.0,31
cross_section_oracle_order10,cross_section,True,True,0,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-06', '2023-07', '2023-08', '2023-11', '2023-12', '2024-01', '2024-03', '2024-04', '2024-05', '2024-06', '2024-08', '2024-09', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",65.91062129173615,60.97590341467078,167.38602144618912,-51.88615397861077,-19.886714033343146,-51.88615397861077,-51.88615397861077,34,-14.109579179602715,20,6762,4248.0,4.247999999999999,-99.99999515690686,3
