symbol,month,url,ok,http_status,content_length,error,rows
ETHUSDT,2020-03,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-03.zip,True,200.0,133674.0,,2976
ETHUSDT,2020-04,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-04.zip,True,200.0,128736.0,,2880
ETHUSDT,2020-05,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-05.zip,True,200.0,132618.0,,2976
ETHUSDT,2020-06,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-06.zip,True,200.0,126296.0,,2880
ETHUSDT,2020-07,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-07.zip,True,200.0,131141.0,,2976
ETHUSDT,2020-08,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-08.zip,True,200.0,136505.0,,2976
ETHUSDT,2020-09,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-09.zip,True,200.0,132883.0,,2880
ETHUSDT,2020-10,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-10.zip,True,200.0,134372.0,,2976
ETHUSDT,2020-11,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-11.zip,True,200.0,135543.0,,2880
ETHUSDT,2020-12,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2020-12.zip,True,200.0,140403.0,,2976
ETHUSDT,2021-01,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-01.zip,True,200.0,147930.0,,2976
ETHUSDT,2021-02,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-02.zip,True,200.0,132702.0,,2688
ETHUSDT,2021-03,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-03.zip,True,200.0,145442.0,,2976
ETHUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-04.zip,True,200.0,142562.0,,2880
ETHUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-05.zip,True,200.0,151239.0,,2976
ETHUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-06.zip,True,200.0,144396.0,,2880
ETHUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-07.zip,True,200.0,147576.0,,2976
ETHUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-08.zip,True,200.0,148269.0,,2976
ETHUSDT,2021-09,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-09.zip,True,200.0,143558.0,,2880
ETHUSDT,2021-10,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-10.zip,True,200.0,147264.0,,2976
ETHUSDT,2021-11,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-11.zip,True,200.0,142393.0,,2880
ETHUSDT,2021-12,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2021-12.zip,True,200.0,147346.0,,2976
ETHUSDT,2022-01,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2022-01.zip,True,200.0,146670.0,,2976
ETHUSDT,2022-02,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2022-02.zip,True,200.0,133502.0,,2688
ETHUSDT,2022-03,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2022-03.zip,True,200.0,145963.0,,2976
ETHUSDT,2022-04,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2022-04.zip,True,200.0,140578.0,,2880
ETHUSDT,2022-05,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2022-05.zip,True,200.0,146729.0,,2976
ETHUSDT,2022-06,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2022-06.zip,True,200.0,143420.0,,2880
