scenario_id,candidate,cost_per_side,extra_delay_bars,order_events,turnover,entry_cost_log,avg_next_1bar_target_log_return,avg_next_3bar_target_log_return,avg_next_8bar_target_log_return,bad_next_3bar_events,worst_next_3bar_target_log_return
1F_04pct_delay1_fail,1F,0.002,1,108,644.2,-1.2884,0.00028621241807816295,0.0016228320683783996,-0.002384310170741163,33,-0.08876488471243249
1F_04pct_delay2_fail,1F,0.002,2,111,660.4,-1.3208,-0.0015754128520545994,0.0012042414139223866,-0.003963271299795391,39,-0.08876488471243249
1F_base,1F,0.001,0,13,20.3,-0.0203,-0.0012200807001915127,-0.0018750144389410815,-0.0030771468866146526,5,-0.02562832556641581
1G_03pct_delay1_fail,1G,0.0015,1,99,536.2,-0.8043000000000001,0.0015145034307703414,0.00019862572583402455,-0.002214101513270682,33,-0.0920939956091722
1G_04pct_delay0_fail,1G,0.002,0,98,536.0,-1.072,0.0004490326149455041,0.0010703115582961966,-0.0027339233475875105,32,-0.07441603379135664
1G_base,1G,0.001,0,14,32.1,-0.032100000000000004,0.00031222761173016315,-0.000507978020174019,-0.0012214371466787149,5,-0.022424784870613834
