scenario_id,candidate,cost_per_side,round_trip_cost,extra_delay_bars,timestamp,date,guard_reason,trend_alignment,from_active_position,to_position,turnover,order_count,entry_cost_log,next_1bar_target_log_return,next_3bar_target_log_return,next_8bar_target_log_return,close,natr_30,trend_close_ema_gap_bps_60,trend_adx_30
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-06 18:30:00+00:00,2025-02-06,main,no_strong_trend,-0.1,-8.0,7.9,0,-0.0158,0.007500058948878063,-0.0036436695244788098,-0.03365112270130055,96364.4,0.4298480699038888,-282.9223008068027,14.083238218430663
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-07 10:15:00+00:00,2025-02-07,main,no_strong_trend,-8.0,8.0,16.0,2,-0.032,-0.007832731144972627,0.01613441511341307,0.02183850348978922,97382.8,0.3245392018550588,-300.0158757491178,14.633542011862112
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-07 15:00:00+00:00,2025-02-07,adverse_shock_cut,no_strong_trend,8.0,0.0,8.0,1,-0.016,0.0,-0.0,-0.0,98380.0,0.423837447480577,-190.86613103475256,14.69648999380685
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-07 15:15:00+00:00,2025-02-07,shock_cooldown_small,flat,0.0,0.1,0.1,1,-0.0002,0.00015417089021472208,-0.0006161076048435632,-0.0010891890942382077,98451.1,0.4434068332437917,-190.86613103475256,14.69648999380685
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-07 15:30:00+00:00,2025-02-07,main,no_strong_trend,0.1,8.0,7.9,0,-0.0158,-0.028113394718147333,-0.04784110940279618,-0.08777119206446571,98603.0,0.449047467768279,-190.86613103475256,14.69648999380685
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-07 20:15:00+00:00,2025-02-07,weak_new_order_small,no_strong_trend,8.0,-0.1,8.1,2,-0.0162,0.00018064049498498492,0.00018230786333575113,0.0003298758091620613,96133.9,0.5108304539906889,-266.37464280382164,14.122543218347587
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-07 20:30:00+00:00,2025-02-07,main,no_strong_trend,-0.1,-8.0,7.9,0,-0.0158,0.020275692087381003,0.01603934431332732,0.01338337111593546,95960.4,0.5104486120128613,-266.37464280382164,14.122543218347587
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-09 03:30:00+00:00,2025-02-09,weak_new_order_small,no_strong_trend,-8.0,0.1,8.1,2,-0.0162,0.0001513299265134549,-0.00011558051128446323,-9.301018374898718e-05,97131.3,0.2050469056889125,-244.4026729447657,13.676539880510928
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-09 03:45:00+00:00,2025-02-09,main,no_strong_trend,0.1,8.0,7.9,0,-0.0158,-0.019489501462217618,-0.014528225216849933,-0.0237114812110093,97278.4,0.2057214834967486,-244.4026729447657,13.676539880510928
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-09 19:45:00+00:00,2025-02-09,weak_new_order_small,no_strong_trend,8.0,-0.1,8.1,2,-0.0162,-0.00014061354985681618,-0.0004093207652788422,0.0009318220347299899,96011.4,0.2107574673597496,-216.4183205760395,13.129889899832614
1F_04pct_delay1_fail,1F,0.002,0.004,1,2025-02-09 20:00:00+00:00,2025-02-09,main,no_strong_trend,-0.1,-8.0,7.9,0,-0.0158,-0.02605934496635598,-0.010851067151989469,0.0643435999852926,96146.5,0.2099117719827735,-252.3098111762501,13.117839470291988
