timestamp,date,close,strategy_log_return,gross_log_return,cost_log_return,raw_log_return,active_position,position,turnover,order_count,base_side,trend_side,trend_alignment,weak_trend,guard_reason,natr_30,trend_close_ema_gap_bps_60,trend_adx_30,rsi14,scenario_id,candidate,cost_per_side,round_trip_cost,extra_delay_bars
2025-02-27 14:30:00+00:00,2025-02-27,85544.2,-0.08430369873098618,-0.06830369873098618,-0.016,-0.008537962341373273,8.0,0.0,8.0,1,1,0,no_strong_trend,False,adverse_shock_cut,0.5554425063428289,-752.0180261059472,29.339389166443524,39.12324860640783,1F_04pct_delay2_fail,1F,0.002,0.004,2
2025-02-27 10:45:00+00:00,2025-02-27,86980.0,-0.08236746638090506,-0.05036746638090506,-0.032,0.006295933297613132,-8.0,8.0,16.0,2,1,0,no_strong_trend,False,main,0.5153756245836801,-752.0180261059472,29.339389166443524,72.44396600668662,1F_04pct_delay2_fail,1F,0.002,0.004,2
2025-02-26 14:00:00+00:00,2025-02-26,86444.3,-0.0810439686112918,-0.0650439686112918,-0.016,-0.008130496076411475,8.0,0.0,8.0,1,1,0,no_strong_trend,False,adverse_shock_cut,0.4414037161921288,-630.719951552905,24.183163488746743,18.063311745410445,1F_04pct_delay2_fail,1F,0.002,0.004,2
2025-02-21 17:30:00+00:00,2025-02-21,97090.4,-0.08035651355856464,-0.06435651355856464,-0.016,-0.00804456419482058,8.0,0.0,8.0,1,1,0,no_strong_trend,True,adverse_shock_cut,0.3931605124532152,113.14982076660483,13.390266707377409,32.64307573337953,1F_04pct_delay2_fail,1F,0.002,0.004,2
2025-02-01 22:30:00+00:00,2025-02-01,100842.8,-0.01804628550677117,-0.01154628550677117,-0.006500000000000001,0.0016494693581101671,-7.0,-0.5,6.5,0,-1,0,no_strong_trend,True,main,0.2578497948871067,-145.27579805550417,6.552643218557702,30.700776254404843,1G_base,1G,0.001,0.002,0
2025-02-01 04:30:00+00:00,2025-02-01,102444.0,-0.017651380119916737,-0.017651380119916737,-0.0,0.002521625731416677,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2861988932856276,-104.21480128295356,7.109920698622609,49.50063731126647,1G_base,1G,0.001,0.002,0
2025-02-01 11:00:00+00:00,2025-02-01,101841.5,-0.016784392164360895,-0.016784392164360895,-0.0,0.0023977703091944136,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.231854074311037,-108.09787160823704,6.887792973476008,44.09561711170689,1G_base,1G,0.001,0.002,0
2025-02-01 17:00:00+00:00,2025-02-01,102076.5,-0.01486247502851512,-0.01486247502851512,-0.0,0.002123210718359303,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.211301801211414,-109.76121882112722,6.630922466470515,52.76891205394524,1G_base,1G,0.001,0.002,0
2025-02-01 00:30:00+00:00,2025-02-01,102401.8,-0.012246819977747236,-0.012246819977747236,-0.0,0.001749545711106748,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.3610160513297439,-90.54241224955462,7.327228214851086,45.8053424787662,1G_base,1G,0.001,0.002,0
2025-02-01 14:15:00+00:00,2025-02-01,102068.2,-0.009834647985645262,-0.009834647985645262,-0.0,0.0014049497122350374,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2125797343966008,-118.49983786950348,6.762073929781839,50.9709229007361,1G_base,1G,0.001,0.002,0
2025-02-01 21:00:00+00:00,2025-02-01,101434.7,-0.009612777505559222,-0.009612777505559222,-0.0,0.0013732539293656032,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2387348820647349,-145.27579805550417,6.552643218557702,39.19476102007168,1G_base,1G,0.001,0.002,0
2025-02-03 15:15:00+00:00,2025-02-03,98290.0,-0.009332346404883674,-0.008332346404883673,-0.001,0.016664692809767345,-0.5,0.5,1.0,2,1,0,no_strong_trend,False,main,0.751800222546868,-658.5275679532821,12.237427431398814,73.8542303721745,1G_base,1G,0.001,0.002,0
2025-02-01 10:00:00+00:00,2025-02-01,101773.3,-0.009243296856690009,-0.009243296856690009,-0.0,0.001320470979527144,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2338638481986894,-108.09787160823704,6.887792973476008,37.54442142847806,1G_base,1G,0.001,0.002,0
2025-02-01 05:15:00+00:00,2025-02-01,102433.5,-0.008821030971240873,-0.008821030971240873,-0.0,0.001260147281605839,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2734909882765522,-104.21480128295356,7.109920698622609,49.93632737989533,1G_base,1G,0.001,0.002,0
2025-02-01 17:45:00+00:00,2025-02-01,102219.0,-0.008153917102063701,-0.008153917102063701,-0.0,0.0011648453002948145,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2067098312032599,-109.76121882112722,6.630922466470515,57.27241530525222,1G_base,1G,0.001,0.002,0
2025-02-01 06:45:00+00:00,2025-02-01,102366.8,-0.007991524535635008,-0.007991524535635008,-0.0,0.0011416463622335726,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2529346083955939,-104.21480128295356,7.109920698622609,48.29768120231246,1G_base,1G,0.001,0.002,0
2025-02-01 02:00:00+00:00,2025-02-01,102631.9,-0.007554358917385429,-0.007554358917385429,-0.0,0.0010791941310550612,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.3312299512910297,-90.54241224955462,7.327228214851086,50.91455835049495,1G_base,1G,0.001,0.002,0
2025-02-01 19:45:00+00:00,2025-02-01,101620.1,-0.007264142492674708,-0.007264142492674708,-0.0,0.0010377346418106725,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2101781947848828,-109.76121882112722,6.630922466470515,37.34643932973746,1G_base,1G,0.001,0.002,0
2025-02-03 14:30:00+00:00,2025-02-03,96096.7,-0.00718534257348491,-0.00718534257348491,-0.0,0.01437068514696982,-0.5,-0.5,0.0,0,-1,0,no_strong_trend,False,main,0.7048147295121918,-658.5275679532821,12.237427431398814,60.86540021119075,1G_base,1G,0.001,0.002,0
2025-02-01 01:15:00+00:00,2025-02-01,102655.6,-0.007149875089464075,-0.007149875089464075,-0.0,0.0010214107270662964,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.3416757352513624,-90.54241224955462,7.327228214851086,51.626024167139946,1G_base,1G,0.001,0.002,0
2025-02-01 01:00:00+00:00,2025-02-01,102550.8,-0.00687021094069884,-0.00687021094069884,-0.0,0.00098145870581412,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.3483009961993248,-90.54241224955462,7.327228214851086,49.24512383640582,1G_base,1G,0.001,0.002,0
2025-02-06 09:45:00+00:00,2025-02-06,98566.4,-0.006766701502839562,0.00013329849716043897,-0.006900000000000001,0.0013329849716043896,0.1,7.0,6.9,0,1,0,no_strong_trend,True,main,0.3203501141701664,-206.94938433230448,14.048696177469484,66.96770155595829,1G_base,1G,0.001,0.002,0
2025-02-01 00:15:00+00:00,2025-02-01,102222.8,-0.006652612004434128,0.00024738799556587313,-0.006900000000000001,-0.002473879955658731,-0.1,-7.0,6.9,0,-1,0,no_strong_trend,True,main,0.3640664295257921,-90.54241224955462,7.327228214851086,41.608783228331305,1G_base,1G,0.001,0.002,0
2025-02-01 15:15:00+00:00,2025-02-01,101964.7,-0.006497418964205082,-0.006497418964205082,-0.0,0.0009282027091721545,-7.0,-7.0,0.0,0,-1,0,no_strong_trend,True,main,0.2149963003128108,-118.49983786950348,6.762073929781839,48.41242246341604,1G_base,1G,0.001,0.002,0
2025-02-12 13:30:00+00:00,2025-02-12,94462.4,-0.15737766172008666,-0.14687766172008665,-0.0105,-0.02098252310286952,7.0,0.0,7.0,1,1,0,no_strong_trend,True,adverse_shock_cut,0.3377158176663392,-174.21319948203617,14.021475340045846,27.71840116776319,1G_03pct_delay1_fail,1G,0.0015,0.003,1
2025-02-28 09:15:00+00:00,2025-02-28,80375.2,-0.12042331743982752,-0.10992331743982753,-0.0105,0.015703331062832504,-7.0,0.0,7.0,1,-1,-1,with_trend,False,adverse_shock_cut,0.9209416850594768,-1416.366562286271,34.172945663780965,53.55971875803424,1G_03pct_delay1_fail,1G,0.0015,0.003,1
2025-02-28 15:00:00+00:00,2025-02-28,83260.9,-0.11253977150966814,-0.10203977150966814,-0.0105,0.014577110215666877,-7.0,0.0,7.0,1,-1,-1,with_trend,False,adverse_shock_cut,0.8405099446883878,-1213.0373629977064,35.15696786935816,75.27159348510158,1G_03pct_delay1_fail,1G,0.0015,0.003,1
2025-02-07 15:00:00+00:00,2025-02-07,98380.0,-0.10188000648184707,-0.09138000648184708,-0.0105,-0.013054286640263868,7.0,0.0,7.0,1,1,0,no_strong_trend,True,adverse_shock_cut,0.423837447480577,-190.86613103475256,14.69648999380685,53.24977569900585,1G_03pct_delay1_fail,1G,0.0015,0.003,1
