cost_per_side,round_trip_cost,extra_delay_bars,hard_pass,return_2025_pct,return_2026_pct,min_required_year_return_pct,min_monthly_return_pct,losing_eval_months,min_monthly_orders,total_return_pct,max_drawdown_pct,exposure_pct,turnover,orders,strong_trend_reverse_active_bars,strong_trend_reverse_big_active_bars,weak_trend_order_events,weak_trend_big_order_events,adverse_shock_cut_events,guard_reason_counts
0.001,0.002,0,True,412.05570181711283,257.43541356723665,257.43541356723665,4.488453572042084,0,11,1730.268415484618,-29.403117070591435,30.478971962616825,887.9,256,1,1,95,0,1,"{'post_lock_flat': 35706, 'main': 12838, 'post_lock_runner': 1693, 'strong_conflict_small_trend': 1037, 'weak_new_order_small': 84, 'adverse_shock_cut': 1, 'shock_cooldown_small': 1}"
0.0015,0.003,0,True,373.7380733210096,197.05693383059946,197.05693383059946,3.1873775787282455,0,11,1307.271794995544,-31.421025582351103,30.903426791277262,935.5,258,1,1,96,0,1,"{'post_lock_flat': 35488, 'main': 13055, 'post_lock_runner': 1693, 'strong_conflict_small_trend': 1037, 'weak_new_order_small': 85, 'adverse_shock_cut': 1, 'shock_cooldown_small': 1}"
0.002,0.004,0,True,300.37959266864067,203.58863551802403,203.58863551802403,4.419706549261426,0,11,1115.5069422753506,-41.084754089150785,31.275311526479747,993.5,260,1,1,96,0,1,"{'post_lock_flat': 35297, 'main': 13246, 'post_lock_runner': 1693, 'strong_conflict_small_trend': 1037, 'weak_new_order_small': 85, 'adverse_shock_cut': 1, 'shock_cooldown_small': 1}"
0.001,0.002,1,True,370.67746761315084,282.46551693561054,282.46551693561054,7.787881524054163,0,11,1700.179009606084,-33.51202492292508,30.73792834890966,876.1,258,1,1,96,0,1,"{'post_lock_flat': 35573, 'main': 12971, 'post_lock_runner': 1691, 'strong_conflict_small_trend': 1038, 'weak_new_order_small': 85, 'adverse_shock_cut': 1, 'shock_cooldown_small': 1}"
0.0015,0.003,1,True,382.8990933112787,240.27105491372507,240.27105491372507,5.2058742203324515,0,11,1543.1658389790944,-35.41248632108414,30.759345794392523,912.1,258,1,1,96,0,1,"{'post_lock_flat': 35562, 'main': 12982, 'post_lock_runner': 1691, 'strong_conflict_small_trend': 1038, 'weak_new_order_small': 85, 'adverse_shock_cut': 1, 'shock_cooldown_small': 1}"
