variant_id,year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
first_5_orders_then_flat,2025,0.7698079794103025,115.93515740100564,12,3,-15.660628710328284,6,72,-24.362622397831878
first_5_orders_then_flat,2026,1.0391724369643158,182.68766274729583,6,1,-1.2263408515481466,6,36,-24.12433404402735
first_10_orders_then_flat,2025,1.105516852242873,202.0785365086632,12,2,-7.9112232724018465,12,144,-28.83933376524883
first_10_orders_then_flat,2026,1.283913620574793,261.0743188599718,6,0,11.641667137070666,12,72,-29.252496952297047
first_15_orders_then_flat,2025,1.0888862632177685,197.09633581024696,12,4,-19.22432927784946,16,192,-49.69668314402826
first_15_orders_then_flat,2026,0.3468585880920974,41.46166675835716,6,2,-11.327469754483111,16,96,-40.12032071805833
first_20_orders_then_flat,2025,0.8089591768163843,124.55695291008398,12,5,-37.0062581798977,20,254,-68.8827474384071
first_20_orders_then_flat,2026,1.0310313606623827,180.39562340796306,6,2,-26.200279994770924,19,125,-68.88476233475345
