year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2023,-0.24650505780330673,-21.84725912849037,12,2,-53.05356019578138,10,194,-62.14096831796978
2024,1.2922406427896038,264.09354587362,12,1,-0.15311344454396192,10,144,-46.14070449741187
2025,0.40528854158877253,49.973517360133776,12,2,-33.17460577157608,10,202,-42.27014060571113
2026,0.3641700490914,43.93189482284343,5,0,5.660331929297313,10,52,-16.576613007132856
