year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2023,-0.03317310877936028,-3.262891533389445,12,2,-40.123097001216514,10,172,-56.78958500873203
2024,2.33107808699115,928.9028023132605,12,1,-27.947872270027496,10,190,-42.576473822129536
2025,-1.7541290463374848,-82.69420979130078,12,5,-74.48575843122582,10,260,-93.68859937157514
2026,0.0559881916968874,5.758519537632378,5,1,-37.01101484054824,10,92,-85.67598679586412
