year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2023,-0.24797880710656894,-21.962351846160377,12,2,-39.595618471559334,10,194,-47.66651360373736
2024,0.8764370759497699,140.23251382089362,12,0,3.1718586364835266,10,144,-37.22436661224946
2025,-0.05423381857218192,-5.278939482401224,12,3,-27.396129137750293,10,198,-37.27816641033773
2026,-0.00346711274731179,-0.3461109252179573,5,1,-16.703101963304114,10,98,-26.28875247522141
