selector_id,method,exact_backtest,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_2025_2026_return_pct,annual_2025_2026_gt_100,annual_2025_2026_gt_50,annual_2025_2026_gt_30,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,max_drawdown_pct_proxy
static_oracle_best_min_2025_2026,leaky_oracle_fast_monthly_proxy,False,514.2268740784181,-21.84725912849037,264.09354587362,49.973517360133776,43.93189482284343,43.93189482284343,False,False,True,5,-53.05356019578138,10,592,2642.0,2.642,-62.14096831796978
monthly_oracle_best_return_min10,leaky_oracle_fast_monthly_proxy,False,23382751.108661175,2018.5952709240307,22543.88548263184,1692.6386394382653,171.89784326451027,171.89784326451027,True,True,True,1,-38.284753747488686,10,660,4407.0,4.407,-38.2847537474887
