year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2023,-0.2479788071065686,-21.962351846160345,12,2,-39.595618471559334,10,194,-58.38883094747598
2024,0.8764370759497705,140.2325138208937,12,0,3.1718586364835266,10,144,-46.973683502481
2025,-0.054233818572181486,-5.27893948240118,12,3,-27.396129137750293,10,198,-56.92003206653244
2026,-0.0034671127473116514,-0.3461109252179351,5,1,-16.703101963304114,10,98,-39.08508598275168
