month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct,candidate_id
2023-01,0.0968982068840267,1.0,1.1017482175286681,0.0,40.0,10,10.174821752866814,0.0,92
2023-02,0.0292003201085831,1.1017482175286681,1.1343939311995783,0.0,28.0,10,2.9630829577503626,0.0,92
2023-03,0.0229925404712361,1.1343939311995783,1.160778693567608,0.0,64.0,16,2.325890648950213,0.0,92
2023-04,0.0140928582607032,1.160778693567608,1.1772531969244535,0.0,128.0,32,1.4192630729817912,0.0,92
2023-05,0.0423951108984042,1.1772531969244535,1.2282360527555043,0.0,16.0,10,4.330661914042144,0.0,92
2023-06,0.0555720893505607,1.2282360527555043,1.298423876179368,0.0,22.0,10,5.714522323815485,0.0,92
2023-07,-0.3534892709069347,1.298423876179368,0.9117967779501093,-0.2977664731234879,104.0,26,-29.776647312348782,-29.776647312348793,92
2023-08,0.2100640681808699,0.9117967779501093,1.1249357503746917,-0.1336143989551145,64.0,16,23.37571019978366,-13.36143989551145,92
2023-09,-0.5041085418167554,1.1249357503746917,0.6795104826061557,-0.4766651360373736,128.0,32,-39.595618471559334,-47.66651360373736,92
2023-10,0.0251561233543658,0.6795104826061557,0.6968211539349964,-0.46333307118057376,16.0,10,2.5475208656750015,-46.33330711805738,92
2023-11,0.046469574387908,0.6968211539349964,0.7299662923074964,-0.4378058616301532,48.0,12,4.756620574063697,-43.78058616301532,92
2023-12,0.0667781137204635,0.7299662923074964,0.7803764815383962,-0.3989817224906046,16.0,10,6.9058242499866695,-39.89817224906046,92
2024-01,0.0435267418935883,0.7803764815383962,0.8150938123293802,-0.3722436661224946,16.0,10,4.448792552351644,-37.22436661224946,92
2024-02,0.0922295384828267,0.8150938123293802,0.8938453308891878,-0.311592040713745,34.0,10,9.661650888350026,-31.159204071374504,92
2024-03,0.0683140749928919,0.8938453308891878,0.9570415689556518,-0.2629205404233931,40.0,10,7.070153625303055,-26.29205404233931,92
2024-04,0.1982594217303762,0.9570415689556518,1.166900361929482,-0.10129474408380101,104.0,26,21.927866017652022,-10.129474408380101,92
2024-05,0.0578416099868235,1.166900361929482,1.2363859653374218,-0.047779397760686404,16.0,10,5.954716073019695,-4.77793977606864,92
2024-06,0.0369221455775259,1.2363859653374218,1.2828892048066556,-0.01196425270492063,22.0,10,3.761223499212285,-1.196425270492063,92
2024-07,0.1100483852452782,1.2828892048066556,1.4321303784573451,0.0,16.0,10,11.633208315380728,0.0,92
2024-08,0.0851521307914531,1.4321303784573451,1.5594220028227042,0.0,32.0,14,8.888270668657583,0.0,92
2024-09,0.0491405112084235,1.5594220028227042,1.6379668592901742,0.0,24.0,12,5.036792883856722,0.0,92
2024-10,0.0507419739923504,1.6379668592901742,1.7232253301491367,0.0,22.0,10,5.205140163575095,0.0,92
2024-11,0.031225942242365,1.7232253301491367,1.7778836016095436,0.0,16.0,10,3.1718586364835266,0.0,92
2024-12,0.0530345998058672,1.7778836016095436,1.8747180388667308,0.0,42.0,12,5.446612881153845,0.0,92
2025-01,0.0710281281561564,1.8747180388667308,2.012718703593844,0.0,28.0,10,7.361142415343425,0.0,92
2025-02,0.0533633425150097,2.012718703593844,2.1230415194780585,0.0,28.0,10,5.481283384867708,0.0,92
2025-03,0.0266951491653966,2.1230415194780585,2.180479678661277,0.0,16.0,10,2.7054656565237423,0.0,92
2025-04,0.0027189893528192,2.180479678661277,2.1864164470391048,0.0,46.0,16,0.2722689156852143,0.0,92
2025-05,0.0661255557361393,2.1864164470391048,2.3358817285173434,0.0,16.0,10,6.836084757807592,0.0,92
2025-06,-0.0065408087244005,2.3358817285173434,2.320653031219395,-0.006519464197193958,48.0,12,-0.6519464197193847,-0.6519464197193958,92
2025-07,0.0339234986397475,2.320653031219395,2.4007282376554957,0.0,37.5,12,3.4505462625761263,0.0,106
2025-08,-0.3201519479168353,2.4007282376554957,1.7430216294209593,-0.2739612913775029,242.0,48,-27.396129137750293,-27.396129137750293,106
2025-09,-0.1463086279273702,1.7430216294209593,1.5057807701623116,-0.3727816641033773,228.0,38,-13.610895886441776,-37.27816641033773,106
2025-10,0.0752294718674708,1.5057807701623116,1.6234297155738757,-0.32377614004353716,14.0,10,7.813152335507811,-32.37761400435372,106
2025-11,0.0357580683076854,1.6234297155738757,1.682530799249093,-0.29915815840437665,26.0,12,3.640507692341033,-29.915815840437666,106
2025-12,0.0539253622559992,1.682530799249093,1.7757528081292973,-0.26032743720152896,14.0,10,5.5405826105417555,-26.032743720152894,106
2026-01,0.0483914642838759,1.7757528081292973,1.8637972046477882,-0.22365340007499726,25.5,10,4.958144856391544,-22.365340007499725,106
2026-02,0.0242222598305039,1.8637972046477882,1.9094937878375073,-0.20461893275255438,26.0,12,2.451800178461716,-20.461893275255438,106
2026-03,0.0553262805421115,1.9094937878375073,2.0181161049260163,-0.1593733629355445,14.0,10,5.688539956525496,-15.937336293554448,106
2026-04,0.0513517585598911,2.0181161049260163,2.1244569430135427,-0.11507812100871284,86.0,22,5.269312198042475,-11.507812100871284,106
2026-05,-0.1827588759636942,2.1244569430135427,1.7696067336554973,-0.2628875247522141,218.0,44,-16.703101963304114,-26.28875247522141,106
