year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2023,-0.15261245353173988,-14.153764859506024,12,2,-40.123097001216514,10,178,-51.17362195964872
2024,0.9445286458002576,157.16009579594004,12,0,2.0027533278372367,10,144,-40.979376895673624
2025,-0.8000990207017357,-55.071552654933065,12,3,-45.836658381585416,10,216,-65.37851920477075
2026,0.1378155934931988,14.776387563075,5,0,1.6985578973711668,12,68,-56.27090592905945
