variant_id,hard_pass_2024,return_2024_pct,min_monthly_return_pct,losing_months,min_monthly_orders,max_drawdown_pct,orders,turnover,exposure_pct,annualized_sharpe,win_rate_pct,profit_factor
fixed_ret_state_64_100,False,138.0798823296002,-6.449800499963443,1,12,-41.83936237596247,174,535.0,19.83435792349727,0.9988531091604604,49.41885492897116,1.0488162327826034
ret_state_selector,False,138.0798823296002,-6.449800499963443,1,12,-41.83936237596247,174,535.0,19.83435792349727,0.9988531091604604,49.41885492897116,1.0488162327826034
