year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2024,0.8674360714092024,138.0798823296002,12,1,-6.449800499963443,12,174,-41.83936237596247
