candidate_id,family,mode,leverage,total_return_pct,annualized_sharpe,max_drawdown_pct,exposure_pct,turnover,trade_count,win_rate_pct,profit_factor,return_2025_pct,return_2026_pct,min_required_year_return_pct,yearly_return_gate_pass,drawdown_review_gate_pass,active_rows,segments,trigger_rows,params_json
alpha_gap_adx_regime_fade_f2d531fff3_lev8.0,gap_adx_regime,fade,8.0,-95.52128373292982,-0.7390253093085278,-99.87652688832841,95.37435257121717,216.0,14,49.96424025698527,0.9944730598414186,163.25806935956294,292.3068569278496,163.25806935956294,True,False,82496,14,10775,"{""adx_min"": 30.0, ""family"": ""gap_adx_regime"", ""gap_min"": 100.0, ""mode"": ""fade""}"
alpha_gap_adx_regime_fade_218db4d0d1_lev8.0,gap_adx_regime,fade,8.0,-95.66960806993751,-0.7470448055967497,-99.87652688832841,95.37435257121717,216.0,14,49.96060367294988,0.9944131939857839,154.53959373591556,292.3068569278496,154.53959373591556,True,False,82496,14,11028,"{""adx_min"": 30.0, ""family"": ""gap_adx_regime"", ""gap_min"": 50.0, ""mode"": ""fade""}"
alpha_long_return_regime_momentum_b1f3b32f02_lev6.0,long_return_regime,momentum,6.0,1043.811463488645,0.7650335590459855,-99.0464531032641,98.37795967443581,174.0,15,49.968857602858044,1.0056733272214178,138.02201201867425,170.4597096605926,138.02201201867425,True,False,85094,15,1732,"{""family"": ""long_return_regime"", ""mode"": ""momentum"", ""threshold_bps"": 1200.0, ""window"": 384}"
alpha_donchian_regime_breakout_f4137520bc_lev6.0,donchian_regime,breakout,6.0,2090.238907779064,0.9775963417258179,-98.53875009853435,95.70847206807251,354.0,30,50.02899110939312,1.0073645402593885,135.3005597510871,164.15787298698538,135.3005597510871,True,False,82785,30,42018,"{""family"": ""donchian_regime"", ""high_band"": 0.75, ""low_band"": 0.25, ""mode"": ""breakout"", ""window"": 2688}"
alpha_gap_adx_regime_momentum_1501277923_lev8.0,gap_adx_regime,momentum,8.0,-77.87609541892814,-0.3588491455205698,-99.9970124174711,95.50152608213097,552.0,35,49.86865201864294,0.9973188670492245,134.4389845024088,1594.0894330195686,134.4389845024088,True,False,82606,35,22243,"{""adx_min"": 24.0, ""family"": ""gap_adx_regime"", ""gap_min"": 50.0, ""mode"": ""momentum""}"
alpha_long_return_regime_fade_32b6ea1d69_lev6.0,long_return_regime,fade,6.0,87.331300884573,0.1984522155226073,-97.36774354708096,96.78019792822789,654.0,55,50.05196449690005,1.001487882492155,214.7347459148893,130.18244196587509,130.18244196587509,True,False,83712,55,60799,"{""family"": ""long_return_regime"", ""mode"": ""fade"", ""threshold_bps"": 350.0, ""window"": 2688}"
alpha_gap_adx_regime_momentum_7f65b1105d_lev8.0,gap_adx_regime,momentum,8.0,1161.8778678547421,0.6030689484072783,-99.98835430018408,95.50152608213097,424.0,27,49.865020277222925,1.0045450546743373,126.6749278237692,2376.221857000979,126.6749278237692,True,False,82606,27,21015,"{""adx_min"": 24.0, ""family"": ""gap_adx_regime"", ""gap_min"": 100.0, ""mode"": ""momentum""}"
alpha_long_return_regime_fade_45c97622b4_lev8.0,long_return_regime,fade,8.0,-99.93242744771813,-1.7012157524066722,-99.99927680232044,99.5548927118017,5432.0,340,49.98083868495314,0.987579836466282,220.73046896924967,114.99040532564942,114.99040532564942,True,False,86112,340,67613,"{""family"": ""long_return_regime"", ""mode"": ""fade"", ""threshold_bps"": 100.0, ""window"": 384}"
alpha_gap_adx_regime_fade_f2d531fff3_lev6.0,gap_adx_regime,fade,6.0,-90.26434528901979,-0.7390253093085278,-99.34131269274685,95.37435257121717,162.0,14,49.96424025698527,0.9944730598414185,106.67420180096782,178.7529192551716,106.67420180096782,True,False,82496,14,10775,"{""adx_min"": 30.0, ""family"": ""gap_adx_regime"", ""gap_min"": 100.0, ""mode"": ""fade""}"
alpha_long_return_regime_momentum_b1f3b32f02_lev5.0,long_return_regime,momentum,5.0,662.0123978972558,0.7650335590459856,-97.92929429074158,98.37795967443581,145.0,15,49.968857602858044,1.005673327221418,105.99069442082948,129.13186036262573,105.99069442082948,True,False,85094,15,1732,"{""family"": ""long_return_regime"", ""mode"": ""momentum"", ""threshold_bps"": 1200.0, ""window"": 384}"
