config_id,top_k,lookback_months,min_pos_rate,score_mode,hard_pass_original_2025_2026_ytd,hard_pass_complete_years,non_positive_months,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_complete_year_return_pct,min_target_year_return_pct,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,worst_selected_month_drawdown_pct
2,3,12,0.5,mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-10', '2023-11', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-61.95457486057293,-31.77872718061994,-12.327580047643172,-37.13022244946282,1.176046630045935,-37.13022244946282,-37.13022244946282,35,-33.315071466769375,0,808,0.0,0.0,-33.315071466769375
3,3,12,0.5,pos_mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-11', '2023-12', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-59.74376042289041,-24.2356178686714,-16.4688445627409,-37.13022244946282,1.176046630045935,-37.13022244946282,-37.13022244946282,35,-33.315071466769375,0,745,0.0,0.0,-33.315071466769375
12,5,12,0.45,mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2023-11', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-60.26824310948695,-23.590326082548863,-17.29770950551659,-37.85671892402151,1.176046630045935,-37.85671892402151,-37.85671892402151,35,-33.315071466769375,0,1074,0.0,0.0,-33.315071466769375
13,5,12,0.45,pos_mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2023-11', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-59.908800096448424,-22.89906736238042,-17.29770950551659,-37.85671892402151,1.176046630045935,-37.85671892402151,-37.85671892402151,35,-33.315071466769375,0,1056,0.0,0.0,-33.315071466769375
14,5,12,0.5,mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2023-11', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-60.26824310948695,-23.590326082548863,-17.29770950551659,-37.85671892402151,1.176046630045935,-37.85671892402151,-37.85671892402151,35,-33.315071466769375,0,1074,0.0,0.0,-33.315071466769375
15,5,12,0.5,pos_mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2023-11', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-59.908800096448424,-22.89906736238042,-17.29770950551659,-37.85671892402151,1.176046630045935,-37.85671892402151,-37.85671892402151,35,-33.315071466769375,0,1056,0.0,0.0,-33.315071466769375
24,10,12,0.45,mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-66.47026525479195,-21.671085921423938,-31.20706909731108,-38.49838879253299,1.176046630045935,-38.49838879253299,-38.49838879253299,36,-33.315071466769375,0,2035,0.0,0.0,-33.315071466769375
25,10,12,0.45,pos_mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-66.47026525479195,-21.671085921423938,-31.20706909731108,-38.49838879253299,1.176046630045935,-38.49838879253299,-38.49838879253299,36,-33.315071466769375,0,2035,0.0,0.0,-33.315071466769375
26,10,12,0.5,mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-66.47026525479195,-21.671085921423938,-31.20706909731108,-38.49838879253299,1.176046630045935,-38.49838879253299,-38.49838879253299,36,-33.315071466769375,0,2035,0.0,0.0,-33.315071466769375
27,10,12,0.5,pos_mean,False,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-04', '2026-05']",-66.47026525479195,-21.671085921423938,-31.20706909731108,-38.49838879253299,1.176046630045935,-38.49838879253299,-38.49838879253299,36,-33.315071466769375,0,2035,0.0,0.0,-33.315071466769375
