month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct
2025-01,0.06586270102717974,0.9999000049998333,1.0680800608031016,-0.1755076110748066,50.2,12,6.808006080310158,-17.55076110748066
2025-02,0.1025146992509897,1.0679732581372436,1.1833831355077296,-0.06766700206675302,20.3,13,10.795358787798182,-6.766700206675303
2025-03,0.34854514671692954,1.1829425129969353,1.6768592454935607,-0.28832514363126094,65.9,11,41.7004514581075,-28.832514363126094
2025-04,0.0635063572376614,1.676691567953028,1.7868046344951645,-0.2940311707059141,80.8,24,6.556625983789255,-29.40311707059141
2025-05,0.15994409974076593,1.7866259629654404,2.096717452593471,-0.1801513287381621,48.2,14,17.344527326338998,-18.01513287381621
2025-06,0.08989159239832537,2.0965077913314496,2.2939256243684842,-0.1815275883768277,48.0,12,9.405567332454945,-18.152758837682768
2025-07,0.049866003124074056,2.293696243275293,2.4112145892649206,-0.07915371180197905,32.4,14,5.11302387708088,-7.915371180197905
2025-08,0.09101474132181223,2.4109734798616653,2.64096753571428,-0.10118354059363388,32.2,12,9.528515109034807,-10.118354059363387
2025-09,0.05976242129193255,2.640703452165106,2.803609690563812,-0.10192151979435915,32.2,12,6.1584306755040785,-10.192151979435915
2025-10,0.10982124175692008,2.803329343612337,3.129048622471519,-0.16468621952538975,52.7,24,11.607854438620379,-16.468621952538975
2025-11,0.19857117045069617,3.1287357332539933,3.8163717756194746,-0.11128758679805473,36.2,14,21.965882799388005,-11.128758679805472
2025-12,0.17030175358101537,3.8159901575231356,4.524929187681605,-0.11251118499351631,32.2,12,18.56625752733738,-11.25111849935163
2026-01,0.10944515013232718,4.524476717386729,5.048277409314731,-0.20989094466236913,68.3,13,11.565887551519282,-20.989094466236914
2026-02,0.2593753564052713,5.004757234584178,6.543174429206538,-0.2442711463198597,60.1,11,29.612022055949573,-24.42711463198597
2026-03,0.21158692714390342,6.5425201444784,8.084990852237873,-0.2925249695229706,36.0,12,23.563737138798956,-29.252496952297058
2026-04,0.18642636249230923,8.084182393576254,9.741895650955051,-0.11229497873015415,36.8,20,20.493589034285222,-11.229497873015415
2026-05,0.13330054833545787,9.740921510097808,11.13102519946028,-0.0950269055650087,32.2,12,14.259335126106066,-9.50269055650087
2026-06,0.37910887719669967,11.129912152593604,16.262228512280007,-0.2113058144879908,54.7,12,46.09820947192284,-21.13058144879908
