year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2025,1.5096019278983022,352.49291876815977,12,0,5.11302387708088,11,174,-29.40311707059141
2026,1.2792432217059688,259.39188963556205,6,0,11.565887551519282,11,80,-29.252496952297058
