relaxed_pass,return_2025_pct,return_2026_pct,min_target_year_return_pct,max_drawdown_pct,losing_months,min_monthly_return_pct,orders,turnover,selected_month_count,selected_candidate_count
False,2399.2648154862845,5271.518452502309,2399.2648154862845,-91.10312566348023,0,16.68805668982978,378,786.0,13,9
