relaxed_pass,return_2025_pct,return_2026_pct,min_target_year_return_pct,max_drawdown_pct,losing_months,min_monthly_return_pct,orders,turnover,selected_month_count,selected_candidate_count
True,1689.67020097216,1047.55329034413,1047.55329034413,-40.65819177229061,0,7.1304780725820915,485,841.0,13,10
