relaxed_pass,return_2025_pct,return_2026_pct,min_target_year_return_pct,max_drawdown_pct,losing_months,min_monthly_return_pct,orders,turnover,selected_month_count,selected_candidate_count
False,-11.639257655959302,-0.41311877329666125,-11.639257655959302,-10.830842104300942,10,-5.7421111872333,494,213.5,12,6
