candidate_id,family,rule,direction,leverage,threshold_bps,hard_pass_complete_years,non_positive_months,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_complete_year_return_pct,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,worst_selected_month_drawdown_pct,selected_candidate_count,window,z_threshold
funding_zscore_funding_zscore_contrarian_lev1p0_window21_z_threshold1p5,funding_zscore,funding_zscore,contrarian,1.0,,False,"['2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-06', '2024-10', '2024-11', '2025-02', '2025-03', '2025-04', '2025-05', '2025-07', '2025-08', '2025-10', '2025-11', '2025-12', '2026-02', '2026-03', '2026-04', '2026-05']",-48.70579392612808,2.923311780912341,2.392904873185908,-30.58078478153061,-29.88595930270651,-30.58078478153061,26,-19.676350783040732,6,744,752.0,0.752,-65.78054194227062,1,21.0,1.5
funding_change_funding_change_momentum_lev1p0_window21_threshold_bps1p0,funding_change,funding_change,momentum,1.0,1.0,False,"['2023-01', '2023-02', '2023-04', '2023-06', '2023-07', '2023-09', '2023-10', '2023-11', '2024-01', '2024-03', '2024-04', '2024-06', '2024-07', '2024-09', '2024-10', '2024-11', '2024-12', '2025-04', '2025-06', '2025-07', '2025-09', '2025-10', '2025-12', '2026-02', '2026-03', '2026-05']",-36.94867203203418,-23.308410021092552,-26.07718752020267,9.632320765107538,1.4447104493729768,-26.07718752020267,26,-21.0733455395444,0,474,486.0,0.486,-89.2908893801939,1,21.0,
funding_zscore_funding_zscore_contrarian_lev2p0_window9_z_threshold1p5,funding_zscore,funding_zscore,contrarian,2.0,,False,"['2023-01', '2023-03', '2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-06', '2024-08', '2024-09', '2024-10', '2024-11', '2025-01', '2025-02', '2025-05', '2025-08', '2025-11', '2026-02', '2026-03', '2026-04', '2026-05']",-86.76547509064817,-50.75782724504143,-25.246642613727865,-34.42840468412094,-45.169185723552275,-50.75782724504143,26,-22.353088997325177,4,856,1744.0,1.7440000000000002,-96.96226062905444,1,9.0,1.5
funding_change_funding_change_contrarian_lev2p0_window9_threshold_bps1p0,funding_change,funding_change,contrarian,2.0,1.0,False,"['2023-01', '2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-12', '2024-01', '2024-02', '2024-06', '2024-07', '2024-09', '2024-10', '2025-01', '2025-02', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-03', '2026-04']",11.145892115178512,32.25801340737489,10.923358353766211,-24.921536040619962,0.9097272478824303,-24.921536040619962,26,-23.19448472351079,0,397,808.0,0.808,-78.97131986871328,1,9.0,
funding_change_funding_change_contrarian_lev4p0_window3_threshold_bps1p0,funding_change,funding_change,contrarian,4.0,1.0,False,"['2023-01', '2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-12', '2024-01', '2024-02', '2024-06', '2024-08', '2024-09', '2024-10', '2025-01', '2025-02', '2025-03', '2025-06', '2025-07', '2025-08', '2025-11', '2025-12', '2026-01', '2026-03', '2026-04', '2026-05']",74.44972849219079,-0.967337301326654,114.4351542698074,-45.00431226526628,49.371320292773646,-45.00431226526628,26,-25.840539553352404,0,311,1312.0,1.3119999999999998,-96.29286242823632,1,3.0,
funding_mean_funding_mean_contrarian_lev1p0_window3_threshold_bps1p0,funding_mean,funding_mean,contrarian,1.0,1.0,False,"['2023-01', '2023-04', '2023-09', '2023-10', '2023-11', '2023-12', '2024-02', '2024-03', '2024-09', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-09', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-37.373211084498706,-3.4178673453666875,-35.82992317163588,2.4112508709067004,-1.3304554315564543,-35.82992317163588,26,-27.108756559982837,0,121,121.0,0.12100000000000001,-53.860917572935676,1,3.0,
funding_zscore_funding_zscore_momentum_lev4p0_window21_z_threshold2p0,funding_zscore,funding_zscore,momentum,4.0,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-08', '2023-10', '2023-11', '2024-03', '2024-04', '2024-05', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-03', '2025-04', '2025-06', '2025-08', '2025-09', '2025-10', '2025-12', '2026-02', '2026-04']",-79.160346271,-25.66724712167534,-53.063350183981264,-33.38726460410538,-10.331289227651752,-53.063350183981264,26,-27.60740298513652,2,340,1360.0,1.3599999999999999,-99.5085557193206,1,21.0,2.0
funding_zscore_funding_zscore_contrarian_lev4p0_window21_z_threshold2p0,funding_zscore,funding_zscore,contrarian,4.0,,False,"['2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-11', '2023-12', '2024-01', '2024-02', '2024-06', '2024-09', '2025-01', '2025-02', '2025-03', '2025-05', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-03', '2026-04', '2026-05']",-68.38970777391897,-38.57673341243203,-10.203898994070194,-34.67044151842818,-12.273985619838845,-38.57673341243203,26,-28.559494320586865,2,340,1360.0,1.3599999999999999,-86.63504169930339,1,21.0,2.0
funding_mean_funding_mean_contrarian_lev1p0_window63_threshold_bps0p5,funding_mean,funding_mean,contrarian,1.0,0.5,False,"['2023-01', '2023-02', '2023-04', '2023-06', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-07', '2024-09', '2024-10', '2024-11', '2025-01', '2025-03', '2025-04', '2025-06', '2025-09', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-61.19259776145961,-35.61094146163241,-49.40125325888396,29.057127700123452,-7.704454356638369,-49.40125325888396,26,-30.460449028075274,0,33,33.0,0.033,-84.64203343371823,1,63.0,
funding_zscore_funding_zscore_contrarian_lev2p0_window21_z_threshold1p5,funding_zscore,funding_zscore,contrarian,2.0,,False,"['2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-06', '2024-10', '2024-11', '2025-02', '2025-03', '2025-04', '2025-05', '2025-07', '2025-08', '2025-10', '2025-11', '2025-12', '2026-02', '2026-03', '2026-04', '2026-05']",-73.68904423251162,5.9320810795088885,4.843069683693013,-51.80972558451828,-50.840212970982726,-51.80972558451828,26,-35.48111376470878,6,744,1504.0,1.504,-88.29028690235299,1,21.0,1.5
