year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2024,0.7652682200983751,114.95708554462092,12,1,-6.449800499963443,12,156,-41.83936237596249
