month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct
2025-01,0.09337327871250149,0.9940179640539353,1.0978714708396682,-0.19267867439922526,42.0,12,9.787147083966818,-19.267867439922526
2025-02,-0.9038044344153171,1.0913039642369464,0.4446663044733021,-0.6962245131047781,170.0,35,-59.49741693048869,-69.6224513104778
2025-03,0.10115451551727635,0.4506399872567791,0.491999961773712,-0.6694940863913349,8.5,11,10.64475918778589,-66.9494086391335
2025-04,0.08752329840053626,0.48905680031691917,0.5370020635275655,-0.6237629021334122,14.5,12,9.146769359821905,-62.37629021334122
2025-05,0.1196982662275143,0.5337896978804327,0.6052854732933148,-0.5893493625454679,14.5,12,12.715669902122094,-58.93493625454679
2025-06,0.0728549858532859,0.6016646338344434,0.6510296518174284,-0.5924024556046905,26.0,12,7.557455207907582,-59.24024556046905
2025-07,0.10599841925981975,0.6471351690383026,0.7238278649603528,-0.5540245506381509,14.5,12,11.182011900640653,-55.40245506381509
2025-08,0.0877764368169855,0.7194979006533966,0.7902347437854517,-0.4666542030177353,14.5,12,9.174402097484368,-46.66542030177353
2025-09,-0.49996133586607894,0.7855075311422979,0.4793201326155655,-0.7050998908787958,90.0,15,-39.344588885135046,-70.50998908787957
2025-10,0.11717551809521769,0.47633393376204747,0.5389076538594345,-0.6465060333822495,42.0,11,12.43167503077962,-64.65060333822495
2025-11,0.17421956006390363,0.5356838889024379,0.6414708788653289,-0.5878921393099207,32.0,12,19.03168831828217,-58.78921393099207
2025-12,0.19439585874307144,0.6376335770096028,0.7791157684065718,-0.5094610557282444,32.0,12,21.457698872428498,-50.94610557282444
2026-01,0.07532207711615072,0.7744550698738178,0.8400670612792732,-0.45024586430318714,40.0,12,7.823136861593438,-45.02458643031871
2026-02,0.026016771804499288,0.8350417499215956,0.8622096851456768,-0.3950511577705669,52.0,14,2.6358162207531732,-39.50511577705669
2026-03,0.15858457851756927,0.8570519158160902,1.010381310594688,-0.3763400443059205,32.0,12,17.185103345710683,-37.63400443059205
2026-04,0.10807075985586326,1.0043371732754784,1.1256926720817781,-0.25429472163455913,32.0,12,11.412657803341641,-25.429472163455912
2026-05,0.09770140363946925,1.1189587380531631,1.2412264437376113,-0.14010416369786194,32.0,12,10.263349360014317,-14.010416369786194
2026-06,0.35209662063157326,1.2338013825339667,1.76508099521721,-0.17883147216688855,40.0,12,42.20459160555387,-17.883147216688855
