config_id,top_k,lookback_months,min_pos_rate,score_mode,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_target_year_return_pct,total_eval_return_pct,non_positive_months,min_monthly_orders,months,hard_pass
29,3,0,0.45,pos_mean,-56.2302992309702,-23.34644133077766,-61.49422190718893,-62.52080030663723,-62.52080030663723,-95.15802980422704,22,3,41,False
47,5,24,0.45,pos_mean,248.3525637619153,-38.7517983494034,-65.53537462291004,-33.0998758577182,-65.53537462291004,-50.805920504988656,22,10,41,False
50,5,24,0.5,pos_mean,248.3525637619153,-42.260943338316515,-65.53537462291004,-33.0998758577182,-65.53537462291004,-53.624438484159896,22,10,41,False
53,5,24,0.55,pos_mean,-18.77918222430525,-51.66858995810717,-65.53537462291004,-51.09953960591804,-65.53537462291004,-93.38418528536744,25,0,41,False
139,20,0,0.5,mean_minus_std,38.82790851240166,-27.613906413767488,-65.97770340375946,-7.069580607209186,-65.97770340375946,-68.22734958914015,21,9,41,False
175,50,0,0.5,mean_minus_std,35.61601126550121,-27.613906413767488,-65.97770340375946,-7.069580607209186,-65.97770340375946,-68.96243585151262,22,9,41,False
140,20,0,0.5,pos_mean,36.023011449253026,-27.61390641376747,-65.97770340375948,-7.069580607209189,-65.97770340375948,-68.86928833748559,22,9,41,False
176,50,0,0.5,pos_mean,35.61601126550119,-27.61390641376747,-65.97770340375948,-7.069580607209189,-65.97770340375948,-68.96243585151261,22,9,41,False
138,20,0,0.5,mean,36.02301144925306,-27.61390641376749,-65.97770340375948,-7.069580607209193,-65.97770340375948,-68.86928833748559,22,9,41,False
174,50,0,0.5,mean,35.61601126550122,-27.61390641376749,-65.97770340375948,-7.069580607209193,-65.97770340375948,-68.96243585151262,22,9,41,False
108,20,12,0.45,mean,-53.4000094664674,-26.426397328960054,-67.51474945946605,-30.328134447681997,-67.51474945946605,-92.24018243284384,25,48,41,False
111,20,12,0.5,mean,-53.4000094664674,-26.426397328960054,-67.51474945946605,-30.328134447681997,-67.51474945946605,-92.24018243284384,25,48,41,False
81,10,24,0.45,mean,51.946428978558124,-21.5677654969098,-67.62638411145507,-34.43971842073138,-67.62638411145507,-74.70602379951555,23,20,41,False
84,10,24,0.5,mean,34.30582308406577,48.44160568302392,-70.31743004163809,-32.09314759728402,-70.31743004163809,-59.81485063691182,22,20,41,False
18,3,36,0.45,mean,-85.97568302192006,-98.69292715786158,-63.708648934439005,-70.3629105557209,-70.3629105557209,-99.98028393697902,27,6,41,False
51,5,24,0.55,mean,-69.79580786180335,-47.18745146458602,-70.82442752539694,-55.66813109102318,-70.82442752539694,-97.93680737632712,25,0,41,False
63,5,0,0.45,mean,-75.35097465556044,59.976689535228836,-30.64219195691112,-71.69417317743228,-71.69417317743228,-92.25845466166005,23,5,41,False
24,3,36,0.55,mean,160.69704789064846,-65.24614548366134,-74.68539904793107,-57.34958040594721,-74.68539904793107,-90.21786874255007,22,0,41,False
11,3,24,0.45,pos_mean,292.19068490353817,-54.37335384084933,-76.07359873558255,-15.607173839477092,-76.07359873558255,-63.86743990058585,20,6,41,False
14,3,24,0.5,pos_mean,292.19068490353817,-54.37335384084933,-76.07359873558255,-15.607173839477092,-76.07359873558255,-63.86743990058585,20,6,41,False
17,3,24,0.55,pos_mean,-47.23689879123937,-59.36641754817282,-76.07359873558255,-52.31539645279043,-76.07359873558255,-97.55391814862368,23,0,41,False
21,3,36,0.5,mean,139.7653403946152,-98.1767902105099,-76.20381415948029,-64.6100271991147,-76.20381415948029,-99.63186201730484,27,6,41,False
78,10,12,0.55,mean,-70.25661011417628,24.97043050302671,-77.63374120577167,39.572247387381864,-77.63374120577167,-88.39646952614554,25,18,41,False
27,3,0,0.45,mean,-87.07858875412794,91.7422781852449,-42.623528148321476,-79.41359339652016,-79.41359339652016,-97.07354252450355,24,3,41,False
45,5,24,0.45,mean,140.64936997595976,-13.337103499590736,-79.6037135616577,-18.821498740311945,-79.6037135616577,-65.46892803073057,22,10,41,False
72,10,12,0.45,mean,-77.84254507707844,-29.7680912457504,-80.66568442140607,-42.78282329647858,-80.66568442140607,-98.27848990578985,25,20,41,False
75,10,12,0.5,mean,-77.84254507707844,-29.7680912457504,-80.66568442140607,-42.78282329647858,-80.66568442140607,-98.27848990578985,25,20,41,False
48,5,24,0.5,mean,105.88562110055553,45.43154996286467,-81.64113541976373,-18.821498740311945,-81.64113541976373,-55.37569174375396,21,10,41,False
15,3,24,0.55,mean,-68.65966881096999,-60.27220227552335,-83.14159187043936,-65.32536244794981,-83.14159187043936,-99.2721756749709,25,0,41,False
8,3,12,0.55,pos_mean,-95.01838340739006,-38.78839371121715,-83.32469973225322,-5.661220654777002,-83.32469973225322,-99.52030190813561,27,6,41,False
2,3,12,0.45,pos_mean,-94.74093889262811,-63.543329131259775,-83.32469973225322,-5.661220654777002,-83.32469973225322,-99.69838763639972,28,6,41,False
5,3,12,0.5,pos_mean,-94.74093889262811,-63.543329131259775,-83.32469973225322,-5.661220654777002,-83.32469973225322,-99.69838763639972,28,6,41,False
36,5,12,0.45,mean,-84.66696637675909,-53.079185434778275,-89.5095250908546,-43.338352274315525,-89.5095250908546,-99.57236033552309,25,10,41,False
39,5,12,0.5,mean,-84.66696637675909,-53.079185434778275,-89.5095250908546,-43.338352274315525,-89.5095250908546,-99.57236033552309,25,10,41,False
42,5,12,0.55,mean,-77.73859843019744,32.23619604477402,-90.4821351179761,-11.95359728106098,-90.4821351179761,-97.53308603465098,26,10,41,False
