config_id,month,log_return,return_pct,orders,selected_count,selected_candidate_ids
155,2023-01,-0.06497145643968061,-6.290578899919792,2886,50,single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolLINKUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps100
155,2023-02,-0.0839461538498565,-8.051923473848596,2938,50,single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolBNBUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolBNBUSDT_lookback1536_threshold_bps100
155,2023-03,-0.1248642052276333,-11.738325081231688,2514,50,single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps100
155,2023-04,-0.36730248078153155,-30.739988486751052,2812,50,single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolETHUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolETHUSDT_lookback1536_threshold_bps50
155,2023-05,-0.06504527488568448,-6.2974961284486515,2229,50,single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps100
155,2023-06,0.0013450880230164663,0.1345993059650454,1897,50,single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps100
155,2023-07,0.014400130362305884,1.4504311713875373,2883,50,single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback384_threshold_bps100
155,2023-08,0.12441666167728696,13.248763690726326,1359,50,single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolAVAXUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps100
155,2023-09,0.026612499887850027,2.6969774747630195,2394,50,single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolETHUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps20
155,2023-10,0.3272588127669753,38.71604455586525,2529,50,single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps50;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps50;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps20;single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps20;single_symbol_symbol_momentum_lev1p0_symbolLINKUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolAVAXUSDT_lookback1536_threshold_bps100;single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps100;single_symbol_symbol_momentum_lev2p0_symbolLINKUSDT_lookback1536_threshold_bps100
