year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2025,1.7424652845042485,471.14063225294166,12,0,8.69739145034163,11,160,-27.873827857166546
2026,1.24171729651544,246.1552876129979,6,0,10.335215882881998,11,72,-28.668419592847528
