cost_per_side,round_trip_cost,extra_delay_bars,hard_pass,return_2025_pct,return_2026_pct,min_required_year_return_pct,min_monthly_return_pct,losing_eval_months,min_monthly_orders,total_return_pct,max_drawdown_pct,exposure_pct,turnover,orders,strong_trend_reverse_active_bars,strong_trend_reverse_big_active_bars,weak_trend_order_events,weak_trend_big_order_events,adverse_shock_cut_events,guard_reason_counts
0.001,0.002,0,True,471.14063225294166,246.1552876129979,246.1552876129979,8.69739145034163,0,11,1877.0334982498682,-28.668419592847528,28.452102803738317,834.0,232,1,1,96,0,1,"{'post_lock_flat': 36747, 'main': 13002, 'strong_conflict_small_trend': 1037, 'post_lock_runner': 487, 'weak_new_order_small': 85, 'adverse_shock_cut': 1, 'shock_cooldown_small': 1}"
0.0015,0.003,0,True,375.4523864105287,233.5549065328603,233.5549065328603,6.057104464648111,0,11,1485.8947630998837,-30.17520664754606,28.475467289719624,844.0,232,1,1,96,0,1,"{'post_lock_flat': 36735, 'main': 13014, 'strong_conflict_small_trend': 1037, 'post_lock_runner': 487, 'weak_new_order_small': 85, 'adverse_shock_cut': 1, 'shock_cooldown_small': 1}"
0.002,0.004,0,False,-30.78914635043024,198.17674323778576,-30.78914635043024,-81.07966404668376,1,11,106.37066937935779,-87.5411415303142,33.47352024922118,1415.8000000000002,308,2,2,123,0,18,"{'post_lock_flat': 34110, 'main': 15670, 'strong_conflict_small_trend': 1037, 'post_lock_runner': 366, 'weak_new_order_small': 100, 'strong_conflict_flat': 41, 'adverse_shock_cut': 18, 'shock_cooldown_small': 18}"
0.001,0.002,1,True,471.67127505631817,277.08189425427713,277.08189425427713,6.1073487754330635,0,11,2055.6688728899476,-31.73462709962035,28.46183800623053,840.2,232,1,1,96,0,1,"{'post_lock_flat': 36742, 'main': 13008, 'strong_conflict_small_trend': 1038, 'post_lock_runner': 485, 'weak_new_order_small': 85, 'adverse_shock_cut': 1, 'shock_cooldown_small': 1}"
0.0015,0.003,1,False,-6.754925598195194,235.6826079372385,-6.754925598195194,-79.2352882204787,1,11,213.0074975249965,-85.95574012962372,32.573987538940806,1384.4,308,2,2,122,0,18,"{'post_lock_flat': 34573, 'main': 15208, 'strong_conflict_small_trend': 1038, 'post_lock_runner': 365, 'weak_new_order_small': 100, 'strong_conflict_flat': 40, 'adverse_shock_cut': 18, 'shock_cooldown_small': 18}"
