strategy,period,return_pct,max_drawdown_pct,trades
brainctl_sma_sample,2026-04,10.07875602330075,-86.1776284147705,6
brainctl_sma_sample,2026-05,-3.791739120219595,-85.03735363863632,6
dcupmusic_always_long_demo,2020-01,30.44809240254387,-9.919936106001181,1
dcupmusic_always_long_demo,2020-02,-8.890267616778559,-18.494040714617476,0
dcupmusic_always_long_demo,2020-03,-24.904887259463806,-61.18018119590831,0
dcupmusic_always_long_demo,2020-04,34.612539214309066,-40.990080278845355,0
dcupmusic_always_long_demo,2020-05,9.526873791270617,-20.97932165235694,0
dcupmusic_always_long_demo,2020-06,-3.2558331560175957,-14.648261707888977,0
dcupmusic_always_long_demo,2020-07,24.12563041163731,-13.87901035923884,0
dcupmusic_always_long_demo,2020-08,2.771851815283899,-10.013267448784402,0
dcupmusic_always_long_demo,2020-09,-7.592225497958093,-20.034972705699627,0
dcupmusic_always_long_demo,2020-10,27.946997122435867,-16.183394554318976,0
dcupmusic_always_long_demo,2020-11,43.06722490936758,-14.872680412371109,0
dcupmusic_always_long_demo,2020-12,46.81379310344842,-10.745951895151517,0
dcupmusic_always_long_demo,2021-01,14.418955998408256,-28.874494706448573,0
dcupmusic_always_long_demo,2021-02,36.337238700110895,-25.980816225254543,0
dcupmusic_always_long_demo,2021-03,30.210064087348677,-21.314114463040703,0
dcupmusic_always_long_demo,2021-04,-1.909764852082707,-26.399807637591678,0
dcupmusic_always_long_demo,2021-05,-35.43568979768453,-50.1592401994136,0
dcupmusic_always_long_demo,2021-06,-5.939283706258669,-54.791246582629206,0
dcupmusic_always_long_demo,2021-07,18.3170579300451,-54.53078417061493,0
dcupmusic_always_long_demo,2021-08,13.757466866402224,-41.63608557962317,0
dcupmusic_always_long_demo,2021-09,-7.112889159606983,-37.34402253918374,0
dcupmusic_always_long_demo,2021-10,40.076289079258956,-32.93060417877952,0
dcupmusic_always_long_demo,2021-11,-7.129110178698362,-21.76996675391135,0
dcupmusic_always_long_demo,2021-12,-18.893268977621737,-33.57773465269881,0
dcupmusic_always_long_demo,2022-01,-16.81762783225308,-51.859023195131826,0
dcupmusic_always_long_demo,2022-02,12.268672682772387,-49.56243082827078,0
dcupmusic_always_long_demo,2022-03,5.447804425906755,-45.73414625805056,0
dcupmusic_always_long_demo,2022-04,-17.341669230431144,-45.26001293752368,0
dcupmusic_always_long_demo,2022-05,-15.463983304310968,-60.592215510912176,0
dcupmusic_always_long_demo,2022-06,-37.343149526067776,-74.0987574010567,0
dcupmusic_always_long_demo,2022-07,16.897633447938286,-72.39446786247805,0
dcupmusic_always_long_demo,2022-08,-13.948415850511486,-71.55272841314508,0
dcupmusic_always_long_demo,2022-09,-3.1424793553377572,-73.25541713326886,0
dcupmusic_always_long_demo,2022-10,5.513685045616867,-73.25483501746713,0
dcupmusic_always_long_demo,2022-11,-16.251830875891027,-77.24232825946648,0
dcupmusic_always_long_demo,2022-12,-3.589396792453914,-76.12306510164834,0
dcupmusic_always_long_demo,2023-01,39.799003482972026,-75.98161096182268,0
dcupmusic_always_long_demo,2023-02,0.04411879201027258,-68.77967426255024,0
dcupmusic_always_long_demo,2023-03,23.023744465965578,-71.45566060320294,0
