timestamp,close,target_position,active_position,candidate_version
2025-01-01 07:45:00+00:00,93660.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 08:00:00+00:00,93711.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 08:15:00+00:00,93384.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 08:30:00+00:00,93450.0,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 08:45:00+00:00,93398.2,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 09:00:00+00:00,93297.2,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 09:15:00+00:00,93112.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 09:30:00+00:00,93074.3,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 09:45:00+00:00,93382.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 10:00:00+00:00,93354.8,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 10:15:00+00:00,93372.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 10:30:00+00:00,93368.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 10:45:00+00:00,93307.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 11:00:00+00:00,93302.4,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 11:15:00+00:00,93474.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 11:30:00+00:00,93581.6,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 11:45:00+00:00,93420.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 12:00:00+00:00,93419.5,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 12:15:00+00:00,93854.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 12:30:00+00:00,93755.5,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 12:45:00+00:00,93788.3,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 13:00:00+00:00,93627.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 13:15:00+00:00,93694.0,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 13:30:00+00:00,93752.0,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 13:45:00+00:00,93995.2,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 14:00:00+00:00,94220.2,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 14:15:00+00:00,93884.6,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 14:30:00+00:00,93940.3,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 14:45:00+00:00,94147.2,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 15:00:00+00:00,93957.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 15:15:00+00:00,94130.2,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 15:30:00+00:00,94228.0,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 15:45:00+00:00,94409.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 16:00:00+00:00,94246.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 16:15:00+00:00,94137.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 16:30:00+00:00,94006.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 16:45:00+00:00,94070.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 17:00:00+00:00,93852.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 17:15:00+00:00,93958.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 17:30:00+00:00,94015.4,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 17:45:00+00:00,94123.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 18:00:00+00:00,93991.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 18:15:00+00:00,94183.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 18:30:00+00:00,94265.6,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 18:45:00+00:00,94321.6,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 19:00:00+00:00,94340.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 19:15:00+00:00,94245.6,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 19:30:00+00:00,94428.6,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 19:45:00+00:00,94612.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 20:00:00+00:00,94683.2,0.25,-0.25,strategy_1_candidate_20260627
2025-01-01 20:15:00+00:00,94694.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 20:30:00+00:00,94704.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 20:45:00+00:00,94767.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 21:00:00+00:00,94742.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 21:15:00+00:00,94940.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 21:30:00+00:00,94779.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 21:45:00+00:00,94962.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 22:00:00+00:00,94815.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 22:15:00+00:00,94724.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 22:30:00+00:00,94939.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 22:45:00+00:00,94770.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 23:00:00+00:00,94829.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 23:15:00+00:00,94620.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 23:30:00+00:00,94711.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-01 23:45:00+00:00,94580.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 00:00:00+00:00,94521.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 00:15:00+00:00,94913.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 00:30:00+00:00,95104.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 00:45:00+00:00,95112.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 01:00:00+00:00,95316.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 01:15:00+00:00,95060.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 01:30:00+00:00,94988.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 01:45:00+00:00,94846.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 02:00:00+00:00,95001.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 02:15:00+00:00,95012.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 02:30:00+00:00,95008.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 02:45:00+00:00,95222.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 03:00:00+00:00,94990.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 03:15:00+00:00,95057.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 03:30:00+00:00,94908.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 03:45:00+00:00,95000.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 04:00:00+00:00,95146.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 04:15:00+00:00,95161.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 04:30:00+00:00,95793.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 04:45:00+00:00,95698.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 05:00:00+00:00,95466.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 05:15:00+00:00,95745.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 05:30:00+00:00,95768.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 05:45:00+00:00,95579.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 06:00:00+00:00,95524.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 06:15:00+00:00,95434.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 06:30:00+00:00,95519.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 06:45:00+00:00,95569.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 07:00:00+00:00,95690.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 07:15:00+00:00,95762.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 07:30:00+00:00,95831.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 07:45:00+00:00,95815.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 08:00:00+00:00,95950.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 08:15:00+00:00,95713.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 08:30:00+00:00,95934.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 08:45:00+00:00,96125.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 09:00:00+00:00,96191.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 09:15:00+00:00,96376.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 09:30:00+00:00,96329.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 09:45:00+00:00,96722.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 10:00:00+00:00,96583.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 10:15:00+00:00,96670.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 10:30:00+00:00,96592.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 10:45:00+00:00,96693.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 11:00:00+00:00,96737.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 11:15:00+00:00,96529.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 11:30:00+00:00,96661.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 11:45:00+00:00,96715.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 12:00:00+00:00,96777.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 12:15:00+00:00,96736.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 12:30:00+00:00,96651.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 12:45:00+00:00,96829.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 13:00:00+00:00,96743.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 13:15:00+00:00,96738.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 13:30:00+00:00,96633.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 13:45:00+00:00,96426.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 14:00:00+00:00,96340.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 14:15:00+00:00,96447.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 14:30:00+00:00,96797.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 14:45:00+00:00,97216.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 15:00:00+00:00,96989.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 15:15:00+00:00,96631.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 15:30:00+00:00,96309.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 15:45:00+00:00,96428.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 16:00:00+00:00,96632.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 16:15:00+00:00,97363.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 16:30:00+00:00,97410.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 16:45:00+00:00,97195.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 17:00:00+00:00,97520.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 17:15:00+00:00,97062.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 17:30:00+00:00,96626.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 17:45:00+00:00,96734.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 18:00:00+00:00,96810.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 18:15:00+00:00,96878.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 18:30:00+00:00,97061.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 18:45:00+00:00,97288.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 19:00:00+00:00,97451.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 19:15:00+00:00,97565.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 19:30:00+00:00,97395.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 19:45:00+00:00,97292.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 20:00:00+00:00,97733.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 20:15:00+00:00,97551.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 20:30:00+00:00,97420.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 20:45:00+00:00,97265.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 21:00:00+00:00,97184.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 21:15:00+00:00,97088.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 21:30:00+00:00,97173.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 21:45:00+00:00,97180.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 22:00:00+00:00,96969.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 22:15:00+00:00,96867.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 22:30:00+00:00,96897.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 22:45:00+00:00,96863.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 23:00:00+00:00,96833.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 23:15:00+00:00,96954.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 23:30:00+00:00,96974.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-02 23:45:00+00:00,96967.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 00:00:00+00:00,96903.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 00:15:00+00:00,96990.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 00:30:00+00:00,96873.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 00:45:00+00:00,96799.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 01:00:00+00:00,96696.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 01:15:00+00:00,96872.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 01:30:00+00:00,96720.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 01:45:00+00:00,96960.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 02:00:00+00:00,97067.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 02:15:00+00:00,97222.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 02:30:00+00:00,97042.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 02:45:00+00:00,96938.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 03:00:00+00:00,96938.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 03:15:00+00:00,96900.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 03:30:00+00:00,96904.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 03:45:00+00:00,97019.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 04:00:00+00:00,96930.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 04:15:00+00:00,96877.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 04:30:00+00:00,96858.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 04:45:00+00:00,96779.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 05:00:00+00:00,96733.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 05:15:00+00:00,96641.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 05:30:00+00:00,96704.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 05:45:00+00:00,96727.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 06:00:00+00:00,96825.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 06:15:00+00:00,96633.6,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 06:30:00+00:00,96635.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 06:45:00+00:00,96504.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 07:00:00+00:00,96506.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 07:15:00+00:00,96412.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 07:30:00+00:00,96350.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 07:45:00+00:00,96275.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 08:00:00+00:00,96425.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 08:15:00+00:00,96300.0,-0.25,0.25,strategy_1_candidate_20260627
2025-01-03 08:30:00+00:00,96237.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 08:45:00+00:00,96090.6,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 09:00:00+00:00,96305.0,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 09:15:00+00:00,96450.0,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 09:30:00+00:00,96590.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 09:45:00+00:00,96511.8,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 10:00:00+00:00,96393.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 10:15:00+00:00,96500.0,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 10:30:00+00:00,96441.5,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 10:45:00+00:00,96443.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 11:00:00+00:00,96471.4,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 11:15:00+00:00,96703.5,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 11:30:00+00:00,96639.5,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 11:45:00+00:00,96710.5,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 12:00:00+00:00,96806.8,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 12:15:00+00:00,96845.4,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 12:30:00+00:00,96666.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 12:45:00+00:00,96615.4,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 13:00:00+00:00,96580.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 13:15:00+00:00,96496.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 13:30:00+00:00,96570.7,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 13:45:00+00:00,96464.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 14:00:00+00:00,96735.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 14:15:00+00:00,97037.5,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 14:30:00+00:00,97204.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 14:45:00+00:00,96970.4,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 15:00:00+00:00,97107.0,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 15:15:00+00:00,97215.9,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 15:30:00+00:00,97386.1,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 15:45:00+00:00,97479.5,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 16:00:00+00:00,97581.3,-0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 16:15:00+00:00,98023.9,0.25,-0.25,strategy_1_candidate_20260627
2025-01-03 16:30:00+00:00,98100.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 16:45:00+00:00,97822.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 17:00:00+00:00,97863.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 17:15:00+00:00,98116.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 17:30:00+00:00,98163.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 17:45:00+00:00,97986.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 18:00:00+00:00,98272.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 18:15:00+00:00,98432.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 18:30:00+00:00,98385.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 18:45:00+00:00,98483.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 19:00:00+00:00,98882.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 19:15:00+00:00,98664.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 19:30:00+00:00,98644.9,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 19:45:00+00:00,98545.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 20:00:00+00:00,98437.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 20:15:00+00:00,98560.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 20:30:00+00:00,98397.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 20:45:00+00:00,98269.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 21:00:00+00:00,98148.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 21:15:00+00:00,98238.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 21:30:00+00:00,98286.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 21:45:00+00:00,98222.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 22:00:00+00:00,98327.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 22:15:00+00:00,98422.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 22:30:00+00:00,98361.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 22:45:00+00:00,98258.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 23:00:00+00:00,98233.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 23:15:00+00:00,98056.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 23:30:00+00:00,98139.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-03 23:45:00+00:00,98145.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 00:00:00+00:00,98086.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 00:15:00+00:00,98056.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 00:30:00+00:00,97951.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 00:45:00+00:00,97912.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 01:00:00+00:00,97858.3,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 01:15:00+00:00,97926.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 01:30:00+00:00,98020.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 01:45:00+00:00,97990.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 02:00:00+00:00,97896.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 02:15:00+00:00,97868.7,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 02:30:00+00:00,98106.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 02:45:00+00:00,98267.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 03:00:00+00:00,98122.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 03:15:00+00:00,98041.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 03:30:00+00:00,98204.1,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 03:45:00+00:00,98149.4,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 04:00:00+00:00,97907.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 04:15:00+00:00,97913.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 04:30:00+00:00,97976.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 04:45:00+00:00,97970.5,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 05:00:00+00:00,98009.8,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 05:15:00+00:00,98108.2,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 05:30:00+00:00,98142.0,0.25,0.25,strategy_1_candidate_20260627
2025-01-04 05:45:00+00:00,98087.3,0.25,0.25,strategy_1_candidate_20260627
