year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2025,0.9982454872809969,171.35167498350725,12,0,1.0520745198137282,12,152,-24.013636095491787
2026,0.817792211565125,126.54925837621155,6,0,2.6358162207531732,12,74,-19.419284318939955
