month,log_return,turnover,max_drawdown_pct,return_pct
2025-06,0.0,0.0,0.0,0.0
2025-07,0.0,0.0,0.0,0.0
2025-08,0.2754175502397673,89.60000000000001,-21.133927276612262,31.708050734992742
2025-09,0.2600622471888126,57.6,-25.914381793882292,29.701081943042105
2025-10,0.028235304188781354,118.4,-34.36470790366158,2.8637698706064807
2025-11,0.5200769050893561,89.60000000000001,-37.4475527628477,68.21570111597994
2025-12,0.25527700224050764,80.0,-35.221244049339795,29.08191311464483
2026-01,0.4265818188077781,102.4,-45.23338769946377,53.201186919970624
2026-02,0.12685392988351607,76.80000000000001,-27.42285232700651,13.525117939775221
2026-03,0.5762004327592986,96.0,-28.148359569757442,77.92651335856462
2026-04,0.3556192829686467,54.400000000000006,-19.815509745190653,42.706413720561855
2026-05,-0.30227517772080775,80.0,-45.21496266412011,-26.086535648427223
