symbol,timestamp,funding_interval_hours,funding_rate
AVAXUSDT,2024-08-19 00:00:00+00:00,8,7.799e-05
AVAXUSDT,2024-08-19 08:00:00+00:00,8,-0.00010787
AVAXUSDT,2024-08-19 16:00:00.002000+00:00,8,-9.285e-05
AVAXUSDT,2024-08-20 00:00:00+00:00,8,-0.00018766
AVAXUSDT,2024-08-20 08:00:00+00:00,8,7.855e-05
AVAXUSDT,2024-08-20 16:00:00.001000+00:00,8,3.385e-05
AVAXUSDT,2024-08-21 00:00:00.001000+00:00,8,4.938e-05
AVAXUSDT,2024-08-21 08:00:00+00:00,8,-4.116e-05
AVAXUSDT,2024-08-21 16:00:00.001000+00:00,8,-9.38e-06
AVAXUSDT,2024-08-22 00:00:00+00:00,8,-8.936e-05
AVAXUSDT,2024-08-22 08:00:00+00:00,8,-1.759e-05
AVAXUSDT,2024-08-22 16:00:00.008000+00:00,8,-4.288e-05
AVAXUSDT,2024-08-23 00:00:00+00:00,8,-9.641e-05
AVAXUSDT,2024-08-23 08:00:00+00:00,8,-3.519e-05
AVAXUSDT,2024-08-23 16:00:00+00:00,8,1.234e-05
AVAXUSDT,2024-08-24 00:00:00+00:00,8,-8.347e-05
AVAXUSDT,2024-08-24 08:00:00.005000+00:00,8,-0.00015408
AVAXUSDT,2024-08-24 16:00:00+00:00,8,9e-08
AVAXUSDT,2024-08-25 00:00:00+00:00,8,7.134e-05
AVAXUSDT,2024-08-25 08:00:00+00:00,8,1.339e-05
AVAXUSDT,2024-08-25 16:00:00+00:00,8,-5.005e-05
AVAXUSDT,2024-08-26 00:00:00+00:00,8,-2.336e-05
AVAXUSDT,2024-08-26 08:00:00.001000+00:00,8,6.217e-05
AVAXUSDT,2024-08-26 16:00:00+00:00,8,4.313e-05
AVAXUSDT,2024-08-27 00:00:00.001000+00:00,8,9.78e-06
AVAXUSDT,2024-08-27 08:00:00+00:00,8,3.067e-05
AVAXUSDT,2024-08-27 16:00:00+00:00,8,7.828e-05
AVAXUSDT,2024-08-28 00:00:00+00:00,8,-5.919e-05
AVAXUSDT,2024-08-28 08:00:00+00:00,8,-9.814e-05
AVAXUSDT,2024-08-28 16:00:00.001000+00:00,8,-6.989e-05
AVAXUSDT,2024-08-29 00:00:00+00:00,8,-5.849e-05
AVAXUSDT,2024-08-29 08:00:00.001000+00:00,8,-0.00013522
AVAXUSDT,2024-08-29 16:00:00+00:00,8,-0.00017556
AVAXUSDT,2024-08-30 00:00:00+00:00,8,-3.943e-05
AVAXUSDT,2024-08-30 08:00:00+00:00,8,-3.979e-05
AVAXUSDT,2024-08-30 16:00:00+00:00,8,-0.00011917
AVAXUSDT,2024-08-31 00:00:00+00:00,8,3.957e-05
AVAXUSDT,2024-08-31 08:00:00+00:00,8,5.597e-05
AVAXUSDT,2024-08-31 16:00:00+00:00,8,5.589e-05
AVAXUSDT,2024-09-01 00:00:00+00:00,8,-2.813e-05
AVAXUSDT,2024-09-01 08:00:00.001000+00:00,8,-0.00010052
AVAXUSDT,2024-09-01 16:00:00+00:00,8,-6.034e-05
AVAXUSDT,2024-09-02 00:00:00.001000+00:00,8,-0.00020278
AVAXUSDT,2024-09-02 08:00:00.001000+00:00,8,-9.646e-05
AVAXUSDT,2024-09-02 16:00:00+00:00,8,-0.00019719
AVAXUSDT,2024-09-03 00:00:00+00:00,8,-0.00016686
AVAXUSDT,2024-09-03 08:00:00.001000+00:00,8,-0.00013357
AVAXUSDT,2024-09-03 16:00:00+00:00,8,-0.00012328
AVAXUSDT,2024-09-04 00:00:00+00:00,8,-0.0001175
AVAXUSDT,2024-09-04 08:00:00+00:00,8,-6.899e-05
AVAXUSDT,2024-09-04 16:00:00+00:00,8,-5.478e-05
AVAXUSDT,2024-09-05 00:00:00+00:00,8,-4.935e-05
AVAXUSDT,2024-09-05 08:00:00+00:00,8,-8.864e-05
AVAXUSDT,2024-09-05 16:00:00.005000+00:00,8,-0.00010906
AVAXUSDT,2024-09-06 00:00:00+00:00,8,-3.62e-06
AVAXUSDT,2024-09-06 08:00:00.001000+00:00,8,-6.802e-05
AVAXUSDT,2024-09-06 16:00:00+00:00,8,-2.926e-05
AVAXUSDT,2024-09-07 00:00:00+00:00,8,-0.00012327
AVAXUSDT,2024-09-07 08:00:00+00:00,8,-6.212e-05
AVAXUSDT,2024-09-07 16:00:00+00:00,8,-4.238e-05
AVAXUSDT,2024-09-08 00:00:00+00:00,8,2.022e-05
AVAXUSDT,2024-09-08 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-08 16:00:00+00:00,8,8.247e-05
AVAXUSDT,2024-09-09 00:00:00+00:00,8,-9.18e-06
AVAXUSDT,2024-09-09 08:00:00+00:00,8,6.069e-05
AVAXUSDT,2024-09-09 16:00:00.001000+00:00,8,-7.26e-06
AVAXUSDT,2024-09-10 00:00:00+00:00,8,-1.522e-05
AVAXUSDT,2024-09-10 08:00:00+00:00,8,-0.000161
AVAXUSDT,2024-09-10 16:00:00+00:00,8,-3.599e-05
AVAXUSDT,2024-09-11 00:00:00+00:00,8,4.957e-05
AVAXUSDT,2024-09-11 08:00:00+00:00,8,-1.489e-05
AVAXUSDT,2024-09-11 16:00:00+00:00,8,-5.715e-05
AVAXUSDT,2024-09-12 00:00:00+00:00,8,-6.667e-05
AVAXUSDT,2024-09-12 08:00:00+00:00,8,-0.0003164
AVAXUSDT,2024-09-12 16:00:00+00:00,8,-0.00014502
AVAXUSDT,2024-09-13 00:00:00+00:00,8,1.34e-06
AVAXUSDT,2024-09-13 08:00:00.001000+00:00,8,3.28e-06
AVAXUSDT,2024-09-13 16:00:00.001000+00:00,8,7.261e-05
AVAXUSDT,2024-09-14 00:00:00+00:00,8,3.677e-05
AVAXUSDT,2024-09-14 08:00:00+00:00,8,7.82e-05
AVAXUSDT,2024-09-14 16:00:00.001000+00:00,8,3.64e-05
AVAXUSDT,2024-09-15 00:00:00+00:00,8,6.399e-05
AVAXUSDT,2024-09-15 08:00:00+00:00,8,-3.515e-05
AVAXUSDT,2024-09-15 16:00:00+00:00,8,-3.035e-05
AVAXUSDT,2024-09-16 00:00:00+00:00,8,-3.637e-05
AVAXUSDT,2024-09-16 08:00:00.001000+00:00,8,-0.00016976
AVAXUSDT,2024-09-16 16:00:00+00:00,8,-4.14e-06
AVAXUSDT,2024-09-17 00:00:00.001000+00:00,8,-8.535e-05
AVAXUSDT,2024-09-17 08:00:00+00:00,8,-0.00012485
AVAXUSDT,2024-09-17 16:00:00+00:00,8,1.04e-05
AVAXUSDT,2024-09-18 00:00:00+00:00,8,1.319e-05
AVAXUSDT,2024-09-18 08:00:00+00:00,8,-0.00011362
AVAXUSDT,2024-09-18 16:00:00.004000+00:00,8,-0.00024975
AVAXUSDT,2024-09-19 00:00:00+00:00,8,7.935e-05
AVAXUSDT,2024-09-19 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-19 16:00:00.001000+00:00,8,6.056e-05
AVAXUSDT,2024-09-20 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-20 08:00:00.001000+00:00,8,1.141e-05
AVAXUSDT,2024-09-20 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-21 00:00:00.001000+00:00,8,-7.92e-06
AVAXUSDT,2024-09-21 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-21 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-22 00:00:00+00:00,8,9.162e-05
AVAXUSDT,2024-09-22 08:00:00+00:00,8,4.873e-05
AVAXUSDT,2024-09-22 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-23 00:00:00+00:00,8,5.021e-05
AVAXUSDT,2024-09-23 08:00:00+00:00,8,3.463e-05
AVAXUSDT,2024-09-23 16:00:00+00:00,8,6.821e-05
AVAXUSDT,2024-09-24 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-24 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-24 16:00:00.001000+00:00,8,-4.294e-05
AVAXUSDT,2024-09-25 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-25 08:00:00.003000+00:00,8,8.15e-05
AVAXUSDT,2024-09-25 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-26 00:00:00.005000+00:00,8,-7.2e-07
AVAXUSDT,2024-09-26 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-26 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-27 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-27 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-27 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-28 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-28 08:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-09-28 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-29 00:00:00.001000+00:00,8,8.441e-05
AVAXUSDT,2024-09-29 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-09-29 16:00:00+00:00,8,-6.757e-05
AVAXUSDT,2024-09-30 00:00:00+00:00,8,-6.796e-05
AVAXUSDT,2024-09-30 08:00:00.001000+00:00,8,5.946e-05
AVAXUSDT,2024-09-30 16:00:00+00:00,8,4.13e-05
AVAXUSDT,2024-10-01 00:00:00+00:00,8,-1.538e-05
AVAXUSDT,2024-10-01 08:00:00+00:00,8,2.264e-05
AVAXUSDT,2024-10-01 16:00:00.001000+00:00,8,-8.854e-05
AVAXUSDT,2024-10-02 00:00:00+00:00,8,-9.911e-05
AVAXUSDT,2024-10-02 08:00:00+00:00,8,-0.00013828
AVAXUSDT,2024-10-02 16:00:00+00:00,8,1.241e-05
AVAXUSDT,2024-10-03 00:00:00+00:00,8,-0.00011105
AVAXUSDT,2024-10-03 08:00:00+00:00,8,-0.00014586
AVAXUSDT,2024-10-03 16:00:00+00:00,8,-0.00020334
AVAXUSDT,2024-10-04 00:00:00+00:00,8,-0.00041478
AVAXUSDT,2024-10-04 08:00:00+00:00,8,-0.00029116
AVAXUSDT,2024-10-04 16:00:00.001000+00:00,8,-0.00045387
AVAXUSDT,2024-10-05 00:00:00+00:00,8,-5.122e-05
AVAXUSDT,2024-10-05 08:00:00+00:00,8,5.8e-06
AVAXUSDT,2024-10-05 16:00:00+00:00,8,-3.097e-05
AVAXUSDT,2024-10-06 00:00:00+00:00,8,-9.697e-05
AVAXUSDT,2024-10-06 08:00:00.001000+00:00,8,-6.71e-05
AVAXUSDT,2024-10-06 16:00:00+00:00,8,-9.54e-06
AVAXUSDT,2024-10-07 00:00:00+00:00,8,7.865e-05
AVAXUSDT,2024-10-07 08:00:00+00:00,8,-2.738e-05
AVAXUSDT,2024-10-07 16:00:00.001000+00:00,8,-4.09e-06
AVAXUSDT,2024-10-08 00:00:00+00:00,8,6.262e-05
AVAXUSDT,2024-10-08 08:00:00+00:00,8,3.536e-05
AVAXUSDT,2024-10-08 16:00:00+00:00,8,3.25e-06
AVAXUSDT,2024-10-09 00:00:00+00:00,8,2.748e-05
AVAXUSDT,2024-10-09 08:00:00+00:00,8,-0.00011487
AVAXUSDT,2024-10-09 16:00:00+00:00,8,1.711e-05
AVAXUSDT,2024-10-10 00:00:00+00:00,8,6.712e-05
AVAXUSDT,2024-10-10 08:00:00+00:00,8,-1.035e-05
AVAXUSDT,2024-10-10 16:00:00+00:00,8,-1.936e-05
AVAXUSDT,2024-10-11 00:00:00+00:00,8,-8.407e-05
AVAXUSDT,2024-10-11 08:00:00+00:00,8,-1.061e-05
AVAXUSDT,2024-10-11 16:00:00.001000+00:00,8,7.16e-05
AVAXUSDT,2024-10-12 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-12 08:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-10-12 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-13 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-13 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-13 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-14 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-14 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-14 16:00:00+00:00,8,4.341e-05
AVAXUSDT,2024-10-15 00:00:00+00:00,8,-7.493e-05
AVAXUSDT,2024-10-15 08:00:00+00:00,8,7.248e-05
AVAXUSDT,2024-10-15 16:00:00+00:00,8,-9.021e-05
AVAXUSDT,2024-10-16 00:00:00+00:00,8,-0.00011908
AVAXUSDT,2024-10-16 08:00:00.001000+00:00,8,-0.0001177
AVAXUSDT,2024-10-16 16:00:00+00:00,8,-3.102e-05
AVAXUSDT,2024-10-17 00:00:00+00:00,8,4.453e-05
AVAXUSDT,2024-10-17 08:00:00+00:00,8,5.767e-05
AVAXUSDT,2024-10-17 16:00:00.001000+00:00,8,4.914e-05
AVAXUSDT,2024-10-18 00:00:00.010000+00:00,8,2.244e-05
AVAXUSDT,2024-10-18 08:00:00.001000+00:00,8,4.322e-05
AVAXUSDT,2024-10-18 16:00:00+00:00,8,1.327e-05
AVAXUSDT,2024-10-19 00:00:00+00:00,8,8.096e-05
AVAXUSDT,2024-10-19 08:00:00+00:00,8,7.822e-05
AVAXUSDT,2024-10-19 16:00:00+00:00,8,5.845e-05
AVAXUSDT,2024-10-20 00:00:00+00:00,8,7.942e-05
AVAXUSDT,2024-10-20 08:00:00+00:00,8,6.654e-05
AVAXUSDT,2024-10-20 16:00:00+00:00,8,6.826e-05
AVAXUSDT,2024-10-21 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-21 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-21 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-22 00:00:00+00:00,8,6.99e-06
AVAXUSDT,2024-10-22 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-22 16:00:00+00:00,8,4.547e-05
AVAXUSDT,2024-10-23 00:00:00+00:00,8,9.935e-05
AVAXUSDT,2024-10-23 08:00:00+00:00,8,-3.332e-05
AVAXUSDT,2024-10-23 16:00:00+00:00,8,-0.00014626
AVAXUSDT,2024-10-24 00:00:00+00:00,8,1.35e-06
AVAXUSDT,2024-10-24 08:00:00+00:00,8,3.859e-05
AVAXUSDT,2024-10-24 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-25 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-25 08:00:00+00:00,8,-0.00011919
AVAXUSDT,2024-10-25 16:00:00+00:00,8,-9.47e-06
AVAXUSDT,2024-10-26 00:00:00+00:00,8,-0.00017851
AVAXUSDT,2024-10-26 08:00:00.001000+00:00,8,-0.00031813
AVAXUSDT,2024-10-26 16:00:00+00:00,8,-7.29e-05
AVAXUSDT,2024-10-27 00:00:00+00:00,8,-8.053e-05
AVAXUSDT,2024-10-27 08:00:00+00:00,8,-0.00023747
AVAXUSDT,2024-10-27 16:00:00+00:00,8,-7.456e-05
AVAXUSDT,2024-10-28 00:00:00+00:00,8,-0.00010925
AVAXUSDT,2024-10-28 08:00:00.001000+00:00,8,-6.118e-05
AVAXUSDT,2024-10-28 16:00:00+00:00,8,-4.278e-05
AVAXUSDT,2024-10-29 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-29 08:00:00+00:00,8,9.964e-05
AVAXUSDT,2024-10-29 16:00:00.004000+00:00,8,8.578e-05
AVAXUSDT,2024-10-30 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-30 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-30 16:00:00.013000+00:00,8,0.0001
AVAXUSDT,2024-10-31 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-10-31 08:00:00+00:00,8,-5.124e-05
AVAXUSDT,2024-10-31 16:00:00+00:00,8,-0.00013588
AVAXUSDT,2024-11-01 00:00:00+00:00,8,-0.00044336
AVAXUSDT,2024-11-01 08:00:00+00:00,8,-3.866e-05
AVAXUSDT,2024-11-01 16:00:00+00:00,8,-0.00012913
AVAXUSDT,2024-11-02 00:00:00+00:00,8,-5.531e-05
AVAXUSDT,2024-11-02 08:00:00+00:00,8,-4.229e-05
AVAXUSDT,2024-11-02 16:00:00+00:00,8,-0.0002304
AVAXUSDT,2024-11-03 00:00:00+00:00,8,-0.00024547
AVAXUSDT,2024-11-03 08:00:00+00:00,8,-0.00012996
AVAXUSDT,2024-11-03 16:00:00+00:00,8,-3.036e-05
AVAXUSDT,2024-11-04 00:00:00+00:00,8,-0.00023818
AVAXUSDT,2024-11-04 08:00:00+00:00,8,-0.00023076
AVAXUSDT,2024-11-04 16:00:00+00:00,8,-4.208e-05
AVAXUSDT,2024-11-05 00:00:00+00:00,8,-1.141e-05
AVAXUSDT,2024-11-05 08:00:00.003000+00:00,8,-1.254e-05
AVAXUSDT,2024-11-05 16:00:00.001000+00:00,8,-4.85e-06
AVAXUSDT,2024-11-06 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-06 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-06 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-07 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-07 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-07 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-08 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-08 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-08 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-09 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-09 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-09 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-10 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-10 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-10 16:00:00+00:00,8,0.00017318
AVAXUSDT,2024-11-11 00:00:00.001000+00:00,8,0.00016011
AVAXUSDT,2024-11-11 08:00:00+00:00,8,0.00018792
AVAXUSDT,2024-11-11 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-12 00:00:00.002000+00:00,8,0.00030821
AVAXUSDT,2024-11-12 08:00:00+00:00,8,0.00036437
AVAXUSDT,2024-11-12 16:00:00+00:00,8,0.00049131
AVAXUSDT,2024-11-13 00:00:00+00:00,8,0.00012998
AVAXUSDT,2024-11-13 08:00:00.010000+00:00,8,0.0001056
AVAXUSDT,2024-11-13 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-14 00:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-11-14 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-14 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-15 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-15 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-15 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-16 00:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-11-16 08:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-11-16 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-17 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-17 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-17 16:00:00.001000+00:00,8,0.00018744
AVAXUSDT,2024-11-18 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-18 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-18 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-19 00:00:00+00:00,8,0.00019752
AVAXUSDT,2024-11-19 08:00:00+00:00,8,0.00018132
AVAXUSDT,2024-11-19 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-20 00:00:00.003000+00:00,8,0.0001
AVAXUSDT,2024-11-20 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-20 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-21 00:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-11-21 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-21 16:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-11-22 00:00:00+00:00,8,0.00037199
AVAXUSDT,2024-11-22 08:00:00+00:00,8,0.00017879
AVAXUSDT,2024-11-22 16:00:00.001000+00:00,8,0.0002642
AVAXUSDT,2024-11-23 00:00:00+00:00,8,0.00016639
AVAXUSDT,2024-11-23 08:00:00+00:00,8,0.00032581
AVAXUSDT,2024-11-23 16:00:00+00:00,8,0.00040219
AVAXUSDT,2024-11-24 00:00:00.001000+00:00,8,0.00025758
AVAXUSDT,2024-11-24 08:00:00+00:00,8,0.00029555
AVAXUSDT,2024-11-24 16:00:00+00:00,8,0.0001921
AVAXUSDT,2024-11-25 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-25 08:00:00+00:00,8,0.00017432
AVAXUSDT,2024-11-25 16:00:00+00:00,8,0.00024666
AVAXUSDT,2024-11-26 00:00:00+00:00,8,0.00016271
AVAXUSDT,2024-11-26 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-26 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-27 00:00:00+00:00,8,0.00013199
AVAXUSDT,2024-11-27 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-27 16:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-11-28 00:00:00+00:00,8,0.00010474
AVAXUSDT,2024-11-28 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-28 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-29 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-11-29 08:00:00+00:00,8,0.00019268
AVAXUSDT,2024-11-29 16:00:00+00:00,8,0.00016663
AVAXUSDT,2024-11-30 00:00:00+00:00,8,0.00018446
AVAXUSDT,2024-11-30 08:00:00+00:00,8,0.0001909
AVAXUSDT,2024-11-30 16:00:00+00:00,8,0.00024661
AVAXUSDT,2024-12-01 00:00:00+00:00,8,0.00023396
AVAXUSDT,2024-12-01 08:00:00+00:00,8,0.00011693
AVAXUSDT,2024-12-01 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-02 00:00:00.001000+00:00,8,0.00040734
AVAXUSDT,2024-12-02 08:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-02 16:00:00+00:00,8,0.00025591
AVAXUSDT,2024-12-03 00:00:00+00:00,8,0.00017128
AVAXUSDT,2024-12-03 08:00:00+00:00,8,0.00047279
AVAXUSDT,2024-12-03 16:00:00+00:00,8,0.00022109
AVAXUSDT,2024-12-04 00:00:00+00:00,8,0.00019138
AVAXUSDT,2024-12-04 08:00:00+00:00,8,0.000402
AVAXUSDT,2024-12-04 16:00:00+00:00,8,0.00041775
AVAXUSDT,2024-12-05 00:00:00.001000+00:00,8,0.00037917
AVAXUSDT,2024-12-05 08:00:00+00:00,8,0.00032937
AVAXUSDT,2024-12-05 16:00:00+00:00,8,0.00048724
AVAXUSDT,2024-12-06 00:00:00+00:00,8,0.00013142
AVAXUSDT,2024-12-06 08:00:00+00:00,8,0.00039418
AVAXUSDT,2024-12-06 16:00:00+00:00,8,0.00014007
AVAXUSDT,2024-12-07 00:00:00+00:00,8,0.00050826
AVAXUSDT,2024-12-07 08:00:00+00:00,8,0.00044077
AVAXUSDT,2024-12-07 16:00:00+00:00,8,0.00038482
AVAXUSDT,2024-12-08 00:00:00+00:00,8,0.00027071
AVAXUSDT,2024-12-08 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-08 16:00:00+00:00,8,0.00025955
AVAXUSDT,2024-12-09 00:00:00+00:00,8,0.00034107
AVAXUSDT,2024-12-09 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-09 16:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-10 00:00:00.007000+00:00,8,0.0001
AVAXUSDT,2024-12-10 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-10 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-11 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-11 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-11 16:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-12 00:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-12 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-12 16:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-13 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-13 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-13 16:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-14 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-14 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-14 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-15 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-15 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-15 16:00:00+00:00,8,7.017e-05
AVAXUSDT,2024-12-16 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-16 08:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-16 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-17 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-17 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-17 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-18 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-18 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-18 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-19 00:00:00+00:00,8,8.09e-05
AVAXUSDT,2024-12-19 08:00:00+00:00,8,-3.161e-05
AVAXUSDT,2024-12-19 16:00:00+00:00,8,-1.157e-05
AVAXUSDT,2024-12-20 00:00:00+00:00,8,-4.235e-05
AVAXUSDT,2024-12-20 08:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-20 16:00:00.014000+00:00,8,-0.00010293
AVAXUSDT,2024-12-21 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-21 08:00:00+00:00,8,7.826e-05
AVAXUSDT,2024-12-21 16:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-22 00:00:00+00:00,8,9.291e-05
AVAXUSDT,2024-12-22 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-22 16:00:00+00:00,8,2.695e-05
AVAXUSDT,2024-12-23 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-23 08:00:00+00:00,8,6.721e-05
AVAXUSDT,2024-12-23 16:00:00.001000+00:00,8,4.044e-05
AVAXUSDT,2024-12-24 00:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-24 08:00:00+00:00,8,2.771e-05
AVAXUSDT,2024-12-24 16:00:00.001000+00:00,8,5.849e-05
AVAXUSDT,2024-12-25 00:00:00.001000+00:00,8,3.763e-05
AVAXUSDT,2024-12-25 08:00:00+00:00,8,6.567e-05
AVAXUSDT,2024-12-25 16:00:00+00:00,8,2.147e-05
AVAXUSDT,2024-12-26 00:00:00+00:00,8,5.041e-05
AVAXUSDT,2024-12-26 08:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-26 16:00:00+00:00,8,0.0001
AVAXUSDT,2024-12-27 00:00:00+00:00,8,8.622e-05
AVAXUSDT,2024-12-27 08:00:00+00:00,8,1.283e-05
AVAXUSDT,2024-12-27 16:00:00+00:00,8,-8.497e-05
AVAXUSDT,2024-12-28 00:00:00.001000+00:00,8,0.0001
AVAXUSDT,2024-12-28 08:00:00+00:00,8,2.098e-05
AVAXUSDT,2024-12-28 16:00:00+00:00,8,-1.702e-05
AVAXUSDT,2024-12-29 00:00:00+00:00,8,8.359e-05
AVAXUSDT,2024-12-29 08:00:00+00:00,8,0.0001
