month,log_return,turnover,max_drawdown_pct,return_pct,policy
2026-06,-0.1518406995905787,83.2,-36.307665743477436,-14.08748711743778,strategy_47_best
2026-06,-0.26713091515966525,67.60000000000001,-46.38075485029623,-23.44271601859639,strategy_47_market_only
