month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct,scenario_id,candidate
2025-04,0.058110845853921414,1.402749043373935,1.4868420044644592,-0.293368437729316,80.8,24,5.9832467234395725,-29.336843772931598,vol_slip_10pct_cap20bps,4
2025-05,0.1711976333583176,1.4866777779712923,1.7644729678153144,-0.1658530864256077,44.2,12,18.67252623461182,-16.58530864256077,vol_slip_10pct_cap20bps,4
2025-06,0.06195528551931208,1.764276739682913,1.877248853961688,-0.1461492027998953,48.0,12,6.391477126793688,-14.61492027998953,vol_slip_10pct_cap20bps,4
2025-07,0.03927757743324647,1.8770278469810528,1.9524498296172756,-0.08656573416131519,32.2,12,4.005914053263981,-8.656573416131518,vol_slip_10pct_cap20bps,4
2025-08,0.07531294119239157,1.952178685058668,2.105173419150471,-0.1114154962969186,32.0,10,7.822151802135302,-11.14154962969186,vol_slip_10pct_cap20bps,4
2025-09,0.06909558564668483,2.1049081599065196,2.2557746371871685,-0.10425864367142057,32.0,10,7.153862796608568,-10.425864367142058,vol_slip_10pct_cap20bps,4
2025-10,0.09669664350598439,2.2555274537717644,2.484794791556155,-0.14439893712866547,48.7,22,10.152616781548796,-14.439893712866548,vol_slip_10pct_cap20bps,4
2025-11,0.2180963368976824,2.484517438720959,3.090356369471776,-0.10907227155714727,32.2,12,24.370687671007985,-10.907227155714727,vol_slip_10pct_cap20bps,4
2025-12,0.13164476663203126,3.090356369471776,3.5251788790900074,-0.11278377852355947,32.0,10,14.070303150589481,-11.278377852355948,vol_slip_10pct_cap20bps,4
2026-01,0.09076395462700654,3.5247874540522965,3.860107896104848,-0.23870061062383163,68.1,11,9.501050258797083,-23.870061062383165,vol_slip_10pct_cap20bps,4
2026-02,0.23871838271321166,3.8039781981888843,4.90087381180695,-0.24976588442604863,60.1,11,26.962093902927432,-24.976588442604864,vol_slip_10pct_cap20bps,4
2026-03,0.17728289918505383,4.900344420191877,5.8514905130317665,-0.2988112415831222,32.0,10,19.39688181594552,-29.881124158312222,vol_slip_10pct_cap20bps,4
2026-04,0.16140524659708305,5.850702015570317,6.8764440417982735,-0.14889635325405315,32.8,18,17.516110236936356,-14.889635325405315,vol_slip_10pct_cap20bps,4
2026-05,0.14517463821957283,6.875645238776843,7.950829812578007,-0.08931395783976737,32.0,10,15.624147659009612,-8.931395783976736,vol_slip_10pct_cap20bps,4
2026-06,0.4128224536798261,7.949896297858099,12.01431380270942,-0.2274626506041466,54.5,10,51.107671600555115,-22.74626506041466,vol_slip_10pct_cap20bps,4
2025-01,0.03899205118486836,0.9999000049998333,1.039762218739652,-0.16654266267741136,50.0,10,3.976221873965202,-16.654266267741136,vol_slip_20pct_cap40bps,4
2025-02,0.09074536197468036,1.039638698705997,1.1385293812363533,-0.09309387210249243,20.1,11,9.499014362766678,-9.309387210249243,vol_slip_20pct_cap40bps,4
2025-03,0.17347460065279055,1.1380295241122804,1.3542015434407573,-0.20418091567366814,50.1,11,18.94304756283065,-20.418091567366815,vol_slip_20pct_cap40bps,4
2025-04,0.0430244998637914,1.3540399938695724,1.4137369444012797,-0.2995262558566142,80.8,24,4.3963471500154006,-29.95262558566142,vol_slip_20pct_cap40bps,4
2025-05,0.16299415540269566,1.4135660075747474,1.6640105276285062,-0.17818031951674596,44.2,12,17.70298104031067,-17.818031951674595,vol_slip_20pct_cap40bps,4
2025-06,0.054116936553494144,1.6638068092865113,1.756542881797347,-0.15003708562289453,48.0,12,5.5608034103434845,-15.003708562289454,vol_slip_20pct_cap40bps,4
2025-07,0.03397482760582234,1.7563049351261684,1.8172464815448777,-0.0884690352982469,32.2,12,3.4558564084366417,-8.84690352982469,vol_slip_20pct_cap40bps,4
2025-08,0.06888247395397785,1.816923463202267,1.9468348640250568,-0.11624797287415078,32.0,10,7.131029488636775,-11.624797287415078,vol_slip_20pct_cap40bps,4
2025-09,0.06464594222072573,1.946538923034788,2.0768469401256753,-0.10585488374151286,32.0,10,6.678125530987278,-10.585488374151286,vol_slip_20pct_cap40bps,4
2025-10,0.09144452756083084,2.076599460896675,2.2757174765115287,-0.14841513269543516,48.7,22,9.57559907490435,-14.841513269543515,vol_slip_20pct_cap40bps,4
2025-11,0.21368782458842212,2.2754370059447897,2.817875413579371,-0.11146823595804911,32.2,12,23.82360476041714,-11.14682359580491,vol_slip_20pct_cap40bps,4
2025-12,0.1211357154938047,2.817875413579371,3.18075604029843,-0.11673373549588095,32.0,10,12.877809464901556,-11.673373549588096,vol_slip_20pct_cap40bps,4
2026-01,0.08157712895890379,3.1803677376203874,3.451110440320384,-0.24714553476126755,68.1,11,8.499689903806317,-24.714553476126756,vol_slip_20pct_cap40bps,4
2026-02,0.2115331821958969,3.3806188109665003,4.26409185329361,-0.2600669239634311,60.1,11,23.557096390625865,-26.006692396343112,vol_slip_20pct_cap40bps,4
2026-03,0.17100502650686397,4.263597028376832,5.059330967609636,-0.3095637260402424,32.0,10,18.649671294059456,-30.95637260402424,vol_slip_20pct_cap40bps,4
2026-04,0.15330490350965784,5.058473376065434,5.897562666740562,-0.16625612211255825,32.8,18,16.568034479210382,-16.625612211255824,vol_slip_20pct_cap40bps,4
2026-05,0.1429287851648959,5.896782212785661,6.8037092635250636,-0.09001985191671003,32.0,10,15.36476419139614,-9.001985191671002,vol_slip_20pct_cap40bps,4
2026-06,0.4022941700014818,6.802791942153697,10.173253937342931,-0.2312436318716381,54.5,10,49.525112601182265,-23.12436318716381,vol_slip_20pct_cap40bps,4
2025-01,0.04774846399842338,0.9999000049998333,1.0489067843207787,-0.16303317670783035,50.0,10,4.890678432077844,-16.303317670783034,funding_1bp_8h,4
2025-02,0.10031361455717541,1.0488018988867056,1.1595848794830614,-0.08581728946934686,20.1,11,10.55175701184452,-8.581728946934685,funding_1bp_8h,4
2025-03,0.21773303718860307,1.1591527558124854,1.4416598389905488,-0.18170492500763147,50.1,11,24.32551204300224,-18.170492500763146,funding_1bp_8h,4
2025-04,0.06640719184405137,1.4415156802147089,1.5406467681672125,-0.2899593424978121,80.8,24,6.866177894361347,-28.995934249781207,funding_1bp_8h,4
2025-05,0.17097048631393955,1.5404927111933728,1.8279091888065635,-0.1585500643050909,44.2,12,18.64557318229774,-15.85500643050909,funding_1bp_8h,4
2025-06,0.06518550948513,1.8277264070269243,1.951031687904508,-0.14411381565746284,48.0,12,6.735701086897561,-14.411381565746284,funding_1bp_8h,4
2025-07,0.03908845226067055,1.9508365944905508,2.028804606166891,-0.08663317741006094,32.2,12,3.9862457767614545,-8.663317741006093,funding_1bp_8h,4
2025-08,0.07617309593080523,2.0286017358499593,2.1893831808541067,-0.10875176468934766,32.0,10,7.914935435334125,-10.875176468934766,funding_1bp_8h,4
2025-09,0.06788116657264388,2.189164253482572,2.3431613413151373,-0.10377548752537868,32.0,10,7.023812085786485,-10.37754875253787,funding_1bp_8h,4
2025-10,0.09762344695113792,2.342927036896422,2.583446771038025,-0.14360441553098124,48.7,22,10.254753929493887,-14.360441553098124,funding_1bp_8h,4
2025-11,0.2162176617069427,2.5831884392777242,3.2070199030198183,-0.10811963221652376,32.2,12,24.137254886472583,-10.811963221652377,funding_1bp_8h,4
2025-12,0.1380772552702578,3.2070199030198183,3.6818648703879733,-0.10985767641142974,32.0,10,14.806424086142789,-10.985767641142974,funding_1bp_8h,4
2026-01,0.08715328029510917,3.681496702309645,4.01714986500578,-0.23777953987020073,68.1,11,9.106390549915977,-23.777953987020073,funding_1bp_8h,4
2026-02,0.2589949894805265,3.982517586975853,5.204729085700175,-0.24267799280867286,60.1,11,29.56273130459024,-24.267799280867287,funding_1bp_8h,4
2026-03,0.18092170936324373,5.204208638814383,6.23693802744745,-0.29108693201914615,32.0,10,19.83213582784158,-29.108693201914615,funding_1bp_8h,4
2026-04,0.16450996468450826,6.236314364828356,7.352198071796205,-0.1374614381071897,32.8,18,17.88153160157997,-13.74614381071897,funding_1bp_8h,4
2026-05,0.14010049127424967,7.35146288874879,8.4578907075041,-0.08931414090531242,32.0,10,15.038939714522282,-8.931414090531241,funding_1bp_8h,4
2026-06,0.41495636235817046,8.457044960721392,12.807823300013201,-0.2248858104607726,54.5,10,51.43046585659135,-22.48858104607726,funding_1bp_8h,4
2025-01,0.03987033899842345,0.9999000049998333,1.0406758303736185,-0.1665837793181385,50.0,10,4.0675830373619215,-16.65837793181385,funding_3bp_8h,4
2025-02,0.09454236455717543,1.040571767993787,1.14386479931391,-0.08657289186070172,20.1,11,9.915572739230383,-8.657289186070171,funding_3bp_8h,4
2025-03,0.21522241218860305,1.1434378191415266,1.4185498476430811,-0.18346441083058784,50.1,11,24.013768803264202,-18.346441083058785,funding_3bp_8h,4
2025-04,0.05282719184405143,1.4184079997508297,1.495502555064523,-0.2955320356026744,80.8,24,5.424744681993476,-29.553203560267438,funding_3bp_8h,4
2025-05,0.1541092363139396,1.49535301228628,1.7446806737135812,-0.16887235035706483,44.2,12,16.66183169030271,-16.88723503570648,funding_3bp_8h,4
2025-06,0.05596925948513003,1.7445062143693224,1.845113518768167,-0.14784214960560293,48.0,12,5.756517313898679,-14.784214960560293,funding_3bp_8h,4
2025-07,0.028104702260670564,1.8449290166415504,1.8977054636194925,-0.09056984314107597,32.2,12,2.8503365411570947,-9.056984314107597,funding_3bp_8h,4
2025-08,0.06503247093080528,1.8975157025613418,2.0252192708119567,-0.1131259367202948,32.0,10,6.719367659362341,-11.31259367202948,funding_3bp_8h,4
2025-09,0.05655304157264392,2.0250167590106347,2.143052079090454,-0.10600319302991479,32.0,10,5.818274098842902,-10.60031930299148,funding_3bp_8h,4
2025-10,0.08897282195113795,2.1428377845974484,2.342465108657435,-0.15004904248302087,48.7,22,9.305094893053866,-15.004904248302086,funding_3bp_8h,4
2025-11,0.20364328670694273,2.3422308738585045,2.8715361394547037,-0.11101214922480551,32.2,12,22.58607946141151,-11.101214922480551,funding_3bp_8h,4
2025-12,0.12992413027025784,2.8715361394547037,3.269938760572,-0.11193706423876604,32.0,10,13.87419840005444,-11.193706423876604,funding_3bp_8h,4
2026-01,0.06155828029510925,3.2696117830450917,3.4775552668152296,-0.2527912616815331,68.1,11,6.349247537802083,-25.27912616815331,funding_3bp_8h,4
2026-02,0.24517780198052647,3.447572736712999,4.443788770937803,-0.24934673435789623,60.1,11,27.78484970010031,-24.934673435789623,funding_3bp_8h,4
2026-03,0.17564358436324373,4.443344414278913,5.2970545655069365,-0.2974352313265728,32.0,10,19.201313081066473,-29.74352313265728,funding_3bp_8h,4
2026-04,0.1545187146845083,5.296524886534776,6.182171829183106,-0.14989793406430996,32.8,18,16.7096119688785,-14.989793406430996,funding_3bp_8h,4
