selector_id,family,strict_no_future,posthoc_selection,hard_pass,return_2025_pct,return_2026_pct,min_required_year_return_pct,min_monthly_return_pct,losing_eval_months,min_monthly_orders,total_return_pct,max_drawdown_pct,annualized_sharpe,exposure_pct,turnover,orders,unique_units_used,unit_index,unit_id,expert_index,expert_name,leverage,win_rate_pct,profit_factor,notes
static_single_expert,static_single_expert,True,True,False,10.896536134108944,109.68520780844955,10.896536134108944,-84.72939381032639,7,0,-99.90589883968315,-99.99603560943811,-0.7160161821158714,99.88785608583056,4888.0,611,1,75,expert_0018_ret_state_lev8,18,ret_state,8.0,49.830437852289954,0.9882624363564256,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-11.803269520380825,1426.4816441940116,-11.803269520380825,-84.80606277223164,7,2,173.2851465994991,-99.92571934654929,0.10447053695037652,99.22192933777283,2264.0,283,1,355,expert_0088_ret_state_lev8,88,ret_state,8.0,50.06233760180837,1.0017375985285044,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-78.834966425457,6086.347445017068,-78.834966425457,-87.05265593789575,7,2,100.37186180214542,-99.96957685822517,0.07228642766422025,99.19302626711061,1416.0,177,1,363,expert_0090_ret_state_lev8,90,ret_state,8.0,50.113056248397406,1.0012063600216512,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-91.53217889821109,172.9226699018598,-91.53217889821109,-93.09127404910814,7,0,1991.7905087822244,-99.79329334801005,0.3157030873614051,99.5548927118017,1912.0,239,1,323,expert_0080_ret_state_lev8,80,ret_state,8.0,50.134129205328,1.0052236367367657,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,6.780986254711252,37.93829885723461,6.780986254711252,-12.332098451953879,8,0,-33.099906539548094,-69.28269807756419,-0.3330300873058232,99.99884387717351,1.0,1,1,4,expert_0001_always_short_lev1,1,always_short,1.0,49.84103127348401,0.9945588009698968,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,10.440104440830263,41.75305525683311,10.440104440830263,-15.409371017459323,8,0,-19.439677821362196,-73.28400177113205,-0.18396355173864648,95.50152608213097,69.0,69,1,408,expert_0102_gap_adx_state_lev1,102,gap_adx_state,1.0,49.86138853580292,0.9969316227697763,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,10.440104440830263,34.82323440759227,10.440104440830263,-15.409371017459323,8,0,-24.30402196207261,-73.60688179289758,-0.23696849763996253,95.50152608213097,89.0,89,1,376,expert_0094_gap_adx_state_lev1,94,gap_adx_state,1.0,49.86259911627626,0.9960451221548381,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,9.976150882816556,48.8791743886985,9.976150882816556,-15.409371017459323,8,0,34.406453689504474,-68.02604620259167,0.251646970502016,95.50152608213097,53.0,53,1,432,expert_0108_gap_adx_state_lev1,108,gap_adx_state,1.0,49.86017795532958,1.004246483344913,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,81.56056234927935,-30.17351667336472,-30.17351667336472,-17.65984858326401,8,0,-25.52400477889672,-50.048321369790074,-0.25074483722533963,95.52233629300777,81.0,81,1,452,expert_0113_gap_adx_state_flip_lev1,113,gap_adx_state_flip,1.0,49.90983140287813,0.99581593446535,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,11.543230375170536,11.277419503488666,11.277419503488666,-18.728850455732182,8,0,-5.520302625021583,-57.54822961840985,-0.04715369864214433,99.88438771735109,101.0,101,1,84,expert_0021_ret_state_flip_lev1,21,ret_state_flip,1.0,50.12037594333071,0.9992399669185489,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,21.819937996910998,12.447617122720894,12.447617122720894,-20.24353895815571,8,2,32.17426802110607,-41.94825573616248,0.23278321511444863,99.90519792822789,807.0,807,1,116,expert_0029_ret_state_flip_lev1,29,ret_state_flip,1.0,50.165482444974195,1.0038342558986841,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-34.63714386603884,37.28751562833202,-34.63714386603884,-21.281129863573366,8,0,9.796494160583242,-54.84020052109142,0.07951620161704644,95.52233629300777,149.0,149,1,400,expert_0100_gap_adx_state_lev1,100,gap_adx_state,1.0,50.14584316715685,1.0013495429829817,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-36.79805542579578,26.54685104879455,-36.79805542579578,-21.667585299377134,8,8,-48.111987521654065,-75.89545473594515,-0.5430114935445377,99.22192933777283,855.0,855,1,336,expert_0084_ret_state_lev1,84,ret_state,1.0,49.87241182433613,0.9910886153117023,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,2.519092699905478,4.130829845497103,2.519092699905478,-22.280324221314935,8,8,-69.39679516865688,-81.78317863487568,-0.9879677717377835,99.5548927118017,679.0,679,1,308,expert_0077_ret_state_flip_lev1,77,ret_state_flip,1.0,49.929741844828186,0.9839130145559727,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,14.021790255288332,90.26974291627769,14.021790255288332,-23.143390381620925,8,0,-55.24377494982801,-90.56447362605921,-0.3330300873058232,99.99884387717351,2.0,1,1,5,expert_0001_always_short_lev2,1,always_short,2.0,49.84103127348401,0.9945588009698968,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-31.483312575586268,-7.713592317872789,-31.483312575586268,-25.61419159541674,8,4,57.043709497908004,-62.87234016632339,0.37461811761121366,99.5548927118017,367.0,367,1,312,expert_0078_ret_state_lev1,78,ret_state,1.0,49.97967739313212,1.0061984058088993,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-24.373215300883917,33.9051236070079,-24.373215300883917,-26.88144765259893,8,4,-22.268039801290477,-67.13094266592908,-0.2090358728823255,99.22192933777283,499.0,499,1,344,expert_0086_ret_state_lev1,86,ret_state,1.0,49.9854351397644,0.9965710464469238,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,21.970166689014963,100.93928674646779,21.970166689014963,-28.444254883381486,8,0,-35.10034490474078,-92.86255438635125,-0.18396355173864648,95.50152608213097,138.0,69,1,409,expert_0102_gap_adx_state_lev2,102,gap_adx_state,2.0,49.86138853580292,0.9969316227697763,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,21.970166689014963,81.77304536124572,21.970166689014963,-28.444254883381486,8,0,-42.70118908881614,-93.0340331130592,-0.23696849763996253,95.50152608213097,178.0,89,1,377,expert_0094_gap_adx_state_lev2,94,gap_adx_state,2.0,49.86259911627626,0.9960451221548381,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,20.947537630000323,121.65008566660505,20.947537630000323,-28.444254883381486,8,0,80.65094793388911,-89.77666278561198,0.251646970502016,95.50152608213097,106.0,53,1,433,expert_0108_gap_adx_state_lev2,108,gap_adx_state,2.0,49.86017795532958,1.004246483344913,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,229.64237800586557,-51.242622262351254,-51.242622262351254,-32.20099464668991,8,0,-44.533261358261996,-75.04829802024229,-0.25074483722533963,95.52233629300777,162.0,81,1,453,expert_0113_gap_adx_state_flip_lev2,113,gap_adx_state_flip,2.0,49.90983140287813,0.99581593446535,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,24.418922425283665,23.826640913553998,23.826640913553998,-33.95000251753257,8,0,-10.735867839324966,-81.97847191468746,-0.04715369864214433,99.88438771735109,202.0,101,1,85,expert_0021_ret_state_flip_lev2,21,ret_state_flip,2.0,50.12037594333071,0.9992399669185489,Single expert+leverage held for the whole backtest; best row is selected after the scan.
