method,order_floor,round_trip_cost,monthly_requirement,annual_threshold_pct,month,candidate_id,source_candidate_id,pool,family,rule,leverage,gross_log_return,turnover,orders,cost_log,log_return,return_pct,last_target,boundary_turnover_adjustment,boundary_gross_adjustment,oracle_had_month_order_return_pass_candidate
strict_expanding_selector,0,0.0,allow_any,50.0,2023-01,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,0.033381876724432,254.0,228,0.0,0.033381876724432,3.3945303506610847,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-02,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,0.055473336085889,208.0,195,0.0,0.055473336085889,5.704083185070807,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-03,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,0.1520155268534573,218.0,196,0.0,0.1520155268534573,16.417831231783463,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-04,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,-0.00570809300077,250.0,224,0.0,-0.00570809300077,-0.5691832790891582,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-05,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,0.0092595954312884,246.0,228,0.0,0.0092595954312884,0.9302598111723626,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-06,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,0.0978861692039565,236.0,210,0.0,0.0978861692039565,10.283724112219407,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-07,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,-0.0148847174673303,210.0,193,0.0,-0.0148847174673303,-1.4774487651225687,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-08,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,-0.0461365420840937,274.0,234,0.0,-0.0461365420840937,-4.508843232682769,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-09,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,0.0515098653243661,210.0,189,0.0,0.0515098653243661,5.285957304209887,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-10,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,0.0137791097727895,252.0,222,0.0,0.0137791097727895,1.3874479237857784,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-11,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,0.0169353775404008,238.0,211,0.0,0.0169353775404008,1.7079594016527588,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2023-12,strategy21_volume__volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev1p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,1.0,-0.0694473810374738,202.0,183,0.0,-0.0694473810374738,-6.7090779191589895,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2024-01,strategy21_volume__volume_spike_volume_spike_body_momentum_lev2p0_window384_min_volume_ratio3p0_min_body_bps10,volume_spike_volume_spike_body_momentum_lev2p0_window384_min_volume_ratio3p0_min_body_bps10,strategy21_volume,volume_spike,volume_spike_body_momentum,2.0,-0.2522376847238412,548.0,237,0.0,-0.2522376847238412,-22.29399791788752,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2024-02,strategy21_volume__taker_imbalance_taker_imbalance_momentum_lev2p0_window384_min_volume_ratio2p0_buy_ratio0p55,taker_imbalance_taker_imbalance_momentum_lev2p0_window384_min_volume_ratio2p0_buy_ratio0p55,strategy21_volume,taker_imbalance,taker_imbalance_momentum,2.0,0.127098199392762,576.0,272,0.0,0.127098199392762,13.552852051782516,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2024-03,strategy21_volume__taker_imbalance_taker_imbalance_momentum_lev2p0_window384_min_volume_ratio2p0_buy_ratio0p55,taker_imbalance_taker_imbalance_momentum_lev2p0_window384_min_volume_ratio2p0_buy_ratio0p55,strategy21_volume,taker_imbalance,taker_imbalance_momentum,2.0,-0.0052564749507872,376.0,181,0.0,-0.0052564749507872,-0.5242683861086728,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2024-04,strategy21_volume__taker_imbalance_taker_imbalance_momentum_lev2p0_window384_min_volume_ratio2p0_buy_ratio0p55,taker_imbalance_taker_imbalance_momentum_lev2p0_window384_min_volume_ratio2p0_buy_ratio0p55,strategy21_volume,taker_imbalance,taker_imbalance_momentum,2.0,0.174513468352071,552.0,266,0.0,0.174513468352071,19.06667785963969,0.0,0.0,0.0,
strict_expanding_selector,0,0.0,allow_any,50.0,2024-05,strategy21_volume__taker_imbalance_taker_imbalance_momentum_lev2p0_window384_min_volume_ratio2p0_buy_ratio0p55,taker_imbalance_taker_imbalance_momentum_lev2p0_window384_min_volume_ratio2p0_buy_ratio0p55,strategy21_volume,taker_imbalance,taker_imbalance_momentum,2.0,0.1000884275964395,552.0,261,0.0,0.1000884275964395,10.526865000462404,0.0,0.0,0.0,
