candidate_id,source_candidate_id,pool,family,rule,leverage,params_json
strategy19_calendar__calendar_hour_lbexpanding_thr0p5_min20_lev2p0,calendar_hour_lbexpanding_thr0p5_min20_lev2p0,strategy19_calendar,hour,calendar,2.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr0p5_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_lbexpanding_thr0p5_min20_lev4p0,calendar_hour_lbexpanding_thr0p5_min20_lev4p0,strategy19_calendar,hour,calendar,4.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr0p5_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_lbexpanding_thr0p5_min50_lev1p0,calendar_hour_lbexpanding_thr0p5_min50_lev1p0,strategy19_calendar,hour,calendar,1.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr0p5_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_lbexpanding_thr0p5_min50_lev2p0,calendar_hour_lbexpanding_thr0p5_min50_lev2p0,strategy19_calendar,hour,calendar,2.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr0p5_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_lbexpanding_thr0p5_min50_lev4p0,calendar_hour_lbexpanding_thr0p5_min50_lev4p0,strategy19_calendar,hour,calendar,4.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr0p5_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_lbexpanding_thr1p0_min20_lev1p0,calendar_hour_lbexpanding_thr1p0_min20_lev1p0,strategy19_calendar,hour,calendar,1.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr1p0_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_lbexpanding_thr1p0_min20_lev2p0,calendar_hour_lbexpanding_thr1p0_min20_lev2p0,strategy19_calendar,hour,calendar,2.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr1p0_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_lbexpanding_thr1p0_min20_lev4p0,calendar_hour_lbexpanding_thr1p0_min20_lev4p0,strategy19_calendar,hour,calendar,4.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr1p0_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_lbexpanding_thr1p0_min50_lev1p0,calendar_hour_lbexpanding_thr1p0_min50_lev1p0,strategy19_calendar,hour,calendar,1.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr1p0_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_lbexpanding_thr1p0_min50_lev2p0,calendar_hour_lbexpanding_thr1p0_min50_lev2p0,strategy19_calendar,hour,calendar,2.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr1p0_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_lbexpanding_thr1p0_min50_lev4p0,calendar_hour_lbexpanding_thr1p0_min50_lev4p0,strategy19_calendar,hour,calendar,4.0,"{""bucket_family"": ""hour"", ""candidate_id"": ""calendar_hour_lbexpanding_thr1p0_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr0p0_min20_lev1p0,calendar_hour_week_lb12_thr0p0_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p0_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr0p0_min20_lev2p0,calendar_hour_week_lb12_thr0p0_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p0_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr0p0_min20_lev4p0,calendar_hour_week_lb12_thr0p0_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p0_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr0p0_min50_lev1p0,calendar_hour_week_lb12_thr0p0_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p0_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr0p0_min50_lev2p0,calendar_hour_week_lb12_thr0p0_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p0_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr0p0_min50_lev4p0,calendar_hour_week_lb12_thr0p0_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p0_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr0p5_min20_lev1p0,calendar_hour_week_lb12_thr0p5_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p5_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr0p5_min20_lev2p0,calendar_hour_week_lb12_thr0p5_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p5_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr0p5_min20_lev4p0,calendar_hour_week_lb12_thr0p5_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p5_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr0p5_min50_lev1p0,calendar_hour_week_lb12_thr0p5_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p5_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr0p5_min50_lev2p0,calendar_hour_week_lb12_thr0p5_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p5_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr0p5_min50_lev4p0,calendar_hour_week_lb12_thr0p5_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr0p5_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr1p0_min20_lev1p0,calendar_hour_week_lb12_thr1p0_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr1p0_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr1p0_min20_lev2p0,calendar_hour_week_lb12_thr1p0_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr1p0_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr1p0_min20_lev4p0,calendar_hour_week_lb12_thr1p0_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr1p0_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb12_thr1p0_min50_lev1p0,calendar_hour_week_lb12_thr1p0_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr1p0_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr1p0_min50_lev2p0,calendar_hour_week_lb12_thr1p0_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr1p0_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb12_thr1p0_min50_lev4p0,calendar_hour_week_lb12_thr1p0_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb12_thr1p0_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 12, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr0p0_min20_lev1p0,calendar_hour_week_lb24_thr0p0_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p0_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr0p0_min20_lev2p0,calendar_hour_week_lb24_thr0p0_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p0_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr0p0_min20_lev4p0,calendar_hour_week_lb24_thr0p0_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p0_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr0p0_min50_lev1p0,calendar_hour_week_lb24_thr0p0_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p0_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr0p0_min50_lev2p0,calendar_hour_week_lb24_thr0p0_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p0_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr0p0_min50_lev4p0,calendar_hour_week_lb24_thr0p0_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p0_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr0p5_min20_lev1p0,calendar_hour_week_lb24_thr0p5_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p5_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr0p5_min20_lev2p0,calendar_hour_week_lb24_thr0p5_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p5_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr0p5_min20_lev4p0,calendar_hour_week_lb24_thr0p5_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p5_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr0p5_min50_lev1p0,calendar_hour_week_lb24_thr0p5_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p5_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr0p5_min50_lev2p0,calendar_hour_week_lb24_thr0p5_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p5_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr0p5_min50_lev4p0,calendar_hour_week_lb24_thr0p5_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr0p5_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr1p0_min20_lev1p0,calendar_hour_week_lb24_thr1p0_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr1p0_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr1p0_min20_lev2p0,calendar_hour_week_lb24_thr1p0_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr1p0_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr1p0_min20_lev4p0,calendar_hour_week_lb24_thr1p0_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr1p0_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lb24_thr1p0_min50_lev1p0,calendar_hour_week_lb24_thr1p0_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr1p0_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr1p0_min50_lev2p0,calendar_hour_week_lb24_thr1p0_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr1p0_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lb24_thr1p0_min50_lev4p0,calendar_hour_week_lb24_thr1p0_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lb24_thr1p0_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": 24, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p0_min20_lev1p0,calendar_hour_week_lbexpanding_thr0p0_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p0_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p0_min20_lev2p0,calendar_hour_week_lbexpanding_thr0p0_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p0_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p0_min20_lev4p0,calendar_hour_week_lbexpanding_thr0p0_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p0_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p0_min50_lev1p0,calendar_hour_week_lbexpanding_thr0p0_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p0_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p0_min50_lev2p0,calendar_hour_week_lbexpanding_thr0p0_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p0_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p0_min50_lev4p0,calendar_hour_week_lbexpanding_thr0p0_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p0_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p5_min20_lev1p0,calendar_hour_week_lbexpanding_thr0p5_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p5_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p5_min20_lev2p0,calendar_hour_week_lbexpanding_thr0p5_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p5_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p5_min20_lev4p0,calendar_hour_week_lbexpanding_thr0p5_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p5_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p5_min50_lev1p0,calendar_hour_week_lbexpanding_thr0p5_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p5_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p5_min50_lev2p0,calendar_hour_week_lbexpanding_thr0p5_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p5_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr0p5_min50_lev4p0,calendar_hour_week_lbexpanding_thr0p5_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr0p5_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 0.5, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr1p0_min20_lev1p0,calendar_hour_week_lbexpanding_thr1p0_min20_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr1p0_min20_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr1p0_min20_lev2p0,calendar_hour_week_lbexpanding_thr1p0_min20_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr1p0_min20_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr1p0_min20_lev4p0,calendar_hour_week_lbexpanding_thr1p0_min20_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr1p0_min20_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 20}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr1p0_min50_lev1p0,calendar_hour_week_lbexpanding_thr1p0_min50_lev1p0,strategy19_calendar,hour_week,calendar,1.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr1p0_min50_lev1p0"", ""leverage"": 1.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr1p0_min50_lev2p0,calendar_hour_week_lbexpanding_thr1p0_min50_lev2p0,strategy19_calendar,hour_week,calendar,2.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr1p0_min50_lev2p0"", ""leverage"": 2.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy19_calendar__calendar_hour_week_lbexpanding_thr1p0_min50_lev4p0,calendar_hour_week_lbexpanding_thr1p0_min50_lev4p0,strategy19_calendar,hour_week,calendar,4.0,"{""bucket_family"": ""hour_week"", ""candidate_id"": ""calendar_hour_week_lbexpanding_thr1p0_min50_lev4p0"", ""leverage"": 4.0, ""lookback_months"": null, ""min_abs_mean_bps"": 1.0, ""min_samples"": 50}"
strategy20_ohlc_structure__body_structure_body_momentum_lev1p0_body_bps5_min_range_bps0,body_structure_body_momentum_lev1p0_body_bps5_min_range_bps0,strategy20_ohlc_structure,body_structure,body_momentum,1.0,"{""body_bps"": 5, ""candidate_id"": ""body_structure_body_momentum_lev1p0_body_bps5_min_range_bps0"", ""family"": ""body_structure"", ""leverage"": 1.0, ""min_range_bps"": 0, ""rule"": ""body_momentum""}"
strategy20_ohlc_structure__body_structure_body_reversal_lev1p0_body_bps5_min_range_bps0,body_structure_body_reversal_lev1p0_body_bps5_min_range_bps0,strategy20_ohlc_structure,body_structure,body_reversal,1.0,"{""body_bps"": 5, ""candidate_id"": ""body_structure_body_reversal_lev1p0_body_bps5_min_range_bps0"", ""family"": ""body_structure"", ""leverage"": 1.0, ""min_range_bps"": 0, ""rule"": ""body_reversal""}"
strategy20_ohlc_structure__body_structure_body_momentum_lev2p0_body_bps5_min_range_bps0,body_structure_body_momentum_lev2p0_body_bps5_min_range_bps0,strategy20_ohlc_structure,body_structure,body_momentum,2.0,"{""body_bps"": 5, ""candidate_id"": ""body_structure_body_momentum_lev2p0_body_bps5_min_range_bps0"", ""family"": ""body_structure"", ""leverage"": 2.0, ""min_range_bps"": 0, ""rule"": ""body_momentum""}"
