variant_id,hard_pass,return_2025_pct,return_2026_pct,min_required_year_return_pct,min_monthly_return_pct,losing_eval_months,min_monthly_orders,total_return_pct,max_drawdown_pct,exposure_pct,turnover,orders,gross_log_return_before_cost,cost_log,net_log_return,gross_return_before_cost_pct,cost_drag_pct_approx
base_1x_zero_cost_no_lock,False,-4.903651076712611,100.47586903785617,-4.903651076712611,-18.68656150150145,6,28,117.82264072897885,-37.11942308432251,99.9156030336663,1681.0,1681,0.7785109710318281,0.0,0.7785109710318281,117.82264072897885,0.0
base_1x_cost_no_lock,False,-48.945658920103696,50.61002580760514,-48.945658920103696,-23.268578034986497,10,28,-59.44410455608898,-76.58454083428154,99.9156030336663,1681.0,1681,0.7785109710318281,1.681,-0.9024890289681733,117.82264072897885,168.1
base_8x_zero_cost_no_lock,False,-33.11776991402756,25991.3672711459,-33.11776991402756,-80.88833115671996,6,28,50578.54650869453,-97.55582588239218,99.9156030336663,13448.0,1681,6.228087768254625,0.0,6.228087768254625,50578.54650869453,0.0
base_8x_cost_no_lock,False,-99.53840467293979,2547.4700972616833,-99.53840467293979,-87.98327916630114,10,28,-99.92681333492797,-99.99909630593923,99.9156030336663,13448.0,1681,6.228087768254625,13.448,-7.219912231745386,50578.54650869453,1344.8
strategy_2c_guards_no_lock_keep_quota,False,-99.9667322369037,-11.189394142790343,-99.9667322369037,-91.97823226461281,13,18,-99.97045469803905,-99.99459477010775,98.2165109034268,9043.599999999999,1201,0.9165992801495797,9.0436,-8.127000719850422,150.07714897033497,904.36
strategy_2c_guards_no_lock_no_quota,False,-99.98207883882581,131.37663632033107,-99.98207883882581,-89.47666077759658,13,22,-99.95853462008564,-99.99582705612754,98.2165109034268,11343.1,1205,3.5550333951811424,11.343100000000002,-7.788066604818859,3398.8988411789273,1134.3100000000002
