year,log_return_1x_no_cost,signal_bars,win_rate,avg_edge_bps,return_pct_1x_no_cost
2024,0.13326688058989689,35063,0.49391096027151127,0.03800783748963206,14.255488336639788
2025,-0.050279609147581894,35040,0.495291095890411,-0.01434920352385328,-4.903651076712611
2026,0.6955236995895131,16320,0.4985906862745098,0.4261787374935742,100.47586903785617
