year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2025,1.7973360715168956,503.3553082878282,12,0,7.5664965833874165,12,180,-31.281874597645974
2026,1.0973058307260648,199.60831853078088,6,0,8.668753071838875,12,82,-26.09134181364241
