router,months,log_return,total_return_pct,return_2025_complete_pct,return_2026_complete_pct,min_monthly_return_pct,losing_months,min_monthly_orders,worst_month_drawdown_pct,avg_monthly_orders,delta_vs_2c_log_return,delta_vs_2c_pct_points
oracle_month_best,17,2.508721122537801,1128.9203621020024,387.73663216871785,151.96392500551278,5.575755909827906,0,10,-29.252496952297054,12.705882352941176,0.08116594008868816,95.80580161602165
oracle_regime_best_fullsample,17,2.438457786132027,1045.5360497117774,365.5067272885761,146.0836723851767,5.575755909827906,0,10,-29.40311707059141,12.235294117647058,0.01090260368291407,12.421489225796677
oracle_regime_past_only,17,2.3853854639982925,986.3249249470018,350.4775405438143,141.14963059769767,4.558896263438661,0,10,-29.40311707059141,12.705882352941176,-0.042169718450820515,-46.78963553897893
