feature_set,max_depth,min_samples_leaf,hold_bars,leverage,trained_months,return_2025_pct,return_2026_pct,min_target_year_return_pct,max_drawdown_pct,losing_months,min_monthly_return_pct,trade_count,turnover,hard_pass_relaxed
market_only,6,3,32,2.0,12,-41.29409836799076,-42.70237459997047,-42.70237459997047,-72.35713522849781,9,-39.428910107536154,385,1536.0,False
market_only,4,8,32,1.0,12,-42.901117613794945,8.21885112417078,-42.901117613794945,-50.14961833020506,8,-21.94900154464179,385,766.0,False
market_plus_time,3,8,32,1.0,12,-43.29109535564839,1.6705943217071306,-43.29109535564839,-50.527373443202194,8,-21.94900154464179,385,766.0,False
market_only,3,8,32,1.0,12,-43.29109535564839,-10.31450977486742,-43.29109535564839,-51.40194253051806,9,-21.94900154464179,385,766.0,False
market_plus_time,4,3,64,2.0,12,-43.67948682669231,-30.18661457587042,-43.67948682669231,-73.8492069886176,9,-53.54038300864975,267,1060.0,False
market_only,5,5,64,2.0,12,-0.47049092999017494,-43.81620290928176,-43.81620290928176,-63.48552833658003,9,-43.648543223416866,267,1052.0,False
market_only,2,5,96,1.0,12,-44.116172015533465,-28.63061239909982,-44.116172015533465,-63.7011993822721,10,-27.509535980554155,208,406.0,False
market_plus_time,4,5,96,2.0,12,-44.50343280683657,-21.206799041482515,-44.50343280683657,-63.44922487287879,9,-30.941332482413088,208,816.0,False
market_only,2,3,32,1.0,12,-44.88748471127333,-26.334606305348508,-44.88748471127333,-61.84003337414351,10,-25.344359194108346,385,764.0,False
market_only,6,5,32,1.0,12,-37.552195210485785,-45.11166456612451,-45.11166456612451,-66.95348729386905,12,-27.677427502977114,385,766.0,False
market_only,6,3,96,2.0,12,-45.182713679319654,38.97842791074018,-45.182713679319654,-75.23575109616661,9,-35.66670438788964,208,824.0,False
market_only,2,5,32,1.0,12,-45.36772217393191,-25.842802587546554,-45.36772217393191,-61.28777959299947,10,-25.344359194108346,385,764.0,False
market_only,2,5,64,2.0,12,-45.52018876001364,-39.54629024368494,-45.52018876001364,-70.40448440237974,10,-34.89338813820962,267,1048.0,False
market_only,6,3,64,2.0,12,-19.152232246327372,-45.681445389515076,-45.681445389515076,-66.449171141891,7,-49.74060066852978,267,1060.0,False
market_plus_time,4,8,32,1.0,12,-46.102843618038456,-1.3312469442934405,-46.102843618038456,-50.34410364688022,10,-15.503305911411857,385,762.0,False
market_only,4,3,32,2.0,12,-42.824093795596404,-46.65985224701205,-46.65985224701205,-74.12127310362263,9,-45.46696470165934,385,1528.0,False
market_only,2,8,32,1.0,12,-47.242436534936786,-24.543746520380516,-47.242436534936786,-61.96132040961847,10,-21.94900154464179,385,764.0,False
market_plus_time,2,8,32,1.0,12,-47.242436534936786,-24.543746520380516,-47.242436534936786,-61.96132040961847,10,-21.94900154464179,385,764.0,False
market_plus_time,2,5,64,2.0,12,-48.356511073463984,-39.54629024368494,-48.356511073463984,-71.94528308279043,10,-34.89338813820962,267,1048.0,False
market_plus_time,6,8,32,1.0,12,-48.474476067285586,-2.802147905965935,-48.474476067285586,-52.529108255526445,9,-15.503305911411857,385,766.0,False
market_plus_time,5,8,32,1.0,12,-48.474476067285586,-19.577595689986783,-48.474476067285586,-59.75126021187014,10,-15.503305911411857,385,766.0,False
market_plus_time,4,3,32,2.0,12,-46.65548133992894,-48.734942014493,-48.734942014493,-77.34123836319822,10,-45.46696470165934,385,1532.0,False
market_only,2,8,96,2.0,12,-48.60748098510255,-49.06410513472477,-49.06410513472477,-78.31735988259759,9,-30.85140299553608,208,812.0,False
market_plus_time,2,8,96,2.0,12,-48.60748098510255,-49.06410513472477,-49.06410513472477,-78.31735988259759,9,-30.85140299553608,208,812.0,False
market_only,5,8,32,1.0,12,-49.56126739839245,-16.321221328308877,-49.56126739839245,-59.06250382150691,9,-21.94900154464179,385,766.0,False
market_plus_time,3,5,32,2.0,12,-50.34204326095721,-0.15947288387632153,-50.34204326095721,-62.38223481563906,8,-27.502375441774586,385,1532.0,False
market_plus_time,6,3,64,2.0,12,-50.53887964169199,-10.96459041641994,-50.53887964169199,-78.38623689319132,9,-49.01128288651941,267,1060.0,False
market_only,4,3,96,2.0,12,-51.26684991103632,-41.79273105171123,-51.26684991103632,-85.31816317062342,9,-39.73980100294913,208,828.0,False
market_only,5,3,32,2.0,12,-32.69723685122391,-51.32442595424034,-51.32442595424034,-72.35394311315403,9,-45.46696470165934,385,1528.0,False
market_only,3,5,64,2.0,12,12.84620237379368,-51.991984558347745,-51.991984558347745,-57.37944675349831,10,-23.323960284013534,267,1056.0,False
market_only,3,8,64,2.0,12,25.691154662860605,-51.991984558347745,-51.991984558347745,-58.19798155176551,9,-23.323960284013534,267,1052.0,False
market_plus_time,3,3,32,2.0,12,-52.581056701332194,22.172977361391343,-52.581056701332194,-64.07837149494856,7,-40.054560189362086,385,1532.0,False
market_only,2,3,64,2.0,12,-45.00289411670282,-55.11494143534351,-55.11494143534351,-79.07674684683937,10,-34.89338813820962,267,1048.0,False
market_only,5,3,64,2.0,12,-5.905074711300551,-55.78724657039794,-55.78724657039794,-66.09047434923785,8,-53.54038300864975,267,1056.0,False
market_only,3,5,32,2.0,12,-56.091909668269366,-22.310824313819623,-56.091909668269366,-68.85445084762559,9,-27.502375441774586,385,1532.0,False
market_plus_time,6,3,96,2.0,12,-56.25060459716762,-21.092313111161165,-56.25060459716762,-78.45886726012851,10,-41.94234025879279,208,828.0,False
market_plus_time,2,3,64,2.0,12,-56.58238913799026,-39.54629024368494,-56.58238913799026,-76.16637032932239,10,-34.89338813820962,267,1048.0,False
market_only,4,5,32,2.0,12,-56.66517624242138,-14.176681056817841,-56.66517624242138,-67.12274718089293,9,-31.31015771292276,385,1532.0,False
market_plus_time,4,3,96,2.0,12,-57.40286055681017,-51.03199268916265,-57.40286055681017,-87.06244211108283,9,-39.73980100294913,208,828.0,False
market_plus_time,5,3,32,2.0,12,-38.438529172588154,-59.693505763482676,-59.693505763482676,-79.1601661965895,10,-43.857476325675584,385,1524.0,False
market_plus_time,4,5,32,2.0,12,-60.69612703953307,-0.5381436512659099,-60.69612703953307,-67.25046554875502,9,-31.31015771292276,385,1528.0,False
market_only,5,5,32,2.0,12,-61.002716769707256,-58.59267359024991,-61.002716769707256,-84.45129324779667,10,-44.11410461201793,385,1528.0,False
market_only,3,3,32,2.0,12,-61.44402483494957,-19.858912118773166,-61.44402483494957,-72.70171241532807,9,-40.054560189362086,385,1532.0,False
market_only,3,3,64,2.0,12,12.03075121675039,-61.645615474927816,-61.645615474927816,-65.94974666523366,9,-33.21526105833033,267,1052.0,False
market_plus_time,6,3,32,2.0,12,-50.40398790481613,-62.37414130183667,-62.37414130183667,-84.05786695065406,13,-44.44582895512183,385,1536.0,False
market_plus_time,5,5,32,2.0,12,-60.144354858922085,-63.21062826295538,-63.21062826295538,-86.16695307580041,11,-31.15186234104944,385,1532.0,False
market_only,4,3,64,2.0,12,-18.40847094855108,-63.350961213189485,-63.350961213189485,-74.18299790244343,9,-53.54038300864975,267,1060.0,False
market_plus_time,2,5,96,2.0,12,-63.95520415743796,-49.06410513472477,-63.95520415743796,-84.792605006714,10,-47.45132626245427,208,812.0,False
market_only,2,3,96,2.0,12,-64.2574863564256,-30.714340216375767,-64.2574863564256,-85.0449230468853,8,-47.45132626245427,208,812.0,False
market_plus_time,2,5,32,2.0,12,-64.88954005724665,-45.007100719304084,-64.88954005724665,-82.37074069855389,10,-44.26535295861685,385,1528.0,False
market_plus_time,6,5,32,2.0,12,-60.144354858922085,-65.640948213549,-65.640948213549,-87.34014096384094,12,-31.15186234104944,385,1536.0,False
market_plus_time,2,3,96,2.0,12,-66.41380065342643,-49.06410513472477,-66.41380065342643,-85.82989339105983,10,-47.45132626245427,208,812.0,False
market_plus_time,2,3,32,2.0,12,-66.55489548598356,-45.007100719304084,-66.55489548598356,-83.20692976386778,10,-44.26535295861685,385,1528.0,False
market_only,6,8,32,2.0,12,-66.95610256997546,0.38352206213936313,-66.95610256997546,-70.82182473435417,8,-28.603086880995544,385,1536.0,False
market_only,4,8,32,2.0,12,-67.39717630246322,17.113197386354393,-67.39717630246322,-75.14939447375772,8,-39.0804164012167,385,1532.0,False
market_plus_time,3,8,32,2.0,12,-67.84100134037836,3.3690974972914844,-67.84100134037836,-75.52459221571624,8,-39.0804164012167,385,1532.0,False
market_only,3,8,32,2.0,12,-67.84100134037836,-19.56512843077648,-67.84100134037836,-76.3822881019293,9,-39.0804164012167,385,1532.0,False
market_only,2,5,96,2.0,12,-68.76997769802556,-49.06410513472477,-68.76997769802556,-86.82397073714438,10,-47.45132626245427,208,812.0,False
market_only,2,3,32,2.0,12,-69.62610658549868,-45.73409771811999,-69.62610658549868,-85.4381694711352,10,-44.26535295861685,385,1528.0,False
market_only,6,5,32,2.0,12,-61.002716769707256,-69.87270633298368,-69.87270633298368,-89.07927997963525,12,-47.6944550741287,385,1532.0,False
market_only,2,5,32,2.0,12,-70.1531421953531,-45.007100719304084,-70.1531421953531,-85.01363991159812,10,-44.26535295861685,385,1528.0,False
market_plus_time,4,8,32,2.0,12,-70.95096533938383,-2.6447717043199703,-70.95096533938383,-75.34291957368227,10,-28.603086880995544,385,1524.0,False
market_only,2,8,32,2.0,12,-72.16639497229826,-43.06353810819413,-72.16639497229826,-85.5305885502029,10,-39.0804164012167,385,1528.0,False
market_plus_time,2,8,32,2.0,12,-72.16639497229826,-43.06353810819413,-72.16639497229826,-85.5305885502029,10,-39.0804164012167,385,1528.0,False
market_plus_time,6,8,32,2.0,12,-73.45120383459273,-5.525775483062789,-73.45120383459273,-77.46514436984472,9,-28.603086880995544,385,1532.0,False
market_plus_time,5,8,32,2.0,12,-73.45120383459273,-35.32236884996768,-73.45120383459273,-83.80038945467412,10,-28.603086880995544,385,1532.0,False
market_only,5,8,32,2.0,12,-74.55934253543532,-29.978620000141298,-74.55934253543532,-83.24121406635862,9,-39.0804164012167,385,1532.0,False
