event_index,event_timestamp,month,label,action,btc_target,hype_target,hold_bars,trade_log_return,trade_return_pct,trade_max_drawdown_pct,ret16_HYPEUSDT,ret96_HYPEUSDT,ret384_HYPEUSDT,ret16_BTCUSDT,ret96_BTCUSDT,ret384_BTCUSDT,rel_ret16,rel_ret96,resid_z16,shock_sign,trend_align,btc_align,month_num,day_num,hour_float,event_index_frac
26436,2026-03-03 09:00:00+00:00,2026-03,hype_reversal|0.000|2.000|96,hype_reversal,2.0,0.0,96,0.11171624727353796,11.819552459586813,-3.745170019184918,-0.049014263849907216,0.04180956494855627,0.0754798668875933,-0.019270359706013356,0.010467673893294548,-0.013037241009333607,-0.02974390414389386,0.03134189105526172,-1.359467152664778,-1.0,-1.0,-1.0,3.0,3.0,9.0,0.6995686575458466
26533,2026-03-04 09:15:00+00:00,2026-03,hype_momentum|0.000|2.000|32,hype_momentum,2.0,0.0,32,0.04354974001650452,4.451194706143613,-3.1200760862625687,0.05346414795650787,0.028292360764708913,0.1806040102012154,0.05022099716789084,0.06804927479958535,0.11090388250286128,0.003243150788617026,-0.03975691403487644,0.1523161455066197,1.0,1.0,1.0,3.0,4.0,9.25,0.7021355420889677
26580,2026-03-04 21:00:00+00:00,2026-03,hype_momentum|0.000|-2.000|96,hype_momentum,-2.0,0.0,96,0.044853370085154325,4.587449217711592,-4.173819532633038,-0.04195896960258032,0.009589640040480128,0.03512654162061802,-0.006347312313654866,0.07124790277148078,0.09304386609122112,-0.03561165728892545,-0.061658262731000654,-1.6849811241441184,-1.0,-1.0,-1.0,3.0,4.0,21.0,0.7033792902696552
26768,2026-03-06 20:00:00+00:00,2026-03,btc_momentum|-2.000|0.000|96,btc_momentum,0.0,-2.0,96,0.028612806154457507,2.902608476293267,-4.705065655401053,0.03345501841555891,0.005809605425999308,-0.042434856137803185,-0.004660672199568686,-0.044336770649241436,-0.010367336172825488,0.038115690615127595,0.050146376075240744,2.0882318309761634,1.0,-1.0,-1.0,3.0,6.0,20.0,0.7083542829924052
26973,2026-03-08 23:15:00+00:00,2026-03,btc_reversal|2.000|0.000|96,btc_reversal,0.0,2.0,96,0.2228692657629575,24.965719007698816,-5.329514869970486,0.018880154578597444,0.02471357311444973,-0.03301760366136668,-0.011109670115770501,-0.013606201325076978,-0.08770600560978471,0.029989824694367943,0.03831977443952671,2.006999551387665,1.0,-1.0,-1.0,3.0,8.0,23.25,0.7137791420783826
27070,2026-03-09 23:30:00+00:00,2026-03,hype_momentum|0.000|2.000|64,hype_momentum,2.0,0.0,64,0.06952759942192245,7.200164742225645,-4.817684578430836,0.01697431053727772,0.12600648504803286,0.1302108422556791,-0.005992712609690794,0.03619169465317553,-0.0341166761531666,0.022967023146968517,0.08981479039485732,1.5347426534726774,1.0,1.0,1.0,3.0,9.0,23.5,0.7163460266215036
27140,2026-03-10 17:00:00+00:00,2026-03,btc_momentum|2.000|0.000|96,btc_momentum,0.0,2.0,96,0.1313975073185666,14.042101692426034,-3.9278294894463217,-0.02504956320380876,-0.0023779827719607426,0.1344808089728667,0.006956797309346774,0.03222674705842171,0.04074230797268862,-0.03200636051315553,-0.03460472983038246,-2.122223777909614,-1.0,-1.0,-1.0,3.0,10.0,17.0,0.7181984175289106
27288,2026-03-12 06:00:00+00:00,2026-03,hype_momentum|0.000|2.000|96,hype_momentum,2.0,0.0,96,0.05322578850098289,5.466775008798974,-3.070288363046292,0.030077659556984743,0.08085716807163269,0.2195633401585691,-0.004643473969826915,-0.0036651224283506447,0.03450222393089126,0.03472113352681166,0.08452229049998333,2.29610129776197,1.0,1.0,-1.0,3.0,12.0,6.0,0.7221149011617137
27395,2026-03-13 08:45:00+00:00,2026-03,btc_reversal|-2.000|0.000|32,btc_reversal,0.0,-2.0,32,0.034501059243947696,3.510312480225375,-3.104432648773825,-0.028290316681895696,-0.00963538607838033,0.17718548300754772,0.006112808736984868,0.027178950725150502,0.057590158167471685,-0.03440312541888056,-0.03681433680353083,-2.2915958342398115,-1.0,-1.0,-1.0,3.0,13.0,8.75,0.7249464129773214
27519,2026-03-14 15:45:00+00:00,2026-03,btc_momentum|-2.000|0.000|96,btc_momentum,0.0,-2.0,96,0.03299379966166689,3.3544130898144786,-2.6392416619242187,0.02893177712341322,0.04645857682573301,0.08765072415895016,-0.0021294136020654597,-0.0174975978965042,-0.010465970056499355,0.03106119072547868,0.06395617472223722,2.068261430894208,1.0,1.0,-1.0,3.0,14.0,15.75,0.7282277911561565
27677,2026-03-16 07:15:00+00:00,2026-03,btc_momentum|2.000|0.000|96,btc_momentum,0.0,2.0,96,0.09352688040019039,9.804011870242135,-5.783966727320411,0.04012924267407708,0.04260176045036516,0.0710320172117648,0.013340624254147369,0.031236197442494177,0.059071289566481215,0.026788618419929713,0.01136556300787098,1.8188694652875663,1.0,1.0,1.0,3.0,16.0,7.25,0.7324089020614465
