month,log_return,turnover,max_drawdown_pct,return_pct
2025-06,0.5104507250322734,100.0,-14.583038667641368,66.60419525533865
2025-07,0.19060673076483953,50.0,-8.091634170722607,20.99835092113651
2025-08,0.3273476374436178,102.0,-9.408814692305544,38.72836651090679
2025-09,0.06526405553330357,74.0,-8.77298955346153,6.7440850836775645
2025-10,0.8620182902050818,104.0,-11.38270132374547,136.79350541887402
2025-11,0.25114394690132447,104.0,-14.899441735026997,28.54951140519839
2025-12,0.5835497187890303,74.0,-10.919560996685318,79.2389630743587
2026-01,0.5329207102364663,90.0,-8.967285999119545,70.39016510754865
2026-02,0.27013844381223207,68.0,-38.226833279389716,31.014581976011545
2026-03,0.10731800994790339,78.0,-16.978967188989426,11.328823492528084
2026-04,0.15239952216483113,42.0,-8.89328554598292,16.462543717279754
2026-05,0.3406755407755175,96.0,-9.174768738269412,40.58970105983517
2026-06,0.6243442834823489,90.0,-9.759950916187998,86.70213192505204
