month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct,scenario_id,candidate,cost_per_side,round_trip_cost,extra_delay_bars
2026-02,0.26501385811488865,4.909233778708545,6.480125681996859,-0.24280694137159486,60.1,11,30.344903899974128,-24.280694137159486,1F_cost0.0015_delay2,1F,0.0015,0.003,2
2026-03,0.16226776144044905,6.479153736042328,7.621762689178362,-0.29398397486604766,36.0,12,17.617513350909398,-29.398397486604765,1F_cost0.0015_delay2,1F,0.0015,0.003,2
2026-04,0.18029694009932812,7.620619510515528,9.127616582086054,-0.15675635441272562,36.0,12,19.757291775113384,-15.675635441272561,1F_cost0.0015_delay2,1F,0.0015,0.003,2
2026-05,0.14426136852998508,9.126247542279293,10.54409487381618,-0.08633575791646642,32.2,12,15.518599833719149,-8.633575791646642,1F_cost0.0015_delay2,1F,0.0015,0.003,2
2026-06,0.36590507223711716,10.542513378200244,15.202669658425393,-0.23823651601535878,54.7,12,44.181836756587956,-23.82365160153588,1F_cost0.0015_delay2,1F,0.0015,0.003,2
2025-01,0.05668232498287833,0.9998000199986667,1.0583195553055553,-0.4108475408915079,128.0,16,5.831955530555533,-41.084754089150785,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-02,0.04979302939260566,1.0581079125594743,1.1123505115348196,-0.09998709484855861,36.1,13,5.105353667367951,-9.998709484855862,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-03,0.28264514671692953,1.1117695594673704,1.4756823619563237,-0.3435342675580372,65.9,11,32.66343177387307,-34.35342675580372,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-04,0.15128438546585446,1.4753872549956122,1.7167017909714215,-0.33381255134461785,80.0,16,16.33274444614059,-33.38125513446178,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-05,0.14137427221475435,1.7163584849449742,1.9773927000303262,-0.13151294401643632,48.0,12,15.185567489353446,-13.151294401643632,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-06,0.07192897560613759,1.9769972610355377,2.1248647098127806,-0.20756714292070122,48.0,12,7.457902002985661,-20.75671429207012,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-07,0.1600867751627409,2.124439779365279,2.4937682241069643,-0.14512363588364907,48.2,14,17.36127070069733,-14.512363588364908,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-08,0.08515655215483742,2.4932695203341826,2.715433099604505,-0.14686312197637552,48.0,12,8.888752104334795,-14.686312197637552,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-09,0.07190848661204338,2.7148900672896255,2.9178876539342684,-0.2547284378103085,64.0,14,7.455700321221359,-25.472843781030853,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-10,0.061601903875059656,2.9173041347573445,3.103286937490587,-0.16289165665388372,63.9,16,6.353886973898382,-16.28916566538837,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-11,0.16384930992724414,3.10266634216469,3.6557861614000546,-0.1258014137981367,36.2,14,17.803678326833648,-12.58014137981367,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-12,0.13810175358101537,3.655055077278624,4.197180186704493,-0.12146696610525864,32.2,12,14.809236684048832,-12.146696610525865,1F_cost0.0020_delay0,1F,0.002,0.004,0
2026-01,0.10344194822237981,4.19634083460516,4.654594814713567,-0.257676818308304,68.3,13,10.898141315401165,-25.7676818308304,1F_cost0.0020_delay0,1F,0.002,0.004,0
2026-02,0.19927535640527136,4.578157812632113,5.681016740481652,-0.2707747620327905,60.1,11,22.051799708182564,-27.077476203279048,1F_cost0.0020_delay0,1F,0.002,0.004,0
2026-03,0.17558692714390342,5.679880650746316,6.771462887882696,-0.3227758329935816,36.0,12,19.1945596574425,-32.277583299358156,1F_cost0.0020_delay0,1F,0.002,0.004,0
2026-04,0.15375958475467902,6.770108730725349,7.896950973229904,-0.18029911071237514,36.0,12,16.621047829431788,-18.029911071237514,1F_cost0.0020_delay0,1F,0.002,0.004,0
2026-05,0.10110054833545785,7.895371740963749,8.737090858613383,-0.10421071408133042,32.2,12,10.638788163070668,-10.421071408133042,1F_cost0.0020_delay0,1F,0.002,0.004,0
2026-06,0.3881310070474879,8.73534361517183,12.880419468825304,-0.23782312503035208,54.7,12,47.422290522791634,-23.782312503035207,1F_cost0.0020_delay0,1F,0.002,0.004,0
2025-01,0.10604793148304208,0.9998000199986667,1.1118751690551356,-0.4087264826052931,128.0,16,11.187516905513561,-40.87264826052931,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-02,-2.146969181564377,1.1116528162573456,0.12990897707880777,-0.8996830861778548,644.2,90,-88.31622643491504,-89.96830861778548,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-03,0.2920939906491743,0.12984403882618437,0.17397785474771782,-0.9262851061606712,66.0,12,33.92288867163984,-92.62851061606712,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-04,0.09647804167884161,0.1739430626560934,0.19159927109598468,-0.9007003324167473,80.0,16,10.128539849982277,-90.07003324167474,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-05,0.12905609781737573,0.19156095507349546,0.217992827102057,-0.8668357210897162,48.0,12,13.775394788871619,-86.68357210897162,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-06,0.07980365091145289,0.2179492328962025,0.23610244739368963,-0.8483651815437595,48.0,12,8.307438612718299,-84.83651815437595,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-07,0.15516501420988846,0.23605523162594505,0.27573239834565205,-0.823559577821272,48.2,14,16.78506571593532,-82.35595778212719,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-08,0.06814988105687929,0.2756772573802633,0.29517863198283634,-0.7886344711740804,48.0,12,7.05257479855772,-78.86344711740804,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-09,0.09349988159241492,0.29511960215961885,0.32410922941994025,-0.7988425871683713,64.0,14,9.801047332852342,-79.88425871683714,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-10,0.05946005205390121,0.32404441405580875,0.3439652513902385,-0.7671465962494332,63.9,16,6.126336484102746,-76.71465962494331,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-11,0.1653731675841101,0.3438964652188069,0.4058216618019555,-0.729890182499678,36.2,14,17.983331212006348,-72.9890182499678,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-12,0.22760539330601612,0.4057405055854873,0.5095455243801765,-0.6814342548679448,28.4,12,25.558976353716467,-68.14342548679448,1F_cost0.0020_delay1,1F,0.002,0.004,1
2026-01,0.08550913650845576,0.5094436254655317,0.5550334245066423,-0.6481637683990196,68.3,13,8.927151343699503,-64.81637683990196,1F_cost0.0020_delay1,1F,0.002,0.004,1
2026-02,0.2093718804831287,0.5459187555154377,0.6843025995196658,-0.5644131567826393,60.1,11,23.2903406002851,-56.441315678263926,1F_cost0.0020_delay1,1F,0.002,0.004,1
2026-03,0.17719020779941208,0.6841657526849015,0.8169602373258823,-0.492932605950122,36.0,12,19.385815266423535,-49.2932605950122,1F_cost0.0020_delay1,1F,0.002,0.004,1
2026-04,0.16099978126387338,0.8167968616165326,0.9596707009906522,-0.3852692477017675,36.0,12,17.468471186785962,-38.52692477017675,1F_cost0.0020_delay1,1F,0.002,0.004,1
2026-05,0.11493415931573098,0.9594787860425886,1.0765581845964367,-0.25147858869010076,32.2,12,12.179957508875017,-25.147858869010076,1F_cost0.0020_delay1,1F,0.002,0.004,1
2026-06,0.3730106406162521,1.076342894489246,1.5632699148380516,-0.2829003547448614,54.7,12,45.209979098720574,-28.290035474486142,1F_cost0.0020_delay1,1F,0.002,0.004,1
2025-01,0.12905426903434775,0.9998000199986667,1.137751867185509,-0.3797672666991856,128.0,16,13.775186718550891,-37.97672666991856,1F_cost0.0020_delay2,1F,0.002,0.004,2
2025-02,-2.306321035195074,1.137524339565592,0.11335092220437494,-0.9149392864982084,660.4,94,-90.03728972251442,-91.49392864982084,1F_cost0.0020_delay2,1F,0.002,0.004,2
2025-03,0.28957441879191775,0.11329426090977682,0.15142083265150683,-0.9322102085555142,66.0,12,33.58588506098856,-93.22102085555142,1F_cost0.0020_delay2,1F,0.002,0.004,2
2025-04,0.09745426877602355,0.1513905515131913,0.16692042475618937,-0.9154581206620607,80.0,16,10.236102809152147,-91.54581206620607,1F_cost0.0020_delay2,1F,0.002,0.004,2
2025-05,0.11763472007163117,0.16688704400942408,0.18775762840306226,-0.8852997359584195,48.0,12,12.483315734014289,-88.52997359584195,1F_cost0.0020_delay2,1F,0.002,0.004,2
2025-06,0.10957677094385376,0.18772008063228388,0.2095010374555031,-0.8685486352777628,48.0,12,11.580572910605724,-86.85486352777629,1F_cost0.0020_delay2,1F,0.002,0.004,2
