selector_id,family_filter,selected_candidate_count,hard_pass_complete_years,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_complete_year_return_pct,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,max_drawdown_pct
all_families,all,1,False,-24.142800529692366,23.044839527490456,33.45089847042444,-54.66321611628039,1.8969512558857815,-54.66321611628039,22,-25.349630394134525,3,315,629.0,0.629,-72.40197111575412
trend,trend,1,False,-24.142800529692366,23.044839527490456,33.45089847042444,-54.66321611628039,1.8969512558857815,-54.66321611628039,22,-25.349630394134525,3,315,629.0,0.629,-72.40197111575412
volatility_breakout,volatility_breakout,2,False,-53.994467761708464,-15.377180452162298,-35.94238930738287,-6.775466311650735,-8.9622296815136,-35.94238930738287,35,-8.247525832428494,0,823,848.0,0.8480000000000001,-54.62398427332529
mean_reversion,mean_reversion,1,False,-72.4450727413423,-36.12563479056272,-22.654741731829187,-32.67815951838763,-17.15181522363204,-36.12563479056272,35,-10.273713472328572,24,1748,1748.0,1.7480000000000002,-72.51232901380193
