month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct
2025-01,0.14839964102474976,0.9880717128619305,1.159976377892035,-0.19667721921460335,76.0,14,15.99763778920349,-19.667721921460334
2025-02,0.0823597488472561,1.146139846583161,1.2595561410221108,-0.05730060813285587,52.0,12,8.584637155373542,-5.730060813285586
2025-03,0.0209315745755157,1.2445317937054803,1.2861984947981864,-0.13567289335003851,52.0,12,2.11521764757987,-13.567289335003851
2025-04,0.14922913196687493,1.2708563498356809,1.49319795186274,-0.31281874597645964,112.0,16,16.093896696484112,-31.281874597645963
2025-05,0.20170987113105815,1.475386657938944,1.8269172207786626,-0.15911698504880933,64.0,12,22.34929859765835,-15.911698504880933
2025-06,0.12162582711732389,1.8051252275917309,2.063195087687124,-0.16644486072274767,64.0,12,12.933145750728436,-16.644486072274766
2025-07,0.09281403215146616,2.0385847042593377,2.263856617436079,-0.15572353464943145,64.0,12,9.72576616464802,-15.572353464943145
2025-08,0.07293904321100804,2.2368526856638824,2.435151251047169,-0.17757405190220832,64.0,12,7.5664965833874165,-17.757405190220833
2025-09,0.08519921669833201,2.4061040677000496,2.651718941083078,-0.10666630514414366,44.0,12,8.89339789233954,-10.666630514414365
2025-10,0.14273878558682546,2.6200884761443817,3.058568121536082,-0.1758433189445059,64.0,12,15.34284701706845,-17.58433189445059
2025-11,0.21591442956285836,3.0220846427510537,3.7956713608195374,-0.1099569372654019,44.0,12,24.099618187129536,-10.995693726540189
2025-12,0.31321082826628605,3.7503955029459353,5.191756764328227,-0.12246046161418866,44.0,12,36.78098736154165,-12.246046161418867
2026-01,0.1297480529084432,5.129827998892306,5.911030507966005,-0.2609134181364243,64.0,12,13.85414949675221,-26.091341813642433
2026-02,0.06699169409668314,5.840522038785098,6.320585695128446,-0.20979918897395733,88.0,14,6.928659674662563,-20.979918897395734
2026-03,0.22245365747244653,6.245191934076179,7.895283332234605,-0.16061514322204296,44.0,12,24.913793010034556,-16.061514322204296
2026-04,0.13699275900126343,7.801106125611297,9.054467602324735,-0.12414269152362267,44.0,12,14.681984436928897,-12.414269152362268
2026-05,0.13946295625103436,8.946463312881857,10.40952497383339,-0.10321939550620829,44.0,12,14.965621735293855,-10.32193955062083
2026-06,0.4012239471762343,10.285357170974601,15.548204987049052,-0.2480683148982309,64.0,12,49.36517301349339,-24.80683148982309
