candidate_id,family,rule,leverage,month,log_return,turnover,orders,max_drawdown_pct,return_pct
single_symbol_symbol_reversal_lev4p0_symbolHYPEUSDT_lookback1536_threshold_bps400,single_symbol,symbol_reversal,4.0,2025-08,0.3572794477568248,280.0,70,-49.587372014009865,42.94352665247825
single_symbol_symbol_momentum_lev4p0_symbolHYPEUSDT_lookback768_threshold_bps50,single_symbol,symbol_momentum,4.0,2025-09,0.9966380287069792,128.0,32,-77.18761088887052,170.91583879513715
single_symbol_symbol_reversal_lev4p0_symbolHYPEUSDT_lookback1536_threshold_bps0,single_symbol,symbol_reversal,4.0,2025-10,0.8410787438639931,96.0,13,-44.8365056210987,131.88670916934146
single_symbol_symbol_reversal_lev4p0_symbolHYPEUSDT_lookback192_threshold_bps50,single_symbol,symbol_reversal,4.0,2025-11,0.6425381288241071,928.0,219,-97.42148601653565,90.13005059183223
single_symbol_symbol_momentum_lev4p0_symbolHYPEUSDT_lookback768_threshold_bps100,single_symbol,symbol_momentum,4.0,2025-12,0.4169281111985818,120.0,30,-91.22738192138456,51.729343260803475
single_symbol_symbol_momentum_lev4p0_symbolHYPEUSDT_lookback64_threshold_bps0,single_symbol,symbol_momentum,4.0,2026-01,1.0172668674156644,1040.0,135,-99.9999950475728,176.5625603463609
single_symbol_symbol_reversal_lev4p0_symbolHYPEUSDT_lookback64_threshold_bps400,single_symbol,symbol_reversal,4.0,2026-02,1.1590676810690896,892.0,223,-98.27529408539145,218.69606268784239
single_symbol_symbol_momentum_lev4p0_symbolHYPEUSDT_lookback384_threshold_bps0,single_symbol,symbol_momentum,4.0,2026-03,0.4253409101438461,336.0,43,-99.79115619352484,53.01119614477629
single_symbol_symbol_momentum_lev4p0_symbolHYPEUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,4.0,2026-04,0.4027694935829818,360.0,90,-99.81749459690846,49.596202307196435
single_symbol_symbol_momentum_lev4p0_symbolHYPEUSDT_lookback1536_threshold_bps0,single_symbol,symbol_momentum,4.0,2026-05,2.151567912420128,8.0,2,-97.35080299425246,759.8329261091613
