hard_pass_target_years_relaxed,hard_pass_complete_years_relaxed,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_target_year_return_pct,max_drawdown_pct,orders,turnover,selected_month_count,selected_candidate_count
False,False,11129.542699799918,16007.964683036886,68281.50278510369,17247.142087402437,17247.142087402437,-100.0,2000,9808.0,41,32
