candidate_id,family,rule,leverage,lookback,threshold_bps,hard_pass_target_years_relaxed,hard_pass_complete_years_relaxed,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_target_year_return_pct,max_drawdown_pct,orders,turnover,selected_month_count,selected_candidate_count,symbol
pair_long_weak_short_strong_lev1p0_lookback192_threshold_bps50,pair,long_weak_short_strong,1.0,192,50,False,False,0.0,0.0,-63.21450195273569,-67.071054299085,-67.071054299085,-88.10235202411353,4514,2345.0,41,1,
pair_long_weak_short_strong_lev4p0_lookback1536_threshold_bps0,pair,long_weak_short_strong,4.0,1536,0,False,False,0.0,0.0,64.75415188497881,-84.52605330529359,-84.52605330529359,-88.16387064259825,386,1452.0,41,1,
single_symbol_symbol_reversal_lev1p0_symbolHYPEUSDT_lookback384_threshold_bps50,single_symbol,symbol_reversal,1.0,384,50,False,False,0.0,0.0,-58.98203861410294,-61.35881369693206,-61.35881369693206,-88.26673646148011,1463,1559.0,41,1,HYPEUSDT
pair_long_weak_short_strong_lev2p0_lookback768_threshold_bps400,pair,long_weak_short_strong,2.0,768,400,False,False,0.0,0.0,-57.89641217945527,-71.94910841642559,-71.94910841642559,-88.26862041665915,1482,1486.0,41,1,
single_symbol_symbol_reversal_lev1p0_symbolHYPEUSDT_lookback384_threshold_bps0,single_symbol,symbol_reversal,1.0,384,0,False,False,0.0,0.0,-57.8092143922589,-62.52441383762453,-62.52441383762453,-88.4838055772777,758,1485.0,41,1,HYPEUSDT
pair_long_weak_short_strong_lev4p0_lookback1536_threshold_bps50,pair,long_weak_short_strong,4.0,1536,50,False,False,0.0,0.0,25.954549020755557,-84.85034829619345,-84.85034829619345,-88.56102709308882,728,1500.0,41,1,
pair_long_strong_short_weak_lev3p0_lookback1536_threshold_bps0,pair,long_strong_short_weak,3.0,1536,0,False,False,0.0,0.0,-83.99810672641793,97.29094393695397,-83.99810672641793,-88.62748741631337,386,1089.0,41,1,
pair_long_weak_short_strong_lev1p0_lookback192_threshold_bps0,pair,long_weak_short_strong,1.0,192,0,False,False,0.0,0.0,-67.0236877621592,-65.115627842639,-67.0236877621592,-88.86888097219916,2474,2451.0,41,1,
single_symbol_symbol_momentum_lev2p0_symbolHYPEUSDT_lookback1536_threshold_bps0,single_symbol,symbol_momentum,2.0,1536,0,False,False,0.0,0.0,-81.27645831854842,186.99355393524422,-81.27645831854842,-89.0139938857283,164,610.0,41,1,HYPEUSDT
pair_long_strong_short_weak_lev3p0_lookback768_threshold_bps100,pair,long_strong_short_weak,3.0,768,100,False,False,0.0,0.0,-62.68840695791894,3.4806349633127898,-62.68840695791894,-89.08591857589452,1536,2325.0,41,1,
pair_long_strong_short_weak_lev2p0_lookback16_threshold_bps400,pair,long_strong_short_weak,2.0,16,400,False,False,0.0,0.0,-83.09325776146015,-35.8702185755832,-83.09325776146015,-89.15774315643476,1480,1484.0,41,1,
pair_long_strong_short_weak_lev3p0_lookback1536_threshold_bps20,pair,long_strong_short_weak,3.0,1536,20,False,False,0.0,0.0,-83.93720266541015,86.89174011768014,-83.93720266541015,-89.18592957792882,626,1155.0,41,1,
pair_long_strong_short_weak_lev4p0_lookback1536_threshold_bps400,pair,long_strong_short_weak,4.0,1536,400,False,False,0.0,0.0,-87.58110076651974,247.68282380938948,-87.58110076651974,-89.67675085908999,666,1332.0,41,1,
pair_long_strong_short_weak_lev1p0_lookback96_threshold_bps400,pair,long_strong_short_weak,1.0,96,400,False,False,0.0,0.0,-79.78784350776687,-42.29534181576701,-79.78784350776687,-89.76547040013646,3758,1879.0,41,1,
pair_long_weak_short_strong_lev2p0_lookback64_threshold_bps400,pair,long_weak_short_strong,2.0,64,400,False,False,0.0,0.0,-64.47597322771895,-69.37269370195763,-69.37269370195763,-89.82941421985201,3214,3214.0,41,1,
single_symbol_symbol_reversal_lev1p0_symbolHYPEUSDT_lookback64_threshold_bps200,single_symbol,symbol_reversal,1.0,64,200,False,False,0.0,0.0,-39.591125093703184,-78.47222928998517,-78.47222928998517,-89.95482499691806,3465,3469.0,41,1,HYPEUSDT
pair_long_strong_short_weak_lev3p0_lookback1536_threshold_bps200,pair,long_strong_short_weak,3.0,1536,200,False,False,0.0,0.0,-86.4071921883761,97.54532836702556,-86.4071921883761,-90.13722819748166,794,1191.0,41,1,
single_symbol_symbol_reversal_lev2p0_symbolHYPEUSDT_lookback64_threshold_bps400,single_symbol,symbol_reversal,2.0,64,400,False,False,0.0,0.0,-43.28105426662599,-64.51731650423267,-64.51731650423267,-90.14465763777679,2159,4318.0,41,1,HYPEUSDT
pair_long_strong_short_weak_lev3p0_lookback768_threshold_bps20,pair,long_strong_short_weak,3.0,768,20,False,False,0.0,0.0,-63.17430353439497,1.1337349457841261,-63.17430353439497,-90.19601658747406,1210,2277.0,41,1,
pair_long_strong_short_weak_lev3p0_lookback768_threshold_bps0,pair,long_strong_short_weak,3.0,768,0,False,False,0.0,0.0,-63.580466783552225,-2.2234951499033873,-63.580466783552225,-90.20653429902629,788,2295.0,41,1,
pair_long_weak_short_strong_lev4p0_lookback1536_threshold_bps400,pair,long_weak_short_strong,4.0,1536,400,False,False,0.0,0.0,26.86467002292414,-87.28160038408096,-87.28160038408096,-90.25906169843175,666,1332.0,41,1,
