hard_pass_target_years_relaxed,hard_pass_complete_years_relaxed,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_target_year_return_pct,max_drawdown_pct,orders,turnover,selected_month_count,selected_candidate_count
True,False,22.85040598488004,6.345542159017881,4176.220694032065,100.6688425115628,100.6688425115628,-49.983284935975156,783,1950.0,41,13
