hard_pass_target_years_relaxed,hard_pass_complete_years_relaxed,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_target_year_return_pct,max_drawdown_pct,orders,turnover,selected_month_count,selected_candidate_count
False,False,0.0,0.0,-16.266910096358778,-35.548600570637355,-35.548600570637355,-40.03944476523138,1112,589.0,41,3
