oracle_id,family_filter,leaky_oracle,requires_monthly_orders_ge_10_at_selection,months_without_order_floor_candidate,hard_pass_complete_years,non_positive_months,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_complete_year_return_pct,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,worst_selected_month_drawdown_pct,selected_candidate_count
monthly_oracle_best_return,all,True,False,0,False,"['2023-07', '2023-09', '2023-10', '2023-12', '2024-04', '2024-06', '2024-07', '2024-09', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",80.5196954140103,45.97818223351497,54.735248009476955,-12.014908042471028,-9.168122100695475,-12.014908042471028,25,-3.4694588855671893,2,978,2227.0,2.227,-99.99999999999949,21
monthly_oracle_best_return_order10,all,True,True,0,False,"['2023-02', '2023-04', '2023-05', '2023-07', '2023-09', '2023-10', '2023-11', '2023-12', '2024-04', '2024-06', '2024-07', '2024-09', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",66.39573191590986,39.03575464453208,50.98460176456019,-12.734067658891224,-9.168122100695475,-12.734067658891224,29,-3.4694588855671893,10,1367,3061.0,3.0610000000000004,-99.99999999999993,26
taker_imbalance_oracle_order10,taker_imbalance,True,True,0,False,"['2023-02', '2023-04', '2023-05', '2023-06', '2023-07', '2023-09', '2023-10', '2023-11', '2023-12', '2024-04', '2024-06', '2024-07', '2024-08', '2024-09', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",15.838495444460099,33.85562765725205,24.766942822478466,-22.269983136788806,-10.766489713000338,-22.269983136788806,31,-5.350337980329689,10,984,1537.0,1.537,-99.99975093465873,21
volume_confirmed_move_oracle_order10,volume_confirmed_move,True,True,0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-07', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-09', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-78.40684455527787,-22.852848260305258,-39.3327084959473,-42.4844395613433,-19.78487726839574,-42.4844395613433,36,-12.572208470197166,26,4000,5536.0,5.5360000000000005,-99.99999999999999,10
volume_spike_oracle_order10,volume_spike,True,True,0,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-99.8143831757919,-81.38741150673572,-83.18838335060492,-84.5263407038039,-61.663889011103024,-84.5263407038039,41,-23.55682571232649,147,7725,8604.0,8.604,-99.99999871365259,11
