candidate_id,family,hard_pass,yearly_return_gate_pass,monthly_profit_gate_pass,monthly_order_gate_pass,leverage,return_2025_pct,return_2026_pct,min_required_year_return_pct,min_monthly_return_pct,losing_eval_months,min_monthly_orders,total_return_pct,max_drawdown_pct,annualized_sharpe,exposure_pct,turnover,orders,segments,win_rate_pct,profit_factor,params_json
zscore_rsi_mean_reversion_no_filter_f709d4f4e7_lev10,mean_reversion,False,False,False,True,10.0,-99.99999999724963,-99.9984472007009,-99.99999999724963,-94.16128589405203,18,127,-100.0,-100.0,-7.770310941168516,23.17679430262671,56490.0,5649,2825,49.69820920836035,0.8715939834042152,"{""family"": ""mean_reversion"", ""hold_bars"": 4, ""leverage"": 10.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 48}"
zscore_rsi_mean_reversion_no_filter_91a3754cf3_lev10,mean_reversion,False,False,False,True,10.0,-99.99999998269907,-99.97957769659715,-99.99999998269907,-94.2026246517154,18,122,-100.0,-100.0,-6.222983432848982,33.379578246392896,51390.0,5139,2570,50.04502632308119,0.9113978390937848,"{""family"": ""mean_reversion"", ""hold_bars"": 8, ""leverage"": 10.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 48}"
zscore_rsi_mean_reversion_no_filter_ac2d8d96b0_lev12,mean_reversion,False,False,False,True,12.0,-99.99999720424194,-99.99931350243297,-99.99999720424194,-94.24861293117827,18,112,-100.0,-100.0,-6.166653478875259,22.995283018867923,50040.0,4170,2085,49.64806435394671,0.893357039384034,"{""family"": ""mean_reversion"", ""hold_bars"": 4, ""leverage"": 12.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 192}"
zscore_rsi_mean_reversion_no_filter_838712a78d_lev12,mean_reversion,False,False,False,True,12.0,-99.99999965743218,-99.98480130583444,-99.99999965743218,-94.25797841915104,18,76,-100.0,-100.0,-4.649778414280313,45.881890492045876,43188.0,3599,1800,50.32505165549564,0.9344734358527144,"{""family"": ""mean_reversion"", ""hold_bars"": 16, ""leverage"": 12.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 96}"
zscore_rsi_mean_reversion_no_filter_d47a3c4c88_lev12,mean_reversion,False,False,False,True,12.0,-99.99999998643237,-99.99860939515787,-99.99999998643237,-94.30008076552127,18,128,-100.0,-100.0,-7.82224716599627,14.768312985571589,58752.0,4896,2448,49.17801784875528,0.8414081172245886,"{""family"": ""mean_reversion"", ""hold_bars"": 2, ""leverage"": 12.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 192}"
zscore_rsi_mean_reversion_ema_gap_50_21b914ad22_lev8,mean_reversion,False,False,False,True,8.0,-99.99972004267823,-90.4884238218263,-99.99972004267823,-94.31647557116392,18,50,-99.99999989631023,-99.99999990836727,-4.014867640876833,26.898353681095077,18280.0,2285,1143,49.92693200378234,0.9325129902084207,"{""family"": ""mean_reversion"", ""hold_bars"": 16, ""leverage"": 8.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""adx_min"": null, ""gap_min_bps"": 50.0, ""mode"": ""ema_gap""}, ""z_threshold"": 1.0, ""z_window"": 48}"
zscore_rsi_mean_reversion_no_filter_465c702ed0_lev8,mean_reversion,False,False,False,True,8.0,-99.99999999849183,-99.99287410219064,-99.99999999849183,-94.35427417427901,18,153,-100.0,-100.0,-7.457101192687636,53.87416759156493,57496.0,7187,3594,50.11695529946994,0.9125479892581925,"{""family"": ""mean_reversion"", ""hold_bars"": 8, ""leverage"": 8.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 48}"
zscore_rsi_breakout_no_filter_dee4d2af9a_lev10,breakout,False,False,False,True,10.0,-99.99999442709463,-99.99220748417265,-99.99999442709463,-94.38741414269396,18,107,-100.0,-100.0,-5.364617077113433,32.0870329263781,48350.0,4835,2418,46.29963248540751,0.929430576391945,"{""family"": ""breakout"", ""hold_bars"": 8, ""leverage"": 10.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 2.0, ""z_window"": 48}"
zscore_rsi_breakout_no_filter_9c9f07fe6e_lev10,breakout,False,False,False,True,10.0,-99.9999999541135,-99.99958685147756,-99.9999999541135,-94.39366317555218,18,143,-100.0,-100.0,-7.330237812877468,24.993063263041066,60450.0,6045,3023,44.560088814876494,0.8919875431891191,"{""family"": ""breakout"", ""hold_bars"": 4, ""leverage"": 10.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 48}"
zscore_rsi_mean_reversion_ema_gap_50_7ac69f0df9_lev12,mean_reversion,False,False,False,True,12.0,-99.99994251194323,-99.27769921825823,-99.99994251194323,-94.4453725417503,18,47,-99.99999999997642,-99.99999999997824,-6.416820726608877,6.719385867554569,28956.0,2413,1207,48.31383344803854,0.815548827476682,"{""family"": ""mean_reversion"", ""hold_bars"": 2, ""leverage"": 12.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""adx_min"": null, ""gap_min_bps"": 50.0, ""mode"": ""ema_gap""}, ""z_threshold"": 2.0, ""z_window"": 48}"
zscore_rsi_breakout_no_filter_46a1887d03_lev12,breakout,False,False,False,True,12.0,-99.99999976546759,-99.99801247490718,-99.99999976546759,-94.44749798546792,18,108,-100.0,-100.0,-6.244280014924086,12.490751017388087,48408.0,4034,2017,44.761199555720104,0.871383387554273,"{""family"": ""breakout"", ""hold_bars"": 2, ""leverage"": 12.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 192}"
zscore_rsi_breakout_no_filter_6189ebef7e_lev6,breakout,False,False,False,True,6.0,-99.9999999948551,-99.99670906341345,-99.9999999948551,-94.46531372939036,18,155,-100.0,-100.0,-11.024342496491208,30.452275249722533,54246.0,9041,4521,44.08504176157935,0.8454511574586321,"{""family"": ""breakout"", ""hold_bars"": 2, ""leverage"": 6.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 48}"
zscore_rsi_breakout_no_filter_4fc7d0ea43_lev12,breakout,False,False,False,True,12.0,-99.99999975451,-99.38087418821655,-99.99999975451,-94.51516498869628,18,82,-99.99999999999993,-99.99999999999997,-3.6522388365921943,28.116907140214575,40272.0,3356,1678,46.96546052631579,0.9538393318775172,"{""family"": ""breakout"", ""hold_bars"": 8, ""leverage"": 12.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 192}"
zscore_rsi_breakout_no_filter_bc350d0320_lev12,breakout,False,False,False,True,12.0,-99.99999999725664,-99.99963791919028,-99.99999999725664,-94.58029584812996,18,128,-100.0,-100.0,-7.121348649900386,14.768312985571589,58752.0,4896,2448,44.40269297009551,0.8651004171691923,"{""family"": ""breakout"", ""hold_bars"": 2, ""leverage"": 12.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 192}"
