candidate_id,family,rule,leverage,lookback,threshold_bps,sample_month_count,non_positive_months,total_sample_return_pct,losing_sample_months,min_monthly_return_pct,max_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,worst_month_drawdown_pct,selected_candidate_count,symbol
single_symbol_symbol_momentum_lev4p0_symbolXRPUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,4.0,384,100,4,[],2359738.3038216094,0,88.84497420614265,71789.83820924602,86,462,1868.0,1.868,-76.5918175533039,1,XRPUSDT
single_symbol_symbol_momentum_lev4p0_symbolXRPUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,4.0,384,50,4,[],2300772.1550333835,0,64.10677404961287,63941.405201289774,76,520,2148.0,2.148,-79.97161946844712,1,XRPUSDT
single_symbol_symbol_momentum_lev4p0_symbolXRPUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,4.0,384,20,4,[],1788352.9970629916,0,67.56376896010869,58397.55616605721,65,456,2084.0,2.084,-81.58693265407369,1,XRPUSDT
single_symbol_symbol_reversal_lev4p0_symbolBNBUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,4.0,1536,100,4,[],34342.51377844349,0,13.114304424198897,3505.8248224348454,16,124,500.0,0.5,-39.00057629068734,1,BNBUSDT
single_symbol_symbol_reversal_lev4p0_symbolBNBUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,4.0,1536,50,4,[],34054.721278548524,0,18.14961067575198,3435.586726660388,16,161,652.0,0.652,-40.93456206377084,1,BNBUSDT
single_symbol_symbol_reversal_lev4p0_symbolBNBUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,4.0,1536,20,4,[],31833.496064574167,0,11.367254364768087,3395.5969956421163,16,150,636.0,0.6360000000000001,-39.17091197564729,1,BNBUSDT
single_symbol_symbol_momentum_lev2p0_symbolXRPUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,2.0,384,100,4,[],15261.76521048805,0,37.42087694602398,2581.228043439163,86,462,934.0,0.934,-51.61799668606507,1,XRPUSDT
single_symbol_symbol_momentum_lev2p0_symbolXRPUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,2.0,384,50,4,[],15068.626025561392,0,28.10416622796188,2430.64033796369,76,520,1074.0,1.074,-55.24692129969952,1,XRPUSDT
single_symbol_symbol_momentum_lev2p0_symbolXRPUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,2.0,384,20,4,[],13273.305489156342,0,29.44642480969055,2318.626803912857,65,456,1042.0,1.042,-57.089549820671536,1,XRPUSDT
single_symbol_symbol_reversal_lev2p0_symbolBNBUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,2.0,1536,100,4,[],1755.8694398702592,0,6.35520881658731,500.485205682442,16,124,250.0,0.25,-21.89787217411252,1,BNBUSDT
single_symbol_symbol_reversal_lev2p0_symbolBNBUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,2.0,1536,50,4,[],1748.0995990083577,0,8.696646993249967,494.60799916082425,16,161,326.0,0.326,-23.145957857618725,1,BNBUSDT
single_symbol_symbol_reversal_lev2p0_symbolBNBUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,2.0,1536,20,4,[],1686.994573706763,0,5.5306848100437955,491.2357394172071,16,150,318.0,0.31800000000000006,-22.006995169853404,1,BNBUSDT
single_symbol_symbol_momentum_lev1p0_symbolXRPUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,1.0,384,100,4,[],1139.425883644845,0,17.226650957034508,417.8057592803659,86,462,467.0,0.467,-30.442826887563257,1,XRPUSDT
single_symbol_symbol_momentum_lev1p0_symbolXRPUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,1.0,384,50,4,[],1131.6097606612814,0,13.183111031620731,403.05470258846503,76,520,537.0,0.537,-33.102258109633866,1,XRPUSDT
single_symbol_symbol_momentum_lev1p0_symbolXRPUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,1.0,384,20,4,[],1056.4300882092416,0,13.77452474508103,391.7953643450553,65,456,521.0,0.521,-34.49393144194314,1,XRPUSDT
single_symbol_symbol_reversal_lev1p0_symbolBNBUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,1.0,1536,100,4,[],330.79803154961826,0,3.1286617854548338,145.04799645833506,16,124,125.0,0.125,-11.624591754330515,1,BNBUSDT
single_symbol_symbol_reversal_lev1p0_symbolBNBUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,1.0,1536,50,4,[],329.8952894610917,0,4.257684126039352,143.84585277605692,16,161,163.0,0.163,-12.333562783479513,1,BNBUSDT
single_symbol_symbol_reversal_lev1p0_symbolBNBUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,1.0,1536,20,4,[],322.7285859398159,0,2.7281289667264508,143.15339590826346,16,150,159.0,0.15900000000000003,-11.686351660603101,1,BNBUSDT
single_symbol_symbol_momentum_lev4p0_symbolXRPUSDT_lookback1536_threshold_bps20,single_symbol,symbol_momentum,4.0,1536,20,4,['2023-07'],3597622.0472879023,1,-34.11431159780663,135857.67254837512,15,96,452.0,0.45200000000000007,-62.97569335666208,1,XRPUSDT
single_symbol_symbol_reversal_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,4.0,1536,100,4,['2025-08'],2377276.4450486684,1,-61.38139215417466,187775.89360969674,7,94,380.0,0.38,-76.24224458912077,1,SOLUSDT
single_symbol_symbol_reversal_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,4.0,1536,50,4,['2025-08'],2166429.003940655,1,-62.06694148717337,171950.17134865426,2,98,404.0,0.404,-78.39624684443078,1,SOLUSDT
single_symbol_symbol_reversal_lev4p0_symbolSOLUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,4.0,1536,20,4,['2025-08'],2107953.8453696333,1,-62.39967535250557,164151.0971712963,2,95,436.0,0.43600000000000005,-79.37554998635073,1,SOLUSDT
single_symbol_symbol_momentum_lev2p0_symbolXRPUSDT_lookback1536_threshold_bps20,single_symbol,symbol_momentum,2.0,1536,20,4,['2023-07'],18867.662078621874,1,-18.83000036824358,3587.243856166488,15,96,226.0,0.22600000000000003,-39.1523980395793,1,XRPUSDT
single_symbol_symbol_reversal_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,2.0,1536,100,4,['2025-08'],15318.743285523204,1,-37.856128342510445,4234.4652912406245,7,94,190.0,0.19,-51.25807204174293,1,SOLUSDT
single_symbol_symbol_reversal_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,2.0,1536,50,4,['2025-08'],14619.13381942244,1,-38.41018061982432,4047.893095881983,2,98,202.0,0.202,-53.52016226838866,1,SOLUSDT
single_symbol_symbol_reversal_lev2p0_symbolSOLUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,2.0,1536,20,4,['2025-08'],14419.138560429932,1,-38.68089641270477,3952.7903618531304,2,95,218.0,0.21800000000000003,-54.58585020761782,1,SOLUSDT
single_symbol_symbol_momentum_lev1p0_symbolXRPUSDT_lookback1536_threshold_bps20,single_symbol,symbol_momentum,1.0,1536,20,4,['2023-07'],1277.2313559682655,1,-9.905605262171601,507.2267991588059,15,96,113.0,0.11300000000000002,-21.99512710066076,1,XRPUSDT
single_symbol_symbol_reversal_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,1.0,1536,100,4,['2025-08'],1141.722323449297,1,-21.168615604259777,558.3665613653707,7,94,95.0,0.095,-30.184580529615758,1,SOLUSDT
single_symbol_symbol_reversal_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,1.0,1536,50,4,['2025-08'],1113.22437411315,1,-21.520818441974253,544.0413881018815,2,98,101.0,0.101,-31.823876810417463,1,SOLUSDT
single_symbol_symbol_reversal_lev1p0_symbolSOLUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,1.0,1536,20,4,['2025-08'],1104.95388129297,1,-21.693484570378672,536.6152968514918,2,95,109.0,0.10900000000000001,-32.609978637499914,1,SOLUSDT
single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,4.0,384,100,4,['2023-07'],515.0907359120234,1,-60.98283177244921,728.504570398909,75,449,1796.0,1.796,-65.63109924649036,1,BTCUSDT
single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,2.0,384,100,4,['2023-07'],148.01022880357647,1,-37.53627594551314,187.83755321342434,75,449,898.0,0.898,-41.37500468783845,1,BTCUSDT
single_symbol_symbol_momentum_lev1p0_symbolBTCUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,1.0,384,100,4,['2023-07'],57.48340509513263,1,-20.966004748281353,69.65775939031622,75,449,449.0,0.449,-23.43303890569932,1,BTCUSDT
single_symbol_symbol_momentum_lev1p0_symbolSOLUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,1.0,384,50,4,['2024-06'],-51.33926979071087,1,-83.94254146157121,146.5493008494002,46,342,352.0,0.352,-88.89763311350349,1,SOLUSDT
single_symbol_symbol_momentum_lev2p0_symbolSOLUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,2.0,384,50,4,['2024-06'],-76.32133335498776,1,-97.4215802528664,507.86557749328034,46,342,704.0,0.704,-98.76737449517626,1,SOLUSDT
single_symbol_symbol_momentum_lev4p0_symbolSOLUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,4.0,384,50,4,['2024-06'],-94.39320745914385,1,-99.93351751607592,3595.005603012392,46,342,1408.0,1.408,-99.98480634364859,1,SOLUSDT
single_symbol_symbol_momentum_lev4p0_symbolXRPUSDT_lookback96_threshold_bps50,single_symbol,symbol_momentum,4.0,96,50,4,"['2023-07', '2024-06']",55508.29052141675,2,-49.49428488706834,45716.402987218295,271,1132,4596.0,4.596,-86.6244049577584,1,XRPUSDT
single_symbol_symbol_momentum_lev4p0_symbolXRPUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,4.0,96,20,4,"['2023-07', '2024-06']",38379.86945355989,2,-56.788912262523205,32145.959561026342,251,1113,4940.0,4.94,-87.09510944596741,1,XRPUSDT
single_symbol_symbol_momentum_lev4p0_symbolADAUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,4.0,384,50,4,"['2023-07', '2024-06']",20055.709552060507,2,-71.85565309688218,11323.686901708585,88,465,1940.0,1.94,-89.43565843676686,1,ADAUSDT
single_symbol_symbol_momentum_lev4p0_symbolADAUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,4.0,384,100,4,"['2023-07', '2024-06']",18079.894086206405,2,-73.56005072419951,9527.775893017066,101,476,1928.0,1.928,-90.59558378034052,1,ADAUSDT
single_symbol_symbol_momentum_lev4p0_symbolADAUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,4.0,384,20,4,"['2023-07', '2024-06']",5887.252989730124,2,-86.93148253893364,14695.494067958001,49,368,1780.0,1.78,-97.9039949720549,1,ADAUSDT
single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,4.0,1536,20,4,"['2023-07', '2026-05']",3839.3800154435576,2,-80.55220793018094,2137.001420087041,2,45,188.0,0.188,-86.21658968172483,1,BTCUSDT
single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,4.0,1536,100,4,"['2023-07', '2026-05']",3739.991273095858,2,-79.9396842316333,2137.001420087041,2,107,428.0,0.428,-85.74571800375719,1,BTCUSDT
single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,4.0,1536,50,4,"['2023-07', '2026-05']",3498.7756191647927,2,-80.73350208500233,2137.001420087041,2,80,324.0,0.324,-86.37974451514172,1,BTCUSDT
single_symbol_symbol_momentum_lev2p0_symbolXRPUSDT_lookback96_threshold_bps50,single_symbol,symbol_momentum,2.0,96,50,4,"['2023-07', '2024-06']",2258.1410161696595,2,-28.932626956576158,2040.4766522253472,271,1132,2298.0,2.298,-63.42733938822389,1,XRPUSDT
single_symbol_symbol_momentum_lev4p0_symbolXRPUSDT_lookback1536_threshold_bps50,single_symbol,symbol_momentum,4.0,1536,50,4,"['2023-07', '2025-08']",2090.076387040522,2,-31.386044485132626,1214.0275043166512,16,103,444.0,0.444,-61.4425501106212,1,XRPUSDT
single_symbol_symbol_momentum_lev4p0_symbolXRPUSDT_lookback1536_threshold_bps100,single_symbol,symbol_momentum,4.0,1536,100,4,"['2023-07', '2025-08']",2085.9121825524517,2,-26.168303455868937,1416.0365785256436,17,135,556.0,0.556,-65.42454368733588,1,XRPUSDT
single_symbol_symbol_momentum_lev2p0_symbolXRPUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,2.0,96,20,4,"['2023-07', '2024-06']",1861.6286461397299,2,-34.26485891284875,1695.7160009596823,251,1113,2470.0,2.47,-64.07662243881767,1,XRPUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,4.0,384,50,4,"['2023-07', '2024-06']",1561.2475104421662,2,-3.060162302790892,346.16357488624965,0,416,1704.0,1.7040000000000002,-82.07632333461096,1,DOGEUSDT
single_symbol_symbol_momentum_lev4p0_symbolLINKUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,4.0,96,20,4,"['2023-07', '2024-06']",1472.9206823922952,2,-69.75748181856683,1219.0303959780795,129,798,3700.0,3.7,-84.1200756338349,1,LINKUSDT
single_symbol_symbol_momentum_lev2p0_symbolADAUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,2.0,384,50,4,"['2023-07', '2024-06']",1319.7080528073548,2,-46.94875411159713,968.8164904093024,88,465,970.0,0.97,-67.4971669492748,1,ADAUSDT
single_symbol_symbol_momentum_lev2p0_symbolADAUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,2.0,384,100,4,"['2023-07', '2024-06']",1248.3283756639703,2,-48.58020879486141,881.2123059265547,101,476,964.0,0.964,-69.33337935203897,1,ADAUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,4.0,384,20,4,"['2023-07', '2024-06']",1237.5702666934937,2,-14.931078650161055,403.3600363282595,0,377,1808.0,1.8080000000000003,-84.94761366761514,1,DOGEUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,4.0,96,20,4,"['2023-07', '2024-06']",1097.2939473140382,2,-65.7965909770641,893.6707502622479,0,650,2984.0,2.984,-77.77390731907529,1,DOGEUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback96_threshold_bps100,single_symbol,symbol_momentum,4.0,96,100,4,"['2023-07', '2024-06']",1044.4721735704272,2,-64.2153569134674,726.5977746414567,0,709,2848.0,2.848,-78.01555217216514,1,DOGEUSDT
single_symbol_symbol_momentum_lev4p0_symbolLINKUSDT_lookback96_threshold_bps50,single_symbol,symbol_momentum,4.0,96,50,4,"['2023-07', '2024-06']",948.3770788928123,2,-56.79312334172846,1154.8966358576304,204,900,3736.0,3.7359999999999998,-84.74780715831484,1,LINKUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,4.0,384,100,4,"['2023-07', '2024-06']",946.8662143808649,2,-19.27214937481977,427.60741868260527,0,415,1672.0,1.6720000000000002,-84.46606614667701,1,DOGEUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback96_threshold_bps50,single_symbol,symbol_momentum,4.0,96,50,4,"['2023-07', '2024-06']",877.8258503379279,2,-58.21743926893915,628.0990371854172,0,727,2984.0,2.984,-79.75232423673947,1,DOGEUSDT
single_symbol_symbol_momentum_lev2p0_symbolADAUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,2.0,384,20,4,"['2023-07', '2024-06']",673.7734157833366,2,-63.84959549179793,1116.3672992956529,49,368,890.0,0.89,-85.52241377872303,1,ADAUSDT
single_symbol_symbol_momentum_lev4p0_symbolLINKUSDT_lookback96_threshold_bps100,single_symbol,symbol_momentum,4.0,96,100,4,"['2023-07', '2024-06']",614.8386371598466,2,-55.25285665076552,1088.6029468976683,185,863,3488.0,3.488,-84.78835856167046,1,LINKUSDT
single_symbol_symbol_reversal_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,2.0,1536,20,4,"['2023-07', '2026-05']",527.64480523968,2,-55.90034912857126,372.96949374003407,2,45,94.0,0.094,-62.87398443372197,1,BTCUSDT
single_symbol_symbol_reversal_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,2.0,1536,100,4,"['2023-07', '2026-05']",519.6766312437366,2,-55.2112561368744,372.96949374003407,2,107,214.0,0.214,-62.245156607075145,1,BTCUSDT
single_symbol_symbol_reversal_lev2p0_symbolBTCUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,2.0,1536,50,4,"['2023-07', '2026-05']",499.89795958686113,2,-56.10638097058107,372.96949374003407,2,80,162.0,0.162,-63.09436969125404,1,BTCUSDT
single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,4.0,384,20,4,"['2023-07', '2024-06']",439.14039463590296,2,-59.89995095589404,954.2654387328637,71,467,1948.0,1.948,-72.6942018300637,1,BTCUSDT
single_symbol_symbol_momentum_lev1p0_symbolXRPUSDT_lookback96_threshold_bps50,single_symbol,symbol_momentum,1.0,96,50,4,"['2023-07', '2024-06']",385.6069414835067,2,-15.698533201714781,362.6528560622259,271,1132,1149.0,1.149,-39.52466567948871,1,XRPUSDT
single_symbol_symbol_momentum_lev2p0_symbolXRPUSDT_lookback1536_threshold_bps50,single_symbol,symbol_momentum,2.0,1536,50,4,"['2023-07', '2025-08']",367.9825196565062,2,-17.166458777336235,262.4951729770551,16,103,222.0,0.222,-37.90535458722805,1,XRPUSDT
single_symbol_symbol_momentum_lev2p0_symbolXRPUSDT_lookback1536_threshold_bps100,single_symbol,symbol_momentum,2.0,1536,100,4,"['2023-07', '2025-08']",367.5373977076541,2,-14.074627411845885,289.36314393193965,17,135,278.0,0.278,-41.19910178180599,1,XRPUSDT
single_symbol_symbol_momentum_lev4p0_symbolBTCUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,4.0,384,50,4,"['2023-07', '2024-06']",365.96624577399297,2,-52.4437342040162,892.1534188616,79,482,1940.0,1.94,-74.61193978112016,1,BTCUSDT
single_symbol_symbol_momentum_lev1p0_symbolXRPUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,1.0,96,20,4,"['2023-07', '2024-06']",342.90277106151973,2,-18.92278921475453,323.7588938252131,251,1113,1235.0,1.235,-40.06388604423678,1,XRPUSDT
single_symbol_symbol_momentum_lev2p0_symbolDOGEUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,2.0,384,50,4,"['2023-07', '2024-06']",307.5840416947364,2,-1.5419695011071655,111.22584474591402,0,416,852.0,0.8520000000000001,-57.66363659288976,1,DOGEUSDT
single_symbol_symbol_momentum_lev2p0_symbolLINKUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,2.0,96,20,4,"['2023-07', '2024-06']",296.60064074485496,2,-45.00680207386264,263.1845806168097,129,798,1850.0,1.85,-60.150377208604475,1,LINKUSDT
single_symbol_symbol_momentum_lev1p0_symbolADAUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,1.0,384,50,4,"['2023-07', '2024-06']",276.79013426672344,2,-27.163713790169897,226.92758990475284,88,465,485.0,0.485,-42.9887440493325,1,ADAUSDT
single_symbol_symbol_momentum_lev1p0_symbolADAUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,1.0,384,100,4,"['2023-07', '2024-06']",267.19591169619116,2,-28.292405419552246,213.24308546663158,101,476,482.0,0.482,-44.6225491305703,1,ADAUSDT
single_symbol_symbol_momentum_lev2p0_symbolDOGEUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,2.0,384,20,4,"['2023-07', '2024-06']",265.7280774965868,2,-7.767185150924217,124.35686669417083,0,377,904.0,0.9040000000000001,-61.20259501927371,1,DOGEUSDT
single_symbol_symbol_momentum_lev2p0_symbolDOGEUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,2.0,96,20,4,"['2023-07', '2024-06']",246.01935600686247,2,-41.51631935066338,215.22543524630873,0,650,1492.0,1.492,-52.85544285824215,1,DOGEUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback1536_threshold_bps100,single_symbol,symbol_momentum,4.0,1536,100,4,"['2023-07', '2025-08']",244.8933427516476,2,-87.75619517452084,1824.0775145949979,0,45,180.0,0.18,-93.75631487392963,1,DOGEUSDT
single_symbol_symbol_momentum_lev2p0_symbolDOGEUSDT_lookback96_threshold_bps100,single_symbol,symbol_momentum,2.0,96,100,4,"['2023-07', '2024-06']",238.30048382620254,2,-40.17973329503404,187.50613465480293,0,709,1424.0,1.424,-53.11242400397001,1,DOGEUSDT
single_symbol_symbol_momentum_lev2p0_symbolLINKUSDT_lookback96_threshold_bps50,single_symbol,symbol_momentum,2.0,96,50,4,"['2023-07', '2024-06']",223.78651591640013,2,-34.26806205635533,254.24520262914362,204,900,1868.0,1.8679999999999999,-60.94594407531382,1,LINKUSDT
single_symbol_symbol_momentum_lev2p0_symbolDOGEUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,2.0,384,100,4,"['2023-07', '2024-06']",223.5531199634559,2,-10.15132130900297,129.69706543240932,0,415,836.0,0.8360000000000001,-60.58688815467246,1,DOGEUSDT
single_symbol_symbol_momentum_lev2p0_symbolDOGEUSDT_lookback96_threshold_bps50,single_symbol,symbol_momentum,2.0,96,50,4,"['2023-07', '2024-06']",212.7020707219458,2,-35.36056874394635,169.8331034520074,0,727,1492.0,1.492,-55.00258255937289,1,DOGEUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback1536_threshold_bps50,single_symbol,symbol_momentum,4.0,1536,50,4,"['2023-07', '2025-08']",206.65393274814815,2,-87.72336075343738,1606.173512352097,0,34,148.0,0.14800000000000002,-93.75631487392963,1,DOGEUSDT
single_symbol_symbol_momentum_lev4p0_symbolETHUSDT_lookback384_threshold_bps100,single_symbol,symbol_momentum,4.0,384,100,4,"['2023-07', '2024-06']",191.00730401571343,2,-56.86195105409719,650.0663081857988,63,385,1544.0,1.5440000000000003,-79.69864523283053,1,ETHUSDT
single_symbol_symbol_momentum_lev4p0_symbolDOGEUSDT_lookback1536_threshold_bps20,single_symbol,symbol_momentum,4.0,1536,20,4,"['2023-07', '2025-08']",182.63098323777837,2,-87.86757245202269,1491.2052890478442,0,38,204.0,0.20400000000000001,-93.75631487392963,1,DOGEUSDT
single_symbol_symbol_momentum_lev1p0_symbolADAUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,1.0,384,20,4,"['2023-07', '2024-06']",178.16782987673764,2,-39.87479354862715,248.76457665532098,49,368,445.0,0.445,-61.950576586133444,1,ADAUSDT
single_symbol_symbol_momentum_lev2p0_symbolLINKUSDT_lookback96_threshold_bps100,single_symbol,symbol_momentum,2.0,96,100,4,"['2023-07', '2024-06']",167.36466429950065,2,-33.106694393807636,244.76121401597197,185,863,1744.0,1.744,-60.99789564865821,1,LINKUSDT
single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20,single_symbol,symbol_reversal,1.0,1536,20,4,"['2023-07', '2026-05']",150.52840262925878,2,-33.59243200400368,117.47861819959083,2,45,47.0,0.047,-39.068878587147246,1,BTCUSDT
single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100,single_symbol,symbol_reversal,1.0,1536,100,4,"['2023-07', '2026-05']",148.93304948193128,2,-33.07560694102216,117.47861819959083,2,107,107.0,0.107,-38.555029991931114,1,BTCUSDT
single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50,single_symbol,symbol_reversal,1.0,1536,50,4,"['2023-07', '2026-05']",144.9281444805519,2,-33.747740393690016,117.47861819959083,2,80,81.0,0.081,-39.249995630661914,1,BTCUSDT
single_symbol_symbol_momentum_lev4p0_symbolETHUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,4.0,384,50,4,"['2023-07', '2024-06']",140.74750804351598,2,-61.38578291354224,486.85731271828575,50,448,1820.0,1.82,-81.95515381824313,1,ETHUSDT
single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,2.0,384,20,4,"['2023-07', '2024-06']",132.19396948153133,2,-36.6754004796667,224.69453933395056,71,467,974.0,0.974,-47.745049832636624,1,BTCUSDT
single_symbol_symbol_momentum_lev1p0_symbolXRPUSDT_lookback1536_threshold_bps50,single_symbol,symbol_momentum,1.0,1536,50,4,"['2023-07', '2025-08']",116.32903634429343,2,-8.987066181413661,90.39306000404927,16,103,111.0,0.111,-21.199844281389936,1,XRPUSDT
single_symbol_symbol_momentum_lev1p0_symbolXRPUSDT_lookback1536_threshold_bps100,single_symbol,symbol_momentum,1.0,1536,100,4,"['2023-07', '2025-08']",116.22613110067297,2,-7.304060181605521,97.32286839896172,17,135,139.0,0.139,-23.318256267743887,1,XRPUSDT
single_symbol_symbol_momentum_lev2p0_symbolBTCUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,2.0,384,50,4,"['2023-07', '2024-06']",115.86251313602207,2,-31.038948821828573,214.98466928750676,79,482,970.0,0.97,-49.61343411297031,1,BTCUSDT
single_symbol_symbol_momentum_lev1p0_symbolDOGEUSDT_lookback384_threshold_bps50,single_symbol,symbol_momentum,1.0,384,50,4,"['2023-07', '2024-06']",101.88710748701521,2,-0.7739799755664745,45.336108639908886,0,416,426.0,0.42600000000000005,-34.93360052445637,1,DOGEUSDT
single_symbol_symbol_momentum_lev1p0_symbolLINKUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,1.0,96,20,4,"['2023-07', '2024-06']",99.14834690372274,2,-25.8426012281058,90.57402252584419,129,798,925.0,0.925,-36.873442362666786,1,LINKUSDT
single_symbol_symbol_momentum_lev1p0_symbolDOGEUSDT_lookback384_threshold_bps20,single_symbol,symbol_momentum,1.0,384,20,4,"['2023-07', '2024-06']",91.24018340730244,2,-3.9620830874202095,49.78546881929864,0,377,452.0,0.45200000000000007,-37.71243705142552,1,DOGEUSDT
single_symbol_symbol_reversal_lev4p0_symbolETHUSDT_lookback96_threshold_bps20,single_symbol,symbol_reversal,4.0,96,20,4,"['2023-07', '2025-08']",88.71233714721858,2,-88.22382944499878,506.0102201964069,184,1055,4508.0,4.508,-96.19801892991865,1,ETHUSDT
single_symbol_symbol_momentum_lev1p0_symbolDOGEUSDT_lookback96_threshold_bps20,single_symbol,symbol_momentum,1.0,96,20,4,"['2023-07', '2024-06']",86.01595523149686,2,-23.525376333494375,77.54589132004963,0,650,746.0,0.746,-31.338105806963178,1,DOGEUSDT
single_symbol_symbol_momentum_lev2p0_symbolDOGEUSDT_lookback1536_threshold_bps100,single_symbol,symbol_momentum,2.0,1536,100,4,"['2023-07', '2025-08']",85.71304282458128,2,-65.00885136855443,338.64307980350014,0,45,90.0,0.09,-75.01263293968255,1,DOGEUSDT
